Player,Year,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
Al Harrington,2010,October,3,37,24.7,9.3,19,0.491,1,6,0.167,5,5.7,0.882,0.7,3.3,4,1.3,3,1,0,4,31.5,0,0,-4.3
Al Harrington,2010,November,14,30.3,18.6,6.4,14.9,0.433,1.6,5.1,0.324,4.1,5,0.814,1.7,4.9,6.6,1.6,2.2,1.3,0.5,3.4,32,2,0,-5.4
Al Harrington,2010,December,15,31.6,17.6,6.6,15,0.44,1.7,5.7,0.294,2.7,4.1,0.661,1.5,4.7,6.2,1.6,1.9,0.6,0.6,2.5,29.1,1,0,1.3
Al Harrington,2010,January,11,25.9,15.6,5,12.6,0.396,1.7,5.3,0.328,3.9,4.7,0.827,1.1,3.5,4.5,1.1,1.3,0.5,0.2,2.5,23.6,1,0,-2.4
Al Harrington,2010,February,11,30.2,19,6.6,14,0.474,2.9,6.5,0.444,2.8,4.2,0.674,0.6,4,4.6,2.1,1.5,1.1,0.2,2.8,30.1,0,0,-1.5
Al Harrington,2010,March,16,31.4,16.4,5.8,13.5,0.426,2,5.5,0.364,2.9,3.8,0.754,1,5.2,6.2,1.5,1.7,0.6,0.3,3.1,27.2,2,0,-5.5
Al Harrington,2010,April,2,32.9,17.5,5.5,15.5,0.355,3,8.5,0.353,3.5,4.5,0.778,2,1.5,3.5,0.5,3,2,0.5,2,27,0,0,-12.5
Al Harrington,2011,October,3,26.1,16.3,6,14.7,0.409,3,7,0.429,1.3,2,0.667,1.7,4.3,6,1.3,1.7,0.7,0.3,4,26.9,1,0,7
Al Harrington,2011,November,13,28.2,12.4,4.5,10.9,0.415,1.7,4.5,0.379,1.6,2.2,0.75,1.1,4.5,5.5,1.9,1.5,0.7,0.3,3.5,23.4,0,0,1.3
Al Harrington,2011,December,13,24.7,10.8,3.8,9.2,0.412,2.2,5.7,0.378,1.2,1.6,0.714,0.5,4,4.5,1.6,2.1,0.5,0.2,2.7,18.7,0,0,0.9
Al Harrington,2011,January,13,24.6,11.9,4.2,9.8,0.43,2.3,5.4,0.429,1.2,1.5,0.789,0.8,4,4.8,1.5,1.4,0.6,0.2,3.2,21,0,0,3.2
Al Harrington,2011,February,13,19.4,7,2.8,7.2,0.394,0.5,3.1,0.175,0.8,1.2,0.625,1.5,3.5,4.9,0.8,1.2,0.3,0.1,2.8,14.1,0,0,-3.2
Al Harrington,2011,March,11,18.3,9.9,3.9,8.7,0.448,1.2,3.5,0.342,0.9,1.4,0.667,1.4,1.9,3.3,1,1.1,0.5,0,1.5,15.9,0,0,6.7
Al Harrington,2011,April,7,17.7,8.4,2.9,7.4,0.385,1.1,3.9,0.296,1.6,1.7,0.917,0.7,2.1,2.9,1.3,1.1,0.4,0,2.3,13.9,0,0,0.9
Samuel Dalembert,2010,October,3,23.1,8,2.3,5.3,0.438,0,0,0,3.3,4.3,0.769,1.3,4.7,6,0,2.3,0,1.7,4,17.9,1,0,3.7
Samuel Dalembert,2010,November,15,25.7,5.9,2.5,5.5,0.451,0,0,0,1,1.3,0.789,3,5.1,8.1,1.6,2,0.5,2,3.2,23.7,1,0,-2.3
Samuel Dalembert,2010,December,14,22.8,6.5,2.9,5.7,0.5,0,0,0,0.8,0.9,0.917,2.7,6.1,8.9,1.2,1.4,0.4,2.4,3.2,25.7,2,0,-3.3
Samuel Dalembert,2010,January,15,29.8,9.8,4.1,6.8,0.608,0,0,0,1.5,1.7,0.885,3.5,8.9,12.3,0.7,1.3,1.1,2.3,3.4,34.5,8,0,-0.3
Samuel Dalembert,2010,February,11,24.6,7.6,3.5,7.3,0.488,0,0,0,0.5,1.1,0.5,2.5,7.2,9.7,0.2,1.3,0.3,1.5,2.8,23.8,2,0,-2.5
Samuel Dalembert,2010,March,17,25.7,9.9,4.3,6.8,0.629,0,0,0,1.4,2.1,0.639,3.2,5.9,9.1,0.4,1.3,0.5,1.4,3,25.7,6,0,-5.5
Samuel Dalembert,2010,April,7,28,9,3.9,6.7,0.574,0,0,0,1.3,2.1,0.6,2.6,8,10.6,0.7,1.6,0.3,1,2,25,2,0,-2.9
Samuel Dalembert,2011,October,2,11.4,2,1,2.5,0.4,0,0,0,0,0,0,0.5,2,2.5,0,1,0,2,1.5,10,0,0,-3.5
Samuel Dalembert,2011,November,13,24.2,5,2.2,5.6,0.384,0,0,0,0.7,1.2,0.563,3.5,5.2,8.6,1.1,1.4,0.2,2,2.5,22.3,0,0,-2.7
Samuel Dalembert,2011,December,12,19.1,4.8,1.9,4.4,0.434,0,0.1,0,0.9,1.3,0.733,2,4.4,6.4,0.7,1.6,0.3,1.7,3.1,17.6,1,0,-1.4
Samuel Dalembert,2011,January,16,18.8,6.9,3,5.6,0.539,0,0.1,0,0.9,1.1,0.833,1.4,3.3,4.6,0.8,0.9,0.4,1.3,2.1,17.6,1,0,-1.4
Samuel Dalembert,2011,February,13,26.3,11.2,4.5,9,0.496,0,0,0,2.2,2.9,0.763,2.5,6.5,9,0.8,1.7,0.5,0.9,3.6,25.8,3,0,-2.5
Samuel Dalembert,2011,March,16,28.6,10.8,4.5,9.6,0.471,0,0,0,1.8,2.5,0.7,3.4,7.3,10.7,0.9,2.7,0.6,1.4,2.9,28.3,6,0,-4.9
Samuel Dalembert,2011,April,8,33.6,11.3,4.6,9.6,0.481,0,0,0,2,2.6,0.762,4.1,8.5,12.6,1,1.6,1,1.4,3.4,33.4,5,0,-7.3
Josh Childress,2011,October,3,16.7,3.3,1.7,3.3,0.5,0,0.3,0,0,0.7,0,0.7,1.3,2,0,0.3,0.7,0.3,1,8.4,0,0,-1.7
Josh Childress,2011,November,14,18.6,6.7,2.5,4.3,0.583,0,0.1,0,1.7,2.2,0.774,1.8,2.1,3.9,1.2,1,0.3,0.4,1.4,14.4,0,0,-0.6
Josh Childress,2011,December,10,15.5,4.8,2.3,4.2,0.548,0,0.2,0,0.2,1.1,0.182,1.3,1,2.3,0.4,0.8,0.9,0.3,1.7,11,0,0,-2.7
Josh Childress,2011,January,5,17.4,2.8,1.2,3.2,0.375,0,0.8,0,0.4,1.2,0.333,1.4,2.4,3.8,1,1.8,0,0.4,1,8.3,0,0,-4.8
Josh Childress,2011,February,2,5.8,3,1.5,1.5,1,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0.5,4.2,0,0,-1.5
Josh Childress,2011,March,12,14.4,4.8,2.3,3.9,0.596,0.1,0.3,0.25,0.1,0.3,0.25,1.1,1.3,2.4,1,0.6,0.5,0.6,1.2,11.9,0,0,-1.8
Josh Childress,2011,April,8,19.5,5.3,2.6,4.5,0.583,0,0.4,0,0,0.6,0,1,1.6,2.6,0.5,0.6,1.5,0.5,1.1,14.5,0,0,-4.9
James Anderson,2011,October,2,18.7,7.5,2.5,6,0.417,1.5,3.5,0.429,1,1,1,0,0.5,0.5,1,0.5,0.5,0.5,2,12.1,0,0,1
James Anderson,2011,November,4,17.1,6.8,2.3,5.3,0.429,1.8,3.3,0.538,0.5,1,0.5,0,1.3,1.3,1.8,0.8,0.3,0.5,1.3,12.4,0,0,-2.5
James Anderson,2011,January,1,3.3,2,1,2,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,-3
James Anderson,2011,February,5,8.4,2.2,0.8,2.2,0.364,0.4,1.2,0.333,0.2,0.2,1,0,0.6,0.6,0.6,0.4,0,0,0.6,3.4,0,0,-1.6
James Anderson,2011,March,11,8.6,2.6,0.8,1.9,0.429,0.5,1,0.455,0.5,0.6,0.857,0.1,0.7,0.8,0.5,0.2,0.1,0.1,0.7,4.8,0,0,-0.5
James Anderson,2011,April,3,13.5,3.3,1,4.7,0.214,0.3,2.7,0.125,1,1.3,0.75,0.3,1,1.3,0,1.7,0,0.7,1.3,5.3,0,0,-8
David Lee,2010,October,3,34.7,16,6.3,11.3,0.559,0,0,0,3.3,5,0.667,3.3,7.3,10.7,2,0.7,0.3,0.7,3.7,34.1,1,0,-18.7
David Lee,2010,November,14,32.9,18.6,7.5,13.9,0.541,0,0.1,0,3.6,4.7,0.773,2.1,7.8,9.9,2.8,2.7,1.3,0.4,3.2,37,6,0,-5
David Lee,2010,December,15,39.4,19.8,8.5,13.5,0.626,0,0.1,0,2.9,3.6,0.796,2.5,9.5,12,3.2,2.6,1.1,0.4,3.1,40.8,10,0,5.6
David Lee,2010,January,15,38.7,21.1,9.1,18,0.504,0,0.1,0,3,3.7,0.818,2.7,9.9,12.6,4.7,2.3,0.9,0.3,2.7,44.4,11,0,-2.9
David Lee,2010,February,11,38.4,23.5,10.3,17.8,0.577,0,0,0,2.9,3.2,0.914,3.4,8.3,11.6,3.8,2.6,0.9,0.8,3,45.7,9,0,-3.4
David Lee,2010,March,15,37.6,18.8,7.4,14.7,0.505,0,0.2,0,4,4.9,0.811,3.3,9.5,12.8,3.7,1.9,1.3,0.7,3.3,43.8,11,0,-4.9
David Lee,2010,April,8,37.1,22.1,9.4,17.6,0.532,0,0.1,0,3.4,3.9,0.871,3,8.1,11.1,4.4,2.4,0.9,0.5,3.8,43.8,5,1,-7.8
David Lee,2011,October,3,29.8,10.7,4,8.7,0.462,0,0,0,2.7,4,0.667,2,8,10,3.7,3.3,0,0.3,3,25.8,2,0,-1.3
David Lee,2011,November,7,38.2,15.7,6.4,14,0.459,0,0,0,2.9,4,0.714,4.7,5.7,10.4,2.9,2.3,1.9,0.3,1.7,36.7,4,0,3.9
David Lee,2011,December,14,37.9,15.8,6.2,13.1,0.473,0,0,0,3.4,4.4,0.77,3.3,6.5,9.8,3.6,2.9,0.7,0.5,2.5,33.7,6,0,-5.1
David Lee,2011,January,14,36.2,17.5,7.2,13,0.555,0,0.1,0,3.1,3.6,0.843,2,7.2,9.2,3.5,2.2,0.9,0.3,3.4,35,8,0,2.7
David Lee,2011,February,11,33.2,16.4,6.7,14.6,0.46,0,0,0,2.9,3.7,0.78,2.5,5.6,8.2,2.8,2.1,0.8,0.4,2.8,31.9,5,0,-7.7
David Lee,2011,March,18,35.2,16.7,7.1,13.2,0.534,0.1,0.1,1,2.6,3.2,0.793,3.2,7.1,10.3,2.8,1.9,1.1,0.5,3.2,36.2,9,0,-3.7
David Lee,2011,April,6,40.3,19,8.3,14.8,0.562,0,0.2,0,2.3,2.7,0.875,3.2,8.5,11.7,3.5,2.5,1.7,0.7,3.2,42.8,3,0,7.2
Udonis Haslem,2010,October,2,29.5,9,4,9,0.444,0,0,0,1,1.5,0.667,3,6.5,9.5,1,3,0.5,0,2.5,20.4,1,0,-5.5
Udonis Haslem,2010,November,12,30.6,11,4.5,9.6,0.47,0,0,0,2,2.9,0.686,2.5,5.9,8.4,0.8,0.8,0.2,0.4,1.9,23.3,4,0,-0.8
Udonis Haslem,2010,December,14,26.6,9.9,3.9,7.6,0.519,0,0,0,2,2.4,0.824,1.4,4.7,6.1,0.6,1,0.4,0.1,2.6,18.8,2,0,-0.3
Udonis Haslem,2010,January,17,26.6,9.5,3.8,8.6,0.438,0,0,0,2,2.4,0.85,2.2,4.8,7,0.8,0.8,0.3,0.1,2.6,19.6,2,0,-3.2
Udonis Haslem,2010,February,13,24.6,8.6,3.5,7,0.505,0,0,0,1.5,1.8,0.87,1.8,5.7,7.5,0.5,0.7,0.3,0.3,1.8,19.5,3,0,0.9
Udonis Haslem,2010,March,14,29.2,9.6,3.9,6.9,0.557,0,0,0,1.9,2.6,0.703,2.3,7.9,10.1,0.5,0.9,0.6,0.6,2,25.1,5,0,3.8
Udonis Haslem,2010,April,6,32.8,12.5,5.2,9.8,0.525,0,0,0,2.2,3.5,0.619,3.2,7.7,10.8,0.7,1.7,0.7,0.3,2.2,27.8,4,0,13.2
Udonis Haslem,2011,October,4,22.6,6.3,2.3,5.8,0.391,0,0,0,1.8,2,0.875,2,6.5,8.5,0,0.8,0.5,0.3,3.5,18,1,0,1
Udonis Haslem,2011,November,9,28.3,8.8,3.9,7,0.556,0,0,0,1,1.3,0.75,2.3,5.7,8,0.7,1.2,0.6,0.2,2.8,20.5,3,0,5.4
Reggie Evans,2010,February,7,12.7,4.4,1.4,3.9,0.37,0,0,0,1.6,3.6,0.44,1.6,3.1,4.7,0.6,1,0.3,0.3,1.6,11.7,0,0,0.7
Reggie Evans,2010,March,15,10.4,3.1,1.1,1.7,0.654,0,0,0,0.8,1.7,0.48,0.9,2.3,3.2,0.3,0.7,0.7,0.1,1.6,9.2,0,0,-0.1
Reggie Evans,2010,April,6,10.9,3,1.2,2.7,0.438,0,0,0,0.7,1.7,0.4,1,3,4,0,0.7,0.2,0,1.5,7.6,0,0,-1.3
Reggie Evans,2011,October,2,30.2,1,0.5,2.5,0.2,0,0,0,0,0,0,4.5,10.5,15,0.5,0,1,0.5,4,24.3,0,0,10
Reggie Evans,2011,November,13,26.8,4.5,1.3,3.5,0.378,0,0,0,1.8,3.5,0.533,4.3,7.4,11.7,1.5,1.4,1.3,0.2,2.9,24,1,0,-9.6
Reggie Evans,2011,March,9,24,4.3,1.2,2.9,0.423,0,0.1,0,1.9,3.2,0.586,4.2,6.4,10.7,1.2,1.1,0.8,0.1,2.9,20.5,0,0,-4.1
Reggie Evans,2011,April,6,28.9,5.5,2.2,4.5,0.481,0,0,0,1.2,2.3,0.5,2.7,8.5,11.2,1,1.8,0.5,0.2,2.8,20.6,1,0,-5.7
Delonte West,2010,October,1,24.2,13,5,7,0.714,1,2,0.5,2,2,1,0,2,2,2,2,1,0,1,19.4,0,0,12
Delonte West,2010,November,8,17.6,3.8,1.5,4.6,0.324,0,0.5,0,0.8,1,0.75,0,1.5,1.5,3.4,1.1,0.5,0.5,1.1,12.5,1,0,0.5
Delonte West,2010,December,16,23.9,8.4,3.1,6.5,0.481,0.1,0.6,0.222,2.1,2.4,0.846,0.4,1.9,2.3,3,1.5,1.4,0.5,1.6,20,0,0,5.1
Delonte West,2010,January,10,27.3,8,2.8,6.5,0.431,1.1,2.1,0.524,1.3,1.6,0.813,0.5,2.6,3.1,2.4,1.5,0.8,0.8,1.2,18.6,0,0,3.1
Delonte West,2010,February,7,27.3,9.3,3.4,8.6,0.4,0.9,2.6,0.333,1.6,1.9,0.846,0.7,3.6,4.3,2.7,1,0.4,0.6,1,20.5,0,0,2.1
Delonte West,2010,March,13,27.7,12.5,4.6,9.2,0.504,0.3,1.2,0.25,3,3.7,0.813,0.5,2.8,3.3,3.8,1.7,0.8,0.2,1.8,23.8,0,0,4.8
Delonte West,2010,April,5,25.8,8.4,3,8.8,0.341,0.2,1.4,0.143,2.2,3.2,0.688,1.2,1.8,3,5.2,2.2,1,0.2,1.6,21.2,0,0,-0.4
Delonte West,2011,November,5,17.5,6.8,2.8,5,0.56,0.6,1.2,0.5,0.6,0.8,0.75,0.2,1.6,1.8,2,1,0.6,0.6,0.8,14.6,0,0,-4
Delonte West,2011,February,3,18.3,6.3,2.3,7.3,0.318,0.7,3,0.222,1,1,1,0,2,2,2.7,0.3,1.3,0,1,16.4,0,0,-3.3
Delonte West,2011,March,9,18.9,3.8,1.6,4,0.389,0.1,1,0.111,0.6,0.7,0.833,0.4,0.9,1.3,2.8,1.6,0.8,0.3,1.6,11.3,0,0,-2.2
Delonte West,2011,April,7,20,6.9,2.9,5.3,0.541,0.9,1.3,0.667,0.3,0.3,1,0.1,1.3,1.4,3,1.4,0.9,0.6,1.1,15.9,0,0,-5.3
Joe Johnson,2010,October,2,34.7,21,7.5,18.5,0.405,1,3.5,0.286,5,5.5,0.909,0,2.5,2.5,6,3,2,0,3,36,0,0,8.5
Joe Johnson,2010,November,15,39.2,21,8.1,18.7,0.436,1.5,4.8,0.319,3.2,3.7,0.857,1.4,4.1,5.5,4.2,2.5,0.9,0.1,2.1,34.2,0,0,5.9
Joe Johnson,2010,December,14,35.4,22.4,8.8,17.4,0.504,1.7,4.5,0.381,3.1,3.8,0.83,1.1,3.9,5.1,5.6,1.7,1.2,0,1.6,38.9,2,0,8.8
Joe Johnson,2010,January,15,38.5,20.9,8.5,19.1,0.446,2,5.3,0.38,1.8,2.3,0.771,0.9,3.3,4.1,4.4,1.7,1.1,0.1,1.9,34.4,0,0,0.7
Joe Johnson,2010,February,12,40,23.7,9.3,18.8,0.496,1.8,4.1,0.449,3.2,3.8,0.826,0.8,3.4,4.3,4.2,2.2,1.3,0.2,2.3,37.4,1,0,4.9
Joe Johnson,2010,March,14,38.2,19.2,7.4,17.7,0.415,1.4,4.1,0.333,3.1,3.9,0.8,1,3.6,4.6,5.8,1.8,0.9,0.1,1.6,34.6,1,0,2.4
Joe Johnson,2010,April,4,34.9,20.5,8,16,0.5,2.3,5.8,0.391,2.3,3.3,0.692,0,4.3,4.3,4.5,0.3,0.5,0,1.3,33.6,0,0,4.3
Joe Johnson,2011,October,3,35.4,23,7.3,16.3,0.449,1.3,4.3,0.308,7,9,0.778,0.7,3.3,4,4,4,1,0,1.7,32.8,0,0,5.3
Joe Johnson,2011,November,15,35.5,15.9,6.1,15.3,0.4,1.1,4.6,0.246,2.5,3,0.822,0.7,3.3,4.1,5.5,1.3,0.7,0.3,1.7,30.4,0,0,0.2
Joe Johnson,2011,December,8,37.9,17.5,6.4,16.5,0.386,1.5,5.3,0.286,3.3,4.1,0.788,0.6,3.8,4.4,7,1.8,0.6,0,1.6,33.4,1,0,4.9
Joe Johnson,2011,January,13,36.6,26,10.2,20.2,0.504,1.8,5,0.354,3.9,4.8,0.823,1.1,3.4,4.5,4.8,2.1,0.7,0,1.8,38.5,1,0,7.2
Joe Johnson,2011,February,12,34.7,16.6,7,15.1,0.464,1.1,3.3,0.333,1.5,1.8,0.857,1.1,2.8,3.8,4.6,2.5,0.5,0.2,1.9,27.6,0,0,1.4
Joe Johnson,2011,March,14,36.4,15.6,6.4,14.3,0.45,1.1,3.6,0.3,1.6,2.4,0.676,0.6,3.4,4.1,3.5,2.1,0.9,0.1,1.9,26.6,0,0,-2.9
Joe Johnson,2011,April,7,29.9,15.7,6.1,15.3,0.402,0.7,3.1,0.227,2.7,3,0.905,0.7,2.4,3.1,3.1,2,0.1,0,2.1,22.6,0,0,-5.7
Damion James,2011,October,3,9.9,1,0.3,2.7,0.125,0,0,0,0.3,1,0.333,0.3,1,1.3,0.7,0.3,0,0,1,3.3,0,0,-1.7
Damion James,2011,November,9,11.2,2.9,1.1,2.8,0.4,0,0,0,0.7,1.1,0.6,0.3,2.6,2.9,0.1,0.2,0,0.6,0.2,8,0,0,-0.7
Damion James,2011,December,5,17.5,4.8,2,5.4,0.37,0,0.4,0,0.8,1,0.8,0.8,3,3.8,1.4,2,1,0.4,2.2,13.7,0,0,-3
Damion James,2011,February,3,21.7,7.3,3.3,5.7,0.588,0,0,0,0.7,1,0.667,1.3,3.7,5,1.3,2,1.3,1,3,20.3,0,0,-7
Damion James,2011,March,5,23.9,7,3,5.2,0.577,0,0.2,0,1,1.4,0.714,1,3.2,4.2,1.2,1.2,1.4,0.4,2.2,18,0,0,3.4
Yi Jianlian,2010,October,3,33.9,11.7,4,9.3,0.429,0,0.3,0,3.7,4,0.917,1,7,8,0.3,1.7,0.3,1.3,3,25.1,1,0,-2.3
Yi Jianlian,2010,November,1,17.4,4,1,4,0.25,0,0,0,2,3,0.667,2,4,6,1,4,1,1,3,14.7,0,0,8
Yi Jianlian,2010,December,4,37.4,22.5,8.3,15.3,0.541,1,2.5,0.4,5,6.3,0.8,1.8,5.3,7,0,1.8,1.3,0.5,3.3,34.4,0,0,0.3
Yi Jianlian,2010,January,14,31.9,13.4,4.6,11.8,0.388,0.4,0.7,0.5,3.9,5,0.771,2,4.6,6.6,1,1.8,0.8,0.9,3.6,26.2,3,0,-10.3
Yi Jianlian,2010,February,13,30.9,9.2,3.5,10.4,0.341,0.1,0.4,0.2,2,2.5,0.788,2.8,4.7,7.5,1,1.4,0.4,0.8,3.2,21.7,1,0,-0.8
Yi Jianlian,2010,March,10,29.1,9.4,3.7,9.5,0.389,0.5,0.9,0.556,1.5,1.9,0.789,1.5,4.6,6.1,1,0.8,0.7,0.9,2.9,22.2,1,0,-4.9
Yi Jianlian,2010,April,7,35.2,13.4,4.9,10.7,0.453,0,0.9,0,3.7,4.4,0.839,3.4,5.6,9,1.1,1.4,1,1.9,3.6,33.1,3,0,-2.9
Yi Jianlian,2011,October,2,25.9,8,3,7,0.429,0,0.5,0,2,4,0.5,0,3,3,0,1.5,0.5,0.5,3.5,13.1,0,0,-7.5
Yi Jianlian,2011,November,6,20.3,7.5,2.8,6.7,0.425,0.2,0.7,0.25,1.7,2,0.833,0.8,2.3,3.2,1,1.5,0.5,1.8,1.5,18.3,0,0,1
Yi Jianlian,2011,December,7,14.5,4.7,1.7,5,0.343,0.1,0.4,0.333,1.1,1.6,0.727,1,3,4,0.4,1.1,0.4,0.3,1.6,11.2,0,0,-4.7
Yi Jianlian,2011,January,14,14.8,6.1,2.6,5.1,0.5,0.1,0.3,0.25,0.9,1,0.857,1.1,2.4,3.6,0.2,0.5,0.5,0.4,1.5,12.8,1,0,-2.9
Yi Jianlian,2011,February,11,12.7,2.7,1.2,3.3,0.361,0,0.1,0,0.4,0.5,0.667,1,1.8,2.8,0.4,0.7,0,0.3,1,6.7,0,0,-2.2
Yi Jianlian,2011,March,15,22.4,6.3,2.7,6.3,0.421,0,0,0,0.9,1.7,0.538,1.4,2.9,4.3,0.4,0.9,0.7,0.3,2.7,14.3,1,0,-7.3
Yi Jianlian,2011,April,8,19.1,6.5,2.6,6.9,0.382,0,0,0,1.3,1.8,0.714,2.4,3.8,6.1,0.4,0.3,0.3,0.6,2,16.8,1,0,-0.8
Joakim Noah,2010,October,2,27.6,13,5.5,9,0.611,0,0,0,2,3,0.667,6,4,10,3.5,2,0,2,2,34.3,2,0,-19
Joakim Noah,2010,November,13,34.4,11.2,4.5,8.6,0.518,0,0,0,2.3,3.4,0.682,3.9,8.5,12.4,2.2,1.9,0.8,1.5,3.5,34.3,7,0,-4.2
Joakim Noah,2010,December,15,35.4,9.4,3.5,8.3,0.419,0,0,0,2.5,3.3,0.74,4,8.9,12.9,2.5,2.5,0.6,2,3.1,33.8,6,0,-2.7
Joakim Noah,2010,January,14,29.8,13.4,4.9,9.2,0.527,0,0,0,3.7,4.2,0.881,3.4,8.3,11.7,1.7,1.8,0.7,1.6,3.5,35.3,8,0,1.1
Joakim Noah,2010,February,6,17.6,5.7,2.3,4.7,0.5,0,0,0,1,2.3,0.429,2.2,3,5.2,0.8,1.5,0.2,0.2,2,12.6,0,0,-1.5
Joakim Noah,2010,March,6,14.9,7,2.5,5,0.5,0,0,0,2,2.5,0.8,1.5,3.3,4.8,0.5,0.5,0,0.8,2.7,15.6,1,0,-1.5
Joakim Noah,2010,April,8,34.9,13.8,5.5,9.9,0.557,0,0,0,2.8,3.9,0.71,3.4,9.9,13.3,3.5,1.6,0.3,2.1,3,40.4,4,0,5.1
Joakim Noah,2011,October,2,39.2,16.5,6.5,12.5,0.52,0,0.5,0,3.5,5,0.7,7.5,10.5,18,1.5,2.5,1.5,2.5,2,49.9,2,0,4.5
Joakim Noah,2011,November,13,39,15.5,5.5,10.5,0.529,0,0,0,4.4,5.9,0.74,3.9,8.5,12.5,2.9,2,1.5,1.3,3.1,41.1,9,0,2.1
Joakim Noah,2011,December,9,33.1,11.4,4.4,9.1,0.488,0,0,0,2.6,3.7,0.697,3.3,5.9,9.2,2.6,2.2,0.7,1.9,3.7,31.8,4,0,4.4
Joakim Noah,2011,February,4,29.6,10.3,4.5,7.8,0.581,0,0,0,1.3,2,0.625,6,7,13,1,3,0.8,1,3.8,29.6,1,0,2.8
Joakim Noah,2011,March,14,30.7,9.4,3.4,6.6,0.516,0,0,0,2.5,3.4,0.745,3.4,5.9,9.3,1.8,1.4,0.7,1.1,3.7,27.3,4,0,5.9
Joakim Noah,2011,April,6,24.1,8.7,3.3,5.8,0.571,0,0,0,2,2.2,0.923,2.3,3.5,5.8,2.3,1.2,1.2,2.2,2,28,1,0,1.5
Craig Smith,2010,October,4,15.8,6.8,2.8,5.3,0.524,0,0.3,0,1.3,2.3,0.556,0.8,3,3.8,1,1.8,0.5,1,3,15.5,0,0,-4
Craig Smith,2010,November,14,16.2,6.6,2.7,4.4,0.613,0.1,0.1,1,1.1,1.7,0.625,1.4,2.4,3.7,1.4,1.1,0.6,0.1,2.4,14.2,0,0,-0.9
Craig Smith,2010,December,12,9.8,3.7,1.5,2.9,0.514,0,0,0,0.7,1.3,0.533,0.4,1.2,1.6,0.7,0.8,0.3,0.2,1.6,7.2,0,0,-1.7
Craig Smith,2010,January,15,20.8,11.9,4.5,7.2,0.62,0,0.1,0,2.9,4.6,0.638,1.9,2.9,4.9,1.3,1.7,0.2,0.2,3.1,19.1,0,0,2
Craig Smith,2010,February,12,16.8,9,3.3,5.9,0.563,0,0,0,2.3,3.3,0.7,1.3,2.8,4.2,0.8,1.2,0.4,0.5,2.3,16.7,0,0,-6.2
Craig Smith,2010,March,13,16.1,7.1,2.7,5.6,0.479,0,0.1,0,1.7,2.7,0.629,1.5,3.2,4.8,0.9,1.2,0.6,0.6,3,16.6,1,0,0
Craig Smith,2010,April,5,20.4,8.8,3.4,5.4,0.63,0,0.2,0,2,3.2,0.625,1,2.2,3.2,2.4,0.2,0.6,0,3.2,17.8,0,0,0.2
Craig Smith,2011,October,1,11.4,4,2,3,0.667,0,0,0,0,0,0,3,3,6,1,0,0,0,2,12.7,0,0,12
Craig Smith,2011,November,14,16.4,7.1,2.9,4.6,0.615,0,0.2,0,1.4,1.9,0.769,1.3,1.9,3.1,1.2,0.9,0.4,0.1,2.6,13.4,0,0,-1.1
Craig Smith,2011,December,9,10.2,3.9,1.6,3.1,0.5,0,0.1,0,0.8,1.2,0.636,0.6,1.6,2.1,0.7,1,0.3,0,1.8,7.4,0,0,-3.1
Craig Smith,2011,February,4,7.7,4,2,3,0.667,0,0,0,0,0.3,0,0.3,1.8,2,0.3,0.5,0.3,0,0.5,7,0,0,0
Craig Smith,2011,March,13,8.9,4.2,1.7,3.2,0.524,0,0,0,0.8,1.2,0.688,0.8,0.9,1.7,0.3,0.4,0.2,0.2,0.7,7.5,0,0,0
Craig Smith,2011,April,7,15.4,6.9,2.6,5.4,0.474,0,0.1,0,1.7,2,0.857,0.9,1.7,2.6,0.3,0.7,0.6,0.4,2.7,12.7,0,0,-3.9
Chuck Hayes,2010,October,3,26.1,6,3,5.7,0.529,0,0,0,0,0,0,3,2.3,5.3,1.7,1,2.3,0.3,2,21.9,0,0,0.7
Chuck Hayes,2010,November,14,24.4,5.9,2.7,5.9,0.463,0,0,0,0.4,0.9,0.462,3,4.1,7.1,1.4,0.8,1.2,0.7,2.8,21.5,2,0,3.4
Chuck Hayes,2010,December,16,18.5,3.9,1.6,4,0.391,0,0,0,0.8,1.4,0.522,1.9,3.4,5.3,1.8,0.9,0.7,0.1,2.3,14.4,1,0,-1.3
Chuck Hayes,2010,January,14,21.8,4.1,1.9,3.9,0.491,0,0,0,0.2,0.3,0.75,1.6,4.1,5.7,1.9,1,0.7,0.8,2.5,17.2,1,0,-4.4
Chuck Hayes,2010,February,11,19.7,4,1.9,3.8,0.5,0,0,0,0.2,0.6,0.286,1.7,3.4,5.1,1.8,1.5,0.7,0.5,2.6,15.2,0,0,3.2
Chuck Hayes,2010,March,16,20.7,3.5,1.5,2.6,0.571,0,0,0,0.5,0.8,0.615,1.1,3.2,4.3,1.9,0.6,0.6,0.4,2.9,13.7,0,0,-0.6
Chuck Hayes,2010,April,8,25.4,4.9,2.1,3.4,0.63,0,0,0,0.6,0.8,0.833,1.5,6,7.5,1.4,0.8,1.4,0.9,3.3,21.9,0,0,1
