Player,Year,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
Tim Duncan,2010,October,3,26.4,14.7,6.7,10.7,0.625,0,0,0,1.3,2.7,0.5,2.3,10.3,12.7,2,1.3,1.3,1.3,2,39.5,1,0,7.7
Tim Duncan,2010,November,10,33.5,19.7,7.5,14.4,0.521,0,0.3,0,4.7,5.9,0.797,3.1,7.2,10.3,4.2,1.8,0.1,2.2,1.8,43.5,6,0,3.3
Tim Duncan,2010,December,15,31.6,21.1,8.5,14.9,0.57,0,0.1,0,4.1,5.1,0.805,3.1,6.7,9.8,2.6,2.3,0.8,1.9,1.9,42.5,8,0,7.1
Tim Duncan,2010,January,15,34.3,19.5,7.4,15.6,0.474,0,0.1,0,4.7,6.5,0.714,3.8,7.7,11.5,3.4,1.5,0.3,1.6,2.5,42.5,9,0,3.1
Tim Duncan,2010,February,11,30.4,16.7,7,14.5,0.481,0.1,0.2,0.5,2.6,3.9,0.674,3.4,8.5,11.9,2.7,1.5,1.1,1.3,2.2,40.7,6,0,0.9
Tim Duncan,2010,March,17,29.6,14.2,5.9,12.4,0.479,0.1,0.2,0.333,2.3,3.5,0.65,1.8,6.1,7.9,3.2,2,0.5,1.2,1.6,31.8,4,0,5.9
Tim Duncan,2010,April,7,28.3,17.1,7.1,11.1,0.641,0,0.1,0,2.9,4.1,0.69,1.9,7,8.9,3.3,1.4,0.4,0.6,1.7,34.3,4,0,9.6
Tim Duncan,2011,October,2,30.1,15,6,11,0.545,0,0,0,3,4.5,0.667,1.5,8,9.5,2,1.5,2,2,3,39.9,1,0,5
Tim Duncan,2011,November,15,29.5,13.9,5.7,11.9,0.475,0,0,0,2.6,3.8,0.684,2.9,6.8,9.7,3.4,2.2,0.6,1.8,1.8,35.7,6,1,9.3
Tim Duncan,2011,December,15,28.3,12.5,5.3,10.6,0.497,0,0.1,0,2,2.5,0.789,2.6,6.5,9.1,3.1,1.6,0.7,2,1.5,34.6,6,0,5.1
Tim Duncan,2011,January,15,29.9,14.1,5.8,12.3,0.47,0,0,0,2.5,3.3,0.755,2.1,7.3,9.4,2.8,1.7,0.7,2.1,1.5,36.2,4,0,3.9
Tim Duncan,2011,February,12,27.4,13.2,5.6,10.9,0.511,0,0.1,0,2,3.3,0.615,1.9,6.2,8.1,2,1.1,0.5,2.3,1.5,33.3,4,0,6.8
Tim Duncan,2011,March,11,25.7,12.6,5,9.4,0.534,0,0.2,0,2.6,3.5,0.763,1.6,6.7,8.4,1.6,1.5,0.8,1.3,1.5,29.9,4,0,3.5
Tim Duncan,2011,April,6,27.9,14.5,5.7,9.8,0.576,0,0,0,3.2,4.5,0.704,1.7,6,7.7,2.8,1,0.3,1.8,1.2,33.5,2,0,8.8
Tim Duncan,2012,December,4,22.3,9,3.5,10.3,0.341,0,0,0,2,2.3,0.889,0.8,5.3,6,2,1.5,0,0.8,1.8,20,0,0,4.8
Tim Duncan,2012,January,17,28.4,13.8,5.6,11.5,0.485,0,0.1,0,2.6,3.9,0.667,1.4,6.5,7.8,3.1,1.9,0.6,1.2,1.8,31.4,5,0,-0.6
Tim Duncan,2012,February,12,30.1,16.5,6.4,13.7,0.47,0,0.3,0,3.7,4.7,0.786,2.4,8.3,10.7,2.3,1.6,1.1,2,1.9,40.3,7,0,8.3
Tim Duncan,2012,March,14,29.3,17.6,7,14.4,0.485,0,0,0,3.6,5.5,0.649,2.5,7.4,9.9,2,1.3,0.2,1.4,1.6,35.8,6,0,3.1
Tim Duncan,2012,April,11,26.4,16.5,7,11.8,0.592,0,0,0,2.5,3.7,0.659,1.8,7,8.8,1.5,1.9,1,2,1.4,36.3,4,0,14.3
Joel Przybilla,2010,October,3,16.6,2,1,2.7,0.375,0,0,0,0,0,0,3,4.3,7.3,0.3,1.3,0,1.7,3.7,15,0,0,-2.7
Joel Przybilla,2010,November,16,19.8,4,1.4,2.8,0.511,0,0,0,1.1,1.7,0.667,2.4,4.8,7.3,0.2,1.1,0.2,1.3,2.9,16.4,1,0,2.5
Joel Przybilla,2010,December,11,28.6,4.8,1.7,3,0.576,0,0,0,1.4,2.2,0.625,2.2,6.9,9.1,0.4,1.6,0.5,1.5,3.5,20.6,0,0,0.8
Joel Przybilla,2011,December,8,10.9,2.1,0.6,0.6,1,0,0,0,0.9,1.3,0.7,0.9,2.3,3.1,0.1,0.3,0.1,0.3,2.3,6.9,0,0,-2.6
Joel Przybilla,2011,January,13,13.5,1.7,0.8,1.4,0.556,0,0,0,0.2,0.2,0.667,1.2,3,4.2,0.5,0.9,0.2,0.2,1.9,7.9,0,0,-0.5
Joel Przybilla,2011,February,11,17.9,1.5,0.5,1.2,0.462,0,0,0,0.4,0.9,0.4,0.7,3.6,4.4,0.5,0.8,0.1,0.8,2.2,9.3,0,0,-2
Joel Przybilla,2011,March,4,15,2.3,1,2,0.5,0,0,0,0.3,1,0.25,1.8,2.8,4.5,0,1.5,0,0.3,3,6.9,0,0,-6.3
Joel Przybilla,2012,March,17,15.3,2.1,0.8,1.7,0.448,0,0,0,0.5,0.8,0.643,1.2,3.7,4.9,0.2,0.6,0.1,0.6,2.3,9.9,0,0,-2.4
Joel Przybilla,2012,April,10,19,2,0.9,1.9,0.474,0,0,0,0.2,0.4,0.5,0.8,4.6,5.4,0.3,1.1,0.2,0.5,2.7,9.9,0,0,-0.3
Deron Williams,2010,October,2,39.7,24.5,8.5,17,0.5,2,4.5,0.444,5.5,6.5,0.846,0,3.5,3.5,11,3.5,0.5,0,3,43.2,1,0,9
Deron Williams,2010,November,13,39.7,18.9,7.5,15.2,0.495,1.3,3.5,0.37,2.5,3.8,0.66,0.9,3.9,4.8,9.4,3.8,1.5,0.3,3.3,40.3,3,0,4.7
Deron Williams,2010,December,15,36.4,19.8,6.7,14.1,0.479,1.1,2.7,0.39,5.3,6.8,0.775,0.5,2.9,3.4,10.1,3.1,0.7,0.2,2.3,38.4,10,0,1.1
Deron Williams,2010,January,11,34.7,17.1,5.7,11.2,0.512,1.3,3.4,0.378,4.4,5,0.873,0.9,2.6,3.5,8.7,2.6,1.3,0.2,2.8,36.2,5,0,9.2
Deron Williams,2010,February,12,37,16.8,5.7,13.6,0.417,1.2,3.7,0.318,4.3,5.2,0.839,0.6,4.6,5.2,12,3.8,1.1,0.4,3,41.7,10,0,7
Deron Williams,2010,March,17,36.1,17.8,6.2,13.8,0.449,1.3,3.4,0.379,4.1,5.1,0.805,0.5,3.1,3.5,12.2,2.8,1.8,0.1,2.2,43.1,12,0,10.4
Deron Williams,2010,April,6,36.6,22.5,7,15,0.467,1.5,4,0.375,7,8.2,0.857,0.8,2.7,3.5,9.3,4.2,1.3,0.2,3.3,41,3,0,-4.3
Deron Williams,2011,October,3,34.7,15.3,4,11.3,0.353,1.3,2.3,0.571,6,6.7,0.9,0.3,4,4.3,9,3.3,0.7,0,4.3,32.7,1,0,-3.3
Deron Williams,2011,November,16,38.7,23.2,7.8,16.3,0.479,1.6,4.7,0.347,5.9,7,0.848,0.7,3.5,4.2,10.1,3.7,1.4,0.2,2.9,44.3,9,0,3.3
Deron Williams,2011,December,14,37.8,22.9,7.4,15.5,0.479,1.9,5.1,0.38,6.1,7.2,0.842,0.8,2.9,3.6,8.7,2.9,1.1,0.1,2.6,41.2,5,0,0.8
Deron Williams,2011,January,13,37,20.9,6.5,14.2,0.457,1.9,5.5,0.352,6.1,7,0.868,0.5,2.3,2.8,9.5,3.7,1.2,0.2,2.8,39.1,6,0,-5.5
Deron Williams,2011,February,10,39.3,16.2,5.7,14.9,0.383,0.8,4.6,0.174,4,5,0.8,0.3,4.8,5.1,12.7,4.2,1.3,0.5,2.8,42.6,9,0,-6.9
Deron Williams,2011,March,6,38.8,16.3,5,15,0.333,2.2,6,0.361,4.2,4.7,0.893,0.8,4,4.8,11,4,1.3,0.2,3.5,39.1,2,0,0
Deron Williams,2011,April,3,35.5,13.3,5.3,13.3,0.4,0.7,3.7,0.182,2,3.3,0.6,0.7,3.3,4,13.3,2,1,0.3,2.3,40.1,2,0,-10.7
Deron Williams,2012,December,4,32.7,16.5,5.5,15.8,0.349,1.8,5.3,0.333,3.8,4.3,0.882,1,3.3,4.3,5.8,4.5,1.3,0.8,2,31.7,0,0,-7.5
Deron Williams,2012,January,17,37.8,21.2,7.1,17.1,0.414,2.2,6.3,0.355,4.8,5.8,0.828,0.5,2.9,3.4,9.1,4.4,0.9,0.2,2.1,38,9,0,-3.2
Deron Williams,2012,February,14,38.1,24.4,8.1,19.6,0.415,2.8,7.3,0.382,5.4,6.1,0.872,0.4,2.9,3.4,8.1,3.8,1.4,0.6,2.5,42.6,4,0,-5.1
Deron Williams,2012,March,14,34.2,20.9,7.3,17.6,0.415,1.8,6.1,0.294,4.5,5.5,0.818,0.3,2.7,3,9.5,3.5,1.2,0.2,1.8,39.5,5,0,-0.3
Deron Williams,2012,April,6,35.3,15.7,5.5,14.5,0.379,1,4.5,0.222,3.7,4.3,0.846,0.2,3,3.2,9.7,4,1.7,0.3,3,36,4,0,-3.2
Andrew Bogut,2010,October,2,29.3,7,3,8,0.375,0,0,0,1,2.5,0.4,2,5,7,0,1.5,0,1,4,16.9,0,0,-3.5
Andrew Bogut,2010,November,8,34.8,19.1,8.6,14.8,0.585,0,0.1,0,1.9,3.8,0.5,3,7.5,10.5,2.5,2,1.1,1.9,3.3,42.5,6,0,7.5
Andrew Bogut,2010,December,14,31.7,13.9,6.1,13.6,0.447,0,0,0,1.7,2.8,0.615,3.4,6.1,9.6,2.1,1.8,0.3,2,3.6,33.5,5,0,-2.6
Andrew Bogut,2010,January,15,33.4,17.3,7,12.5,0.561,0,0.1,0,3.3,4.5,0.735,2.9,8.4,11.3,1.8,2.3,0.7,2.7,3.5,41.2,9,0,0.9
Andrew Bogut,2010,February,14,30.8,16.2,7.6,13.9,0.544,0,0,0,1.1,1.8,0.6,3.4,7.5,10.9,1.7,1.9,0.2,2.8,2.4,39,8,0,7.3
Andrew Bogut,2010,March,14,33,15.4,6.3,12.9,0.486,0,0,0,2.9,4.4,0.645,2.6,6.8,9.4,1.9,1.6,0.9,3.1,3.3,40,8,0,5.9
Andrew Bogut,2010,April,2,27.1,15.5,7,11.5,0.609,0,0,0,1.5,4,0.375,2.5,5.5,8,0,1.5,0.5,3.5,3,35.6,1,0,5.5
Andrew Bogut,2011,October,3,33.3,12.3,5.3,10.7,0.5,0,0.3,0,1.7,4,0.417,3.3,7.7,11,1.3,1.3,0.3,2.7,4,35.2,1,0,4
Andrew Bogut,2011,November,9,34,11.3,4.9,10.3,0.473,0,0.1,0,1.6,3.2,0.483,4,6.9,10.9,1.2,1.4,0.1,2.7,2.7,33.1,3,0,0.3
Andrew Bogut,2011,December,12,37.3,15.9,6.9,13.6,0.509,0,0.1,0,2.1,4.8,0.431,3.6,8.7,12.3,1.9,2.2,0.9,3,3.4,43.1,7,0,-0.4
Andrew Bogut,2011,January,15,36.4,12.7,5.7,11.9,0.483,0,0,0,1.3,3.6,0.352,3.3,8.5,11.9,2.3,1.7,1,2.7,3.4,40,6,0,0
Andrew Bogut,2011,February,10,35.6,9.8,4.2,9.7,0.433,0,0,0,1.4,3.2,0.438,1.9,9,10.9,2.3,1.9,0.2,2.9,3.7,33.7,2,0,-3.5
Andrew Bogut,2011,March,12,33.8,14.8,6.8,12.2,0.555,0,0,0,1.3,2,0.625,2.8,7.4,10.2,2.3,3,1,1.9,2.9,36.1,4,0,2.9
Andrew Bogut,2011,April,4,33.9,8.5,3.8,8.3,0.455,0,0.3,0,1,2,0.5,2,6.3,8.3,2,0.5,1.3,1.8,4.3,29.9,1,0,0
Andrew Bogut,2012,December,3,34.3,15,6.7,15.3,0.435,0,0,0,1.7,2.7,0.625,2.3,8.7,11,2.3,1.7,1.3,1.3,3.7,38,1,0,4.3
Andrew Bogut,2012,January,9,29,10.1,4.6,10,0.456,0,0.1,0,1,1.7,0.6,1.7,5.8,7.4,2.7,2.1,0.9,2.2,2.8,30.3,2,0,0.7
Andrew Bynum,2010,October,2,34.6,20,7.5,14,0.536,0,0,0,5,6,0.833,4,7.5,11.5,1,1.5,1,0.5,3,38.3,2,0,-6.5
Andrew Bynum,2010,November,12,35.3,18,7.3,12.7,0.572,0,0,0,3.5,4.8,0.724,3.1,6.9,10,1.1,2.4,0.4,2.2,2.9,37,6,0,9.7
Andrew Bynum,2010,December,15,27.7,11.6,4.5,8.5,0.531,0,0.1,0,2.5,3.6,0.704,2.3,3.8,6.1,1.5,1.3,0.5,1.4,3.4,25.4,0,0,1.8
Andrew Bynum,2010,January,17,32.8,16.9,7.1,11.9,0.594,0,0,0,2.8,3.5,0.8,2.4,6.4,8.8,1.2,1.3,0.4,1.5,2.4,33.8,6,0,5.8
Andrew Bynum,2010,February,10,26.1,12.1,5.2,9.2,0.565,0,0,0,1.7,2.6,0.654,2.2,5.6,7.8,0.3,2,0.9,0.6,3.3,24.4,3,0,-1.8
Andrew Bynum,2010,March,9,27.7,15.3,5.6,9.6,0.581,0,0,0,4.2,5.7,0.745,3.9,5,8.9,0.7,2.3,0.6,1.6,3.1,31,4,0,7.2
Andrew Bynum,2011,December,9,20.5,8.6,3.1,5.7,0.549,0,0,0,2.3,3.8,0.618,2.1,4.1,6.2,0.9,1,0,1,1.9,19.4,0,0,-0.8
Andrew Bynum,2011,January,15,27.1,13.1,5.3,9.1,0.581,0,0,0,2.5,3.6,0.704,2.8,5.1,7.9,0.9,1.3,0.1,2.2,3.3,29.6,4,0,8
Andrew Bynum,2011,February,12,28.9,11.3,4.3,8.2,0.531,0,0,0,2.7,3.9,0.681,3.3,5.3,8.6,2.1,1.8,0.6,1.8,2.1,30.3,3,0,3.5
Andrew Bynum,2011,March,11,31.2,12.7,4.8,7.5,0.646,0,0,0,3.1,4.4,0.708,4.5,8.7,13.3,1.5,1.2,0.4,2.5,2.8,38.1,7,0,6.6
Andrew Bynum,2011,April,7,31.3,9,3.6,6.6,0.543,0,0,0,1.9,3.7,0.5,2.9,9.1,12,1.6,1.7,0.9,2.1,2.4,33,3,0,-4.1
Andrew Bynum,2012,December,1,31.6,29,13,18,0.722,0,0,0,3,3,1,6,7,13,1,5,1,2,2,50.1,1,0,11
Andrew Bynum,2012,January,17,34.4,15.8,6.2,11.7,0.533,0,0,0,3.3,5.8,0.571,3,9.1,12.1,1.2,2.2,0.4,1.9,2.2,36.8,10,0,3.9
Andrew Bynum,2012,February,13,35.1,15.7,6.4,11.7,0.546,0,0.2,0,2.9,4.2,0.691,3.6,10.1,13.7,1.5,2.4,0.5,2.3,1.8,40.5,11,0,0.3
Andrew Bynum,2012,March,17,38.2,22.2,8.8,13.7,0.639,0.1,0.1,0.5,4.6,6.1,0.76,2.9,8,10.9,1.8,3.1,0.4,1.9,1.1,42.1,11,0,4.6
Andrew Bynum,2012,April,12,32.5,20.3,7.8,16.2,0.479,0,0.1,0,4.8,6.5,0.744,3.2,7.4,10.6,1.1,2.3,0.4,1.6,2,38.4,4,0,-4
Ramon Sessions,2010,October,2,20.1,4.5,2,6,0.333,0,1,0,0.5,1,0.5,1,4.5,5.5,1.5,0.5,1,0,0.5,15.9,0,0,6
Ramon Sessions,2010,November,15,23.7,9,3.6,6.9,0.524,0,0.2,0,1.8,2.5,0.73,0.8,2.1,2.9,3.4,1.7,0.6,0,1.9,17.7,0,0,-7.1
Ramon Sessions,2010,December,16,20,7.8,2.9,6.4,0.451,0.1,0.1,0.5,1.9,3.5,0.554,0.8,1.8,2.6,3.1,1.8,0.8,0.1,2.1,16.5,0,0,-2.2
Ramon Sessions,2010,January,16,20.4,6.6,2.2,5.4,0.402,0,0.1,0,2.2,2.9,0.761,0.6,1.9,2.5,2.9,1.5,0.8,0.1,1.1,15.1,0,0,-1
Ramon Sessions,2010,February,12,21.7,8.5,3.4,7,0.488,0,0.2,0,1.7,2.2,0.769,0.5,1.9,2.4,4.2,1.5,0.6,0,1.5,17.9,0,0,0.6
Ramon Sessions,2010,March,14,19.1,8,3,7.1,0.424,0,0.1,0,2,2.3,0.875,0.8,1.3,2.1,2.4,1.9,0.5,0.1,1.6,14,0,0,-3.3
Ramon Sessions,2010,April,7,23.2,12.4,4.4,9.7,0.456,0,0.3,0,3.6,4.9,0.735,0.6,2.1,2.7,3.4,1.9,0.6,0.1,2.1,21.1,1,0,-4.4
Ramon Sessions,2011,October,3,29.9,13,5.3,12.7,0.421,0,0,0,2.3,3.3,0.7,0.7,1.7,2.3,3.3,4,1.3,0,1.7,20.8,0,0,-3.3
Ramon Sessions,2011,November,14,22.2,10.2,3.4,8.4,0.41,0,0.1,0,3.4,4.4,0.77,0.8,2.4,3.1,4.4,1.3,0.1,0.1,0.8,20,0,0,-1.3
Ramon Sessions,2011,December,14,19.1,8.6,2.6,6.1,0.424,0,0.1,0,3.4,4,0.857,0.4,1.7,2.1,3.5,1.2,0.6,0,0.9,17,0,0,-7.5
Ramon Sessions,2011,January,16,29.3,13.4,4.6,9.9,0.462,0,0.1,0,4.3,5.1,0.852,0.6,2.6,3.1,6.2,2.4,0.8,0.2,1.5,27.1,2,0,-12.3
Ramon Sessions,2011,February,11,35.5,19.9,6.5,11.5,0.563,0.3,0.5,0.6,6.7,8.3,0.813,0.5,3.8,4.3,8.8,2.9,1.7,0.4,1.9,41.6,5,0,-2
Ramon Sessions,2011,March,15,28,13.2,4.7,10.8,0.432,0,0.2,0,3.9,5,0.773,0.7,3.1,3.9,4.7,2.8,0.7,0,0.8,24,0,0,-8.9
Ramon Sessions,2011,April,8,23.2,17.6,6,11.3,0.533,0,0.4,0,5.6,6.1,0.918,0.4,2.1,2.5,4,2.4,0.4,0,1,25.4,0,0,-1.5
Ramon Sessions,2012,December,3,23.2,13.3,4.3,10.7,0.406,1.3,3.7,0.364,3.3,3.7,0.909,0.7,4.3,5,4.7,2.3,1,0,1.7,27,0,0,5
Ramon Sessions,2012,January,17,22,8.2,2.4,7.2,0.333,0.2,0.8,0.308,3.1,3.7,0.841,0.5,2.2,2.7,4.6,1.9,0.5,0,1.3,17.8,0,0,-2.9
Ramon Sessions,2012,February,13,29.2,12.4,4.2,9.7,0.437,0.9,1.8,0.5,3,3.8,0.796,0.4,3.2,3.6,6.5,2.1,0.5,0.1,2.1,26.2,2,0,-0.2
Ramon Sessions,2012,March,17,26.3,11.8,3.9,8.2,0.479,0.8,1.7,0.483,3.1,3.9,0.776,0.4,2.6,2.9,5.6,2.2,1,0.1,1.4,24.9,2,0,2.4
Ramon Sessions,2012,April,14,31.2,12.9,4.7,10.3,0.458,0.6,1.4,0.45,2.9,4.1,0.69,0.8,3.2,4,5.9,2.6,0.6,0,1.6,25.9,1,0,-2.9
Samardo Samuels,2011,October,1,7.1,7,3,5,0.6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,0,0,-1
Samardo Samuels,2011,December,3,3.6,2,0.3,0.7,0.5,0,0,0,1.3,1.7,0.8,0.7,0.7,1.3,0,0.3,0.3,0.3,0.3,5.3,0,0,0.3
Samardo Samuels,2011,January,13,18,6,2.4,5.1,0.47,0,0.1,0,1.2,2,0.615,1.9,2.2,4.1,0.1,1.5,0.3,0.5,2.2,11.8,0,0,-6.1
Samardo Samuels,2011,February,6,13.2,5.5,2.3,5.2,0.452,0,0,0,0.8,1.3,0.625,0.8,1.8,2.7,0.5,0.5,0,0.5,2,10.5,0,0,0.7
Samardo Samuels,2011,March,13,26.2,11.9,4.4,10,0.438,0,0.2,0,3.2,5.1,0.621,3.1,2.8,5.8,1,1.8,0.8,0.5,3.2,22.5,2,0,-4.6
Samardo Samuels,2011,April,1,28.4,9,4,7,0.571,0,0,0,1,4,0.25,3,6,9,0,5,0,1,5,17.8,0,0,-6
Samardo Samuels,2012,December,2,19.8,11,4,6,0.667,0,0,0,3,5,0.6,0.5,1.5,2,0.5,2,0,0,4,12.2,0,0,4.5
Samardo Samuels,2012,January,11,12.9,4.6,1.5,4,0.386,0,0,0,1.5,2.1,0.739,0.6,2.4,3,0.3,1.5,0.5,0.4,1.8,9.9,0,0,1.2
Samardo Samuels,2012,February,8,10.3,2.3,0.8,3,0.25,0,0,0,0.8,1.3,0.6,0.8,2,2.8,0.4,0.1,0,0.3,1.8,6.7,0,0,-4
Samardo Samuels,2012,March,17,15.6,5.3,1.9,3.9,0.493,0,0,0,1.4,2.1,0.667,1.4,2,3.4,0.2,1.1,0.5,0.4,2.2,11.2,0,0,-2.8
Samardo Samuels,2012,April,16,18.5,6.9,2.6,5.3,0.488,0,0,0,1.8,2.4,0.763,1.6,2.4,4,0.6,1,0.3,0.5,2.1,14,1,0,-2.9
Semih Erden,2011,November,14,11.5,3.2,1.1,2.3,0.5,0,0,0,0.9,1.4,0.684,0.6,1.4,2,0.6,0.9,0.1,0.3,2.4,6.9,0,0,-3.2
Semih Erden,2011,December,10,17.3,5.1,2,2.9,0.69,0,0,0,1.1,2.1,0.524,0.9,2.2,3.1,0.2,0.7,0.3,1,2.6,12.3,0,0,0.1
Semih Erden,2011,January,10,16.8,4.8,1.9,3,0.633,0,0,0,1,1.4,0.714,1.2,3.4,4.6,0.3,1.1,0.7,0.6,2.8,13.6,0,0,2.1
Semih Erden,2011,February,3,9.5,2,1,2,0.5,0,0,0,0,0,0,0.3,0.3,0.7,1.7,0.3,0.3,0.3,1.3,7,0,0,0
Semih Erden,2011,March,1,10.7,0,0,3,0,0,0,0,0,0,0,5,0,5,0,1,0,1,2,8,0,0,-2
Semih Erden,2011,April,3,17.8,4.3,1.3,3.7,0.364,0,0,0,1.7,2,0.833,0.3,1.7,2,0.3,0.3,0.7,0.7,3.3,10.9,0,0,-2.7
Semih Erden,2012,January,8,11.9,3.4,1.1,2.4,0.474,0,0,0,1.1,2,0.563,0.4,1.8,2.1,0.1,0.9,0.5,0.1,2.9,7.1,0,0,-2.8
Semih Erden,2012,February,12,13.1,3.4,1.5,2.6,0.581,0,0,0,0.4,1.3,0.333,0.8,2.4,3.3,0.7,0.3,0.3,0.3,2,9.7,0,0,-4.3
Semih Erden,2012,March,5,9.6,3.2,1.2,2.8,0.429,0,0,0,0.8,1.2,0.667,0.4,0.4,0.8,0,0.4,0,0,2,3.8,0,0,-3.2
Semih Erden,2012,April,3,10.9,5,2,3.3,0.6,0,0,0,1,1.3,0.75,1.7,2.3,4,0,1,0.7,0.3,1,11.8,0,0,3
Luis Scola,2010,October,3,25.5,10.7,4.7,10.3,0.452,0.3,0.3,1,1,2,0.5,1.7,5.3,7,1,1.7,1,0.3,3.7,22.9,1,0,-0.3
Luis Scola,2010,November,14,29.4,15.2,6.5,12.2,0.532,0,0,0,2.2,2.8,0.795,2.4,7.4,9.8,2.1,2.5,0.9,0.4,2.8,31.4,8,0,-0.5
Luis Scola,2010,December,16,31.8,14.4,6.5,12.6,0.517,0,0,0,1.4,2.1,0.697,1.8,7.3,9,1.9,1.1,0.4,0.3,2.8,29.1,6,0,-0.6
Luis Scola,2010,January,14,32.5,16.6,6.9,13.4,0.511,0,0.1,0,2.9,3.8,0.755,2.1,5.4,7.4,1.6,1.7,0.7,0.3,2.9,29.2,3,0,-1.3
Luis Scola,2010,February,11,27.5,13,5,10.3,0.487,0,0,0,3,3.5,0.846,1.7,5.4,7.1,2.1,2.4,0.5,0.5,2.7,25.3,3,0,-1.3
Luis Scola,2010,March,16,38.9,20.6,8.8,16.8,0.52,0,0.1,0,3.1,3.7,0.847,3,7.5,10.5,2.5,2.4,1,0.3,3.7,38.3,10,0,-1.4
Luis Scola,2010,April,8,36.9,18.5,7.5,14.6,0.513,0,0,0,3.5,4.8,0.737,1.5,5.1,6.6,2.5,2,1,0.4,2.8,32.3,1,0,1.8
Luis Scola,2011,October,3,36.1,27.3,11,19.3,0.569,0,0,0,5.3,7,0.762,4,10,14,2,1.7,0.7,1,1.3,50.5,3,0,-1.7
Luis Scola,2011,November,14,32.8,19.1,7.7,15.7,0.491,0,0.1,0,3.7,5.9,0.627,1.9,6.1,8,2.1,1.6,0.8,0.6,3.4,34.6,1,0,-0.1
Luis Scola,2011,December,15,32.5,19.1,8.3,16.4,0.504,0,0.1,0,2.6,3.5,0.736,1.7,5.7,7.5,2.5,2.3,0.5,1,3.2,34.1,3,0,7.7
Luis Scola,2011,January,17,33.4,18.2,7.5,15.2,0.494,0,0,0,3.2,4.1,0.771,1.8,6.7,8.5,2.5,1.9,0.9,0.4,3.2,34.3,6,0,0.9
Luis Scola,2011,February,12,32.5,16.6,7.2,14.9,0.48,0,0.1,0,2.3,2.6,0.871,2.4,5.5,7.9,2.8,1.8,0.4,0.3,3.3,30.8,2,0,4.1
Luis Scola,2011,March,9,29.3,15.1,6.6,12.4,0.527,0,0,0,2,2.4,0.818,1.4,5.3,6.8,2.2,1.3,0.2,0.7,2.3,27.9,1,0,5.9
Luis Scola,2011,April,4,34,17.5,7.8,13.8,0.564,0,0,0,2,2.5,0.8,2.5,7.5,10,3.8,4.5,1,0,3.3,33.6,3,0,0.5
Luis Scola,2012,December,4,31.4,15.5,7,13,0.538,0,0,0,1.5,2,0.75,2,3.8,5.8,1.5,2.3,0.8,0.3,3.3,25.4,0,0,7
Luis Scola,2012,January,17,30.2,15,6.5,13.9,0.47,0,0.1,0,1.9,2.6,0.75,1.6,4.1,5.7,1.8,2.8,0.2,0.2,2.9,23.2,1,0,2.5
Luis Scola,2012,February,15,30,15.4,6.7,13.7,0.493,0,0,0,1.9,2.4,0.806,2.3,4.5,6.8,1.4,2.8,0.4,0.4,3.2,25.3,4,0,-2.8
Luis Scola,2012,March,16,33.2,17.4,7,12.9,0.541,0,0,0,3.4,4.5,0.75,1.4,5.8,7.2,2.8,2,0.5,0.3,3.3,30.6,4,0,1.9
Luis Scola,2012,April,14,31.9,14.2,6,13.4,0.447,0,0.1,0,2.2,2.7,0.816,2.1,4.4,6.5,2.7,1.6,1,0.6,3.6,29.2,2,0,0.6
Jeff Green,2010,October,2,37.4,20,7.5,13.5,0.556,2,4.5,0.444,3,3,1,0,5.5,5.5,2,3,1.5,1,4,34.1,0,0,12
Jeff Green,2010,November,15,34.4,13.8,5.1,12.5,0.412,1.1,4,0.267,2.5,3.2,0.771,1.5,4.7,6.2,1.5,1.7,1.1,0.9,2.7,28,3,0,-2.7
Jeff Green,2010,December,15,37.1,14.5,5.8,12.7,0.458,1.1,3.6,0.315,1.7,2.3,0.743,1.6,4.3,5.9,2,1.7,0.8,0.7,2.1,27.4,2,0,-2
Jeff Green,2010,January,15,38.4,13.7,5.5,12.8,0.432,0.9,3.4,0.275,1.7,2.2,0.758,1.9,4.7,6.6,1.5,1.4,1.1,0.7,2.8,27.8,2,0,0.9
Jeff Green,2010,February,11,39.8,16.9,6.5,13.5,0.483,1.6,3.8,0.429,2.2,3,0.727,1.7,4.5,6.2,0.8,1.5,1.9,0.9,2.7,32.5,2,0,9.2
Jeff Green,2010,March,16,35.3,15.7,6.1,12.9,0.471,1.4,3.4,0.426,2.1,2.6,0.81,0.9,4.4,5.3,1.8,1.4,1.4,0.9,2.9,30.5,0,0,4
Jeff Green,2010,April,8,39.7,16.6,6.8,14.9,0.454,1.5,5.3,0.286,1.6,3.3,0.5,0.4,5.4,5.8,2.1,2.1,1.5,1.1,2.8,32.5,2,0,-1.1
Jeff Green,2011,October,3,40.2,19.7,6.3,16.3,0.388,1,5.7,0.176,6,8,0.75,1,5,6,0.3,1.7,1.3,0.7,2.7,31.7,0,0,-4.3
Jeff Green,2011,November,8,39.6,16.8,6,13.3,0.453,1.5,3.8,0.4,3.3,3.9,0.839,1.6,5.5,7.1,1.5,1.4,0.6,0.4,3.1,29.2,1,0,-1.9
