Number Index,Player,Year,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
27,Jeff Adrien,2010,November,10,13.7,3.4,1.5,3.5,0.429,0.0,0.0,0.0,0.4,0.6,0.667,1.5,2.5,4.0,0.5,0.4,0.3,0.4,1.9,10.7,0,0,0.9
27,Jeff Adrien,2010,December,3,6.7,2.7,1.0,2.0,0.5,0.0,0.0,0.0,0.7,1.0,0.667,1.3,1.0,2.3,0.7,0.3,0.0,0.3,1.0,7.1,0,0,-1.0
27,Jeff Adrien,2010,March,5,3.5,1.0,0.2,1.2,0.167,0.0,0.0,0.0,0.6,1.2,0.5,0.2,0.4,0.6,0.2,0.2,0.0,0.0,0.2,1.8,0,0,-3.0
27,Jeff Adrien,2010,April,3,5.6,2.7,1.0,2.0,0.5,0.0,0.0,0.0,0.7,0.7,1.0,0.7,1.0,1.7,0.0,1.0,0.3,0.0,1.0,4.7,0,0,2.3
28,Arron Afflalo,2010,October,3,34.8,14.0,4.7,7.3,0.636,1.7,3.0,0.556,3.0,3.7,0.818,0.7,1.7,2.3,3.3,0.0,1.0,0.3,2.0,25.8,0,0,6.3
28,Arron Afflalo,2010,November,13,35.3,12.2,4.4,9.2,0.479,1.5,3.5,0.413,1.9,2.2,0.862,0.6,4.3,4.9,2.5,1.8,0.5,0.6,2.2,23.5,1,0,-3.2
28,Arron Afflalo,2010,December,15,36.2,13.1,4.9,9.6,0.507,1.5,3.7,0.418,1.8,2.1,0.844,0.5,2.9,3.3,1.9,1.1,0.7,0.7,2.5,23.0,1,0,4.5
28,Arron Afflalo,2010,January,17,34.2,13.2,4.6,8.8,0.53,1.7,3.5,0.483,2.2,2.5,0.884,0.9,2.6,3.5,2.7,0.7,0.5,0.5,2.5,23.6,0,0,2.8
28,Arron Afflalo,2010,February,13,35.3,13.0,4.5,10.1,0.45,1.6,4.6,0.35,2.3,2.8,0.833,0.7,2.9,3.6,2.5,1.0,0.3,0.3,2.2,22.0,1,0,2.5
28,Arron Afflalo,2010,March,6,22.8,9.3,3.5,7.7,0.457,1.2,2.3,0.5,1.2,1.7,0.7,0.5,2.2,2.7,1.8,0.8,0.0,0.0,1.3,14.5,0,0,3.7
28,Arron Afflalo,2010,April,2,21.1,10.5,4.5,8.0,0.563,0.5,2.0,0.25,1.0,1.0,1.0,0.0,3.5,3.5,3.0,0.0,0.5,0.0,1.5,20.7,0,0,5.0
29,Maurice Ager,2010,November,4,7.2,3.8,1.5,2.8,0.545,0.8,1.0,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.3,1.0,0.3,0.0,1.0,4.5,0,0,-1.5
33,Alexis Ajinca,2010,November,1,2.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4,0,0,-4.0
33,Alexis Ajinca,2010,December,3,9.2,4.3,1.7,4.0,0.417,0.3,1.0,0.333,0.7,1.0,0.667,1.0,1.7,2.7,0.0,0.0,0.3,1.0,0.7,11.5,0,0,-4.0
33,Alexis Ajinca,2010,January,9,8.3,3.6,1.6,3.6,0.438,0.2,0.6,0.4,0.2,0.2,1.0,0.2,1.0,1.2,0.2,0.3,0.4,0.4,2.1,7.7,0,0,0.1
33,Alexis Ajinca,2010,February,8,8.2,3.6,1.6,3.3,0.5,0.1,0.4,0.333,0.3,0.5,0.5,0.5,0.9,1.4,0.3,0.1,0.0,0.3,1.8,6.3,0,0,-1.5
33,Alexis Ajinca,2010,March,6,10.8,4.0,1.7,4.0,0.417,0.7,1.8,0.364,0.0,0.0,0.0,0.3,3.7,4.0,0.7,0.8,0.5,0.8,2.0,13.0,0,0,3.7
33,Alexis Ajinca,2010,April,7,15.0,6.4,2.4,5.4,0.447,0.6,1.7,0.333,1.0,1.3,0.778,0.7,2.4,3.1,0.3,1.3,0.4,0.7,3.7,12.8,0,0,1.7
37,Solomon Alabi,2010,November,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
37,Solomon Alabi,2010,December,2,4.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,1.8,0,0,1.5
37,Solomon Alabi,2010,January,4,5.3,0.5,0.3,2.0,0.125,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3,1.3,0.5,0.5,0.5,0.0,1.0,3.8,0,0,-1.5
37,Solomon Alabi,2010,February,3,2.8,0.7,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.1,0,0,1.7
37,Solomon Alabi,2010,April,2,9.7,1.0,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.5,0.0,1.0,0.0,6.5,0,0,-7.5
41,Cole Aldrich,2010,October,1,10.9,5.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,10.4,0,0,0.0
41,Cole Aldrich,2010,November,4,9.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.0,0.8,0.3,0.3,2.3,3.5,0,0,-2.8
41,Cole Aldrich,2010,December,2,3.4,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.5,4.0,0,0,1.0
41,Cole Aldrich,2010,February,3,12.1,0.7,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.7,4.3,0.3,1.0,0.3,1.0,2.3,9.4,0,0,4.7
41,Cole Aldrich,2010,March,8,6.3,1.1,0.5,0.9,0.571,0.0,0.0,0.0,0.1,0.3,0.5,0.5,0.6,1.1,0.3,0.1,0.1,0.4,1.4,4.2,0,0,0.3
42,LaMarcus Aldridge,2010,October,3,37.3,15.7,6.0,15.7,0.383,0.3,0.3,1.0,3.3,6.0,0.556,4.7,5.0,9.7,2.3,1.3,1.3,0.7,4.3,35.4,2,0,9.3
42,LaMarcus Aldridge,2010,November,14,39.7,18.9,7.6,16.6,0.461,0.1,0.3,0.25,3.6,4.1,0.877,3.6,4.4,8.0,2.4,2.5,1.1,1.4,3.0,37.1,5,0,0.2
42,LaMarcus Aldridge,2010,December,16,37.7,20.4,8.1,16.3,0.498,0.1,0.3,0.25,4.1,5.6,0.742,3.4,5.1,8.6,1.3,1.3,0.9,1.5,3.1,38.6,6,0,2.6
42,LaMarcus Aldridge,2010,January,14,40.6,24.9,9.9,19.9,0.498,0.0,0.5,0.0,5.1,6.5,0.78,4.3,6.1,10.4,2.6,3.1,1.1,0.7,2.4,43.4,9,0,3.1
42,LaMarcus Aldridge,2010,February,12,42.0,27.8,10.4,18.5,0.563,0.0,0.0,0.0,7.0,8.4,0.832,2.4,6.8,9.3,2.3,1.8,1.7,1.6,2.5,50.3,6,0,4.2
42,LaMarcus Aldridge,2010,March,16,39.8,20.1,8.3,16.4,0.504,0.1,0.4,0.143,3.6,4.7,0.76,3.2,3.9,7.1,2.2,1.6,0.4,0.9,2.2,34.3,4,0,6.4
42,LaMarcus Aldridge,2010,April,6,38.6,20.8,9.3,18.7,0.5,0.0,0.0,0.0,2.2,2.2,1.0,3.2,7.0,10.2,2.0,0.3,0.8,1.0,2.7,41.2,4,0,2.8
59,Malik Allen,2010,November,1,4.3,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.4,0,0,-7.0
59,Malik Allen,2010,December,6,13.4,2.0,1.0,2.8,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,2.0,0.3,0.3,0.2,0.3,2.3,6.1,0,0,-0.7
59,Malik Allen,2010,February,3,10.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.7,0.5,1.0,0.3,1.3,0.3,0.3,0.0,0.0,1.3,2.1,0,0,-8.0
59,Malik Allen,2010,March,3,1.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.4,0,0,-0.3
59,Malik Allen,2010,April,5,11.8,1.6,0.8,1.8,0.444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.6,0.2,0.0,0.0,0.4,2.0,6.2,0,0,-4.0
61,Ray Allen,2010,October,3,38.4,14.7,5.0,12.3,0.405,2.0,6.0,0.333,2.7,3.0,0.889,0.7,2.0,2.7,2.3,1.7,0.0,0.0,2.0,19.7,0,0,-1.3
61,Ray Allen,2010,November,14,36.8,16.8,6.3,12.8,0.492,2.4,4.9,0.478,1.9,2.1,0.867,0.7,2.7,3.4,3.5,1.6,1.2,0.1,1.4,28.7,0,0,8.7
61,Ray Allen,2010,December,14,36.3,17.3,6.3,12.6,0.497,1.6,4.2,0.373,3.1,3.5,0.898,0.5,3.4,3.9,3.4,1.8,0.9,0.1,1.5,28.1,0,0,6.6
61,Ray Allen,2010,January,16,34.0,17.9,6.5,11.9,0.545,2.7,5.2,0.518,2.3,2.8,0.8,0.8,2.8,3.6,2.5,1.4,0.8,0.2,2.0,27.7,0,0,5.6
61,Ray Allen,2010,February,11,37.4,18.4,7.0,14.4,0.487,2.4,5.1,0.464,2.0,2.2,0.917,0.6,2.9,3.5,1.7,1.3,1.1,0.3,2.5,28.0,0,0,4.7
61,Ray Allen,2010,March,16,36.1,15.1,5.1,11.5,0.446,1.9,4.6,0.425,2.9,3.0,0.958,0.5,2.6,3.1,2.3,1.1,1.2,0.2,1.8,25.2,0,0,3.5
61,Ray Allen,2010,April,6,36.3,11.7,4.3,8.7,0.5,1.2,3.3,0.35,1.8,2.3,0.786,0.7,2.2,2.8,3.2,1.8,0.7,0.7,1.8,22.0,0,0,7.7
62,Tony Allen,2010,October,3,15.4,6.7,3.0,6.3,0.474,0.0,0.0,0.0,0.7,1.3,0.5,1.3,1.0,2.3,1.0,2.3,1.0,0.3,3.7,12.6,0,0,-3.7
62,Tony Allen,2010,November,12,11.0,4.5,1.8,4.3,0.423,0.0,0.0,0.0,0.8,1.3,0.667,0.7,0.9,1.6,1.3,1.1,1.0,0.1,1.6,10.6,0,0,-2.6
62,Tony Allen,2010,December,13,14.6,5.8,2.2,4.4,0.491,0.1,0.2,0.5,1.4,2.0,0.692,0.4,1.5,1.9,0.6,1.2,1.6,0.6,2.0,14.5,0,0,-0.2
62,Tony Allen,2010,January,13,20.3,8.2,3.1,6.1,0.506,0.2,0.4,0.4,1.8,2.4,0.774,1.0,1.5,2.5,1.5,1.1,2.4,0.8,2.2,21.7,0,0,1.0
62,Tony Allen,2010,February,12,24.9,11.5,4.2,8.2,0.51,0.0,0.3,0.0,3.2,4.3,0.745,1.2,1.7,2.8,1.1,0.9,1.8,0.6,3.2,22.6,0,0,3.7
62,Tony Allen,2010,March,14,28.9,14.0,5.5,9.6,0.575,0.1,0.6,0.125,2.9,3.5,0.837,1.3,2.9,4.2,2.4,1.4,2.4,0.7,2.1,30.6,1,0,-0.4
62,Tony Allen,2010,April,5,31.7,10.8,5.0,10.6,0.472,0.0,0.8,0.0,0.8,1.2,0.667,1.6,1.8,3.4,2.2,1.4,1.6,1.4,1.8,25.8,0,0,8.6
72,Al-Farouq Aminu,2010,October,3,9.6,3.0,1.0,3.0,0.333,0.7,1.0,0.667,0.3,0.7,0.5,0.0,1.0,1.0,0.0,0.7,0.0,0.0,1.3,3.5,0,0,0.7
72,Al-Farouq Aminu,2010,November,15,20.8,8.8,3.2,6.7,0.48,1.2,2.3,0.529,1.2,1.7,0.692,1.1,2.7,3.7,0.7,2.1,1.1,0.3,1.8,16.4,0,0,-1.7
72,Al-Farouq Aminu,2010,December,14,16.7,5.8,2.1,5.2,0.397,0.9,2.3,0.375,0.8,1.0,0.786,1.1,3.0,4.1,0.7,1.0,0.5,0.1,1.6,12.7,0,0,-0.1
72,Al-Farouq Aminu,2010,January,14,16.8,5.3,1.8,5.1,0.347,0.4,2.1,0.167,1.4,1.8,0.76,1.1,1.9,3.0,0.9,1.6,0.9,0.5,1.4,12.8,0,0,-3.4
72,Al-Farouq Aminu,2010,February,14,19.6,5.2,1.6,4.9,0.324,0.3,1.4,0.2,1.8,2.1,0.833,0.8,2.5,3.3,0.6,0.7,0.7,0.4,1.4,12.8,0,0,-8.1
72,Al-Farouq Aminu,2010,March,14,17.5,4.1,1.4,3.9,0.37,0.2,1.3,0.167,1.1,1.2,0.882,0.6,2.2,2.9,0.8,1.0,0.6,0.4,1.1,10.5,0,0,1.3
72,Al-Farouq Aminu,2010,April,7,17.6,4.3,1.9,4.3,0.433,0.1,0.9,0.167,0.4,0.7,0.6,1.3,2.0,3.3,0.9,1.3,0.7,0.1,2.0,10.8,0,0,-2.1
73,Lou Amundson,2010,December,12,17.0,4.8,2.2,4.7,0.464,0.0,0.0,0.0,0.5,1.8,0.286,2.0,2.2,4.2,0.3,1.1,0.5,0.7,2.3,12.8,0,0,-2.9
73,Lou Amundson,2010,January,11,11.9,2.4,1.1,3.1,0.353,0.0,0.0,0.0,0.2,0.8,0.222,1.6,2.3,3.9,0.5,0.3,0.3,0.6,1.8,10.3,0,0,-1.4
73,Lou Amundson,2010,February,2,12.2,6.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,13.8,0,0,2.0
73,Lou Amundson,2010,March,15,13.9,4.3,1.7,3.8,0.456,0.0,0.0,0.0,0.8,2.5,0.324,1.5,2.0,3.5,0.3,0.3,0.3,0.6,1.5,11.2,0,0,-2.7
73,Lou Amundson,2010,April,6,20.6,6.7,2.2,4.3,0.5,0.0,0.0,0.0,2.3,3.3,0.7,1.7,3.5,5.2,0.5,0.5,0.2,1.2,2.3,17.1,0,0,0.0
75,Chris Andersen,2010,November,3,17.9,5.3,2.0,3.3,0.6,0.0,0.0,0.0,1.3,3.0,0.444,1.7,1.7,3.3,0.0,1.0,0.7,1.0,2.3,13.3,0,0,-5.7
75,Chris Andersen,2010,December,7,21.2,5.9,1.6,3.4,0.458,0.0,0.0,0.0,2.7,4.1,0.655,2.0,5.3,7.3,0.4,0.7,0.6,1.7,1.4,21.4,0,0,1.9
75,Chris Andersen,2010,January,6,17.1,3.3,1.0,2.8,0.353,0.0,0.2,0.0,1.3,1.8,0.727,1.8,4.2,6.0,1.0,0.5,0.3,0.3,1.7,13.5,0,0,-0.8
75,Chris Andersen,2010,February,13,12.9,3.8,1.1,1.8,0.583,0.0,0.0,0.0,1.7,2.9,0.579,1.5,2.0,3.5,0.5,0.5,0.4,0.8,1.4,11.7,0,0,1.4
75,Chris Andersen,2010,March,13,15.1,7.3,2.5,3.4,0.75,0.0,0.0,0.0,2.2,3.2,0.707,1.5,2.5,4.0,0.2,0.5,0.5,1.8,2.1,18.5,1,0,4.0
75,Chris Andersen,2010,April,3,21.1,9.3,4.0,6.0,0.667,0.0,0.0,0.0,1.3,2.3,0.571,2.0,6.3,8.3,0.7,0.0,1.3,2.7,2.3,32.3,1,0,9.7
76,David Andersen,2010,October,2,13.4,7.0,3.0,5.0,0.6,0.5,1.0,0.5,0.5,0.5,1.0,1.5,3.5,5.0,0.0,1.0,0.5,0.0,0.5,13.5,0,0,1.0
76,David Andersen,2010,November,9,13.7,4.7,1.9,4.1,0.459,0.2,0.9,0.25,0.7,0.7,1.0,0.6,2.1,2.7,0.8,0.7,0.2,0.3,1.1,10.0,0,0,3.7
76,David Andersen,2010,December,10,5.2,0.9,0.3,1.4,0.214,0.2,0.4,0.5,0.1,0.1,1.0,0.2,0.8,1.0,0.2,0.3,0.0,0.1,0.8,2.4,0,0,-0.9
76,David Andersen,2010,January,5,8.8,3.6,1.6,3.0,0.533,0.2,0.4,0.5,0.2,0.8,0.25,0.6,2.6,3.2,0.2,0.6,0.0,0.2,1.0,7.7,0,0,3.4
76,David Andersen,2010,February,10,10.6,4.4,2.1,4.0,0.525,0.2,0.7,0.286,0.0,0.2,0.0,0.6,1.4,2.0,0.3,0.7,0.1,0.4,1.3,8.1,0,0,-2.0
76,David Andersen,2010,March,3,5.0,2.3,0.3,1.0,0.333,0.0,0.0,0.0,1.7,2.7,0.625,0.3,0.3,0.7,0.0,0.3,0.0,0.0,1.0,2.8,0,0,-2.3
76,David Andersen,2010,April,1,5.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.4,0,0,4.0
85,James Anderson,2010,October,2,18.7,7.5,2.5,6.0,0.417,1.5,3.5,0.429,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,12.1,0,0,1.0
85,James Anderson,2010,November,4,17.1,6.8,2.3,5.3,0.429,1.8,3.3,0.538,0.5,1.0,0.5,0.0,1.3,1.3,1.8,0.8,0.3,0.5,1.3,12.4,0,0,-2.5
85,James Anderson,2010,January,1,3.3,2.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2,0,0,-3.0
85,James Anderson,2010,February,5,8.4,2.2,0.8,2.2,0.364,0.4,1.2,0.333,0.2,0.2,1.0,0.0,0.6,0.6,0.6,0.4,0.0,0.0,0.6,3.4,0,0,-1.6
85,James Anderson,2010,March,11,8.6,2.6,0.8,1.9,0.429,0.5,1.0,0.455,0.5,0.6,0.857,0.1,0.7,0.8,0.5,0.2,0.1,0.1,0.7,4.8,0,0,-0.5
85,James Anderson,2010,April,3,13.5,3.3,1.0,4.7,0.214,0.3,2.7,0.125,1.0,1.3,0.75,0.3,1.0,1.3,0.0,1.7,0.0,0.7,1.3,5.3,0,0,-8.0
96,Ryan Anderson,2010,October,2,15.2,9.0,3.5,8.0,0.438,1.0,3.5,0.286,1.0,1.5,0.667,1.5,3.5,5.0,0.0,0.5,0.0,0.5,1.0,16.0,0,0,-4.0
96,Ryan Anderson,2010,November,6,8.7,4.8,1.3,3.5,0.381,0.7,2.3,0.286,1.5,1.7,0.9,0.5,1.3,1.8,0.2,0.8,0.2,0.7,1.5,9.0,0,0,-1.8
96,Ryan Anderson,2010,December,7,17.4,7.1,2.3,6.0,0.381,1.3,3.3,0.391,1.3,1.9,0.692,1.6,2.7,4.3,0.9,0.7,1.0,0.3,1.7,16.7,1,0,9.3
96,Ryan Anderson,2010,January,16,25.0,14.8,5.1,10.8,0.468,3.0,7.2,0.417,1.7,2.1,0.818,2.9,3.6,6.5,0.8,0.8,0.3,0.9,2.4,26.6,3,0,4.6
96,Ryan Anderson,2010,February,11,24.5,10.0,3.4,8.7,0.385,2.1,5.7,0.365,1.2,1.5,0.765,1.9,3.5,5.4,0.8,1.0,0.6,0.2,2.6,19.1,0,0,5.6
96,Ryan Anderson,2010,March,15,25.8,10.3,3.3,7.9,0.415,2.2,5.6,0.393,1.6,1.9,0.857,1.6,4.6,6.2,1.3,0.7,0.3,0.7,2.3,22.3,0,0,3.4
96,Ryan Anderson,2010,April,7,23.5,11.7,4.0,8.4,0.475,2.1,5.0,0.429,1.6,1.9,0.846,3.0,3.9,6.9,0.6,0.7,0.9,0.4,1.9,23.9,2,0,6.6
108,Carmelo Anthony,2010,October,3,37.2,23.7,8.3,17.7,0.472,1.0,2.3,0.429,6.0,6.7,0.9,1.3,5.7,7.0,3.0,3.0,1.0,0.7,3.0,38.6,1,0,14.3
108,Carmelo Anthony,2010,November,13,34.6,23.8,8.5,18.5,0.456,0.7,2.0,0.346,6.2,7.2,0.86,2.2,6.8,8.9,3.5,2.5,1.4,0.6,2.7,43.1,3,0,0.5
108,Carmelo Anthony,2010,December,8,35.5,24.5,8.1,19.9,0.409,0.4,2.5,0.15,7.9,10.9,0.724,1.9,5.9,7.8,3.0,3.3,0.3,0.8,2.6,38.1,2,0,1.5
108,Carmelo Anthony,2010,January,17,34.8,23.8,8.2,19.5,0.423,0.8,2.6,0.311,6.5,7.9,0.815,1.4,5.9,7.4,2.8,2.7,0.8,0.6,2.5,38.1,4,0,4.4
108,Carmelo Anthony,2010,February,12,37.8,30.2,10.5,21.0,0.5,1.4,3.1,0.459,7.8,9.0,0.861,1.2,5.9,7.1,1.8,3.0,0.8,0.5,3.2,42.3,3,0,2.0
108,Carmelo Anthony,2010,March,18,36.8,26.1,8.9,19.2,0.465,1.7,4.0,0.417,6.5,7.4,0.873,1.5,4.4,5.9,3.3,2.6,0.8,0.3,3.4,38.8,3,0,0.4
108,Carmelo Anthony,2010,April,6,33.1,26.5,9.5,20.2,0.471,3.2,7.3,0.432,4.3,4.8,0.897,1.0,7.0,8.0,2.5,1.5,1.2,1.5,2.8,46.4,2,0,3.2
110,Joel Anthony,2010,October,4,20.3,0.8,0.3,0.5,0.5,0.0,0.0,0.0,0.3,1.0,0.25,1.5,2.8,4.3,0.8,0.5,0.3,1.5,3.8,11.7,0,0,7.0
110,Joel Anthony,2010,November,12,16.4,2.8,0.9,1.7,0.55,0.0,0.0,0.0,0.9,1.2,0.786,1.2,1.6,2.8,0.2,0.3,0.1,1.1,2.6,9.5,0,0,1.5
110,Joel Anthony,2010,December,16,17.6,1.6,0.4,0.9,0.4,0.0,0.0,0.0,0.8,1.4,0.591,1.1,1.8,2.9,0.3,0.4,0.2,1.6,2.5,10.3,0,0,3.3
110,Joel Anthony,2010,January,13,28.0,2.0,0.8,1.5,0.526,0.0,0.0,0.0,0.5,0.5,0.857,1.9,3.5,5.4,0.5,0.7,0.1,2.2,2.8,15.3,0,0,1.3
110,Joel Anthony,2010,February,11,19.5,1.5,0.5,0.9,0.6,0.0,0.0,0.0,0.5,0.8,0.556,1.3,1.5,2.7,0.4,0.5,0.2,0.6,2.4,7.4,0,0,-0.1
110,Joel Anthony,2010,March,13,13.6,1.8,0.7,1.2,0.563,0.0,0.0,0.0,0.5,0.8,0.6,0.9,1.4,2.3,0.1,0.5,0.1,0.9,2.5,7.2,0,0,0.3
110,Joel Anthony,2010,April,6,24.6,4.2,1.7,2.8,0.588,0.0,0.0,0.0,0.8,1.2,0.714,2.5,4.0,6.5,0.5,0.5,0.2,0.3,2.3,13.7,0,0,0.8
120,Gilbert Arenas,2010,November,13,33.9,18.1,6.2,15.8,0.395,2.7,7.2,0.372,2.9,3.5,0.826,0.4,3.6,4.0,5.3,3.3,1.4,0.6,3.4,33.5,1,0,-2.8
120,Gilbert Arenas,2010,December,15,30.4,13.3,5.1,13.3,0.382,1.6,5.5,0.293,1.6,2.0,0.8,0.1,2.7,2.8,5.7,3.2,1.4,0.4,3.5,27.5,2,0,-0.7
120,Gilbert Arenas,2010,January,15,20.7,7.8,2.9,7.7,0.374,0.8,3.3,0.245,1.3,1.9,0.679,0.3,2.0,2.3,3.2,2.1,0.7,0.2,2.3,15.9,0,0,0.9
120,Gilbert Arenas,2010,February,11,20.4,6.9,2.5,8.6,0.295,0.5,3.4,0.162,1.3,1.7,0.737,0.4,1.9,2.3,3.8,2.1,0.9,0.2,2.5,16.5,0,0,2.9
120,Gilbert Arenas,2010,March,13,21.5,7.0,2.2,7.3,0.305,1.0,3.8,0.265,1.5,1.8,0.87,0.5,1.9,2.4,2.1,2.0,0.8,0.2,1.6,14.0,0,0,-0.4
120,Gilbert Arenas,2010,April,3,28.3,12.0,4.0,8.3,0.48,2.3,5.3,0.438,1.7,2.3,0.714,0.0,1.3,1.3,0.7,2.0,1.3,0.0,2.7,16.6,0,0,-3.3
121,Trevor Ariza,2010,October,3,34.7,10.3,3.3,8.7,0.385,1.3,4.3,0.308,2.3,3.7,0.636,0.0,4.3,4.3,2.3,2.3,2.7,0.3,2.7,25.7,0,0,1.3
121,Trevor Ariza,2010,November,14,32.8,11.1,3.8,9.5,0.398,1.4,4.2,0.322,2.1,3.1,0.682,0.6,4.9,5.4,2.4,1.4,1.4,0.2,2.4,24.4,0,0,4.1
121,Trevor Ariza,2010,December,16,33.8,9.4,3.5,10.3,0.339,0.5,3.2,0.157,1.9,2.5,0.75,1.2,4.4,5.6,1.8,2.0,1.6,0.3,2.9,22.3,1,0,-2.3
121,Trevor Ariza,2010,January,15,38.0,13.1,4.8,10.7,0.447,1.5,3.9,0.379,2.1,2.9,0.705,0.7,5.5,6.2,2.1,1.3,1.9,0.5,2.4,29.7,2,0,4.9
121,Trevor Ariza,2010,February,9,35.7,11.2,4.3,11.1,0.39,1.2,4.0,0.306,1.3,2.0,0.667,1.0,3.7,4.7,2.7,1.4,1.2,0.8,2.1,25.4,0,0,-0.2
121,Trevor Ariza,2010,March,11,33.2,9.0,3.3,8.9,0.367,1.0,3.3,0.306,1.5,2.2,0.667,1.0,4.2,5.2,2.0,1.4,1.2,0.6,2.0,22.3,0,0,-5.1
121,Trevor Ariza,2010,April,7,34.2,13.3,5.3,11.3,0.468,1.0,2.6,0.389,1.7,2.3,0.75,0.6,4.9,5.4,2.3,1.7,2.1,0.1,2.3,28.4,0,0,-4.4
128,Hilton Armstrong,2010,October,2,9.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,2.0,2.0,0.0,2.0,0.0,1.5,3.5,5.4,0,0,-2.5
128,Hilton Armstrong,2010,November,14,12.6,2.7,1.3,2.1,0.6,0.0,0.0,0.0,0.1,0.3,0.5,1.2,2.6,3.9,0.2,0.6,0.5,0.5,2.2,10.0,0,0,-3.5
128,Hilton Armstrong,2010,December,12,13.5,2.3,0.8,2.2,0.346,0.0,0.2,0.0,0.8,1.3,0.6,1.4,2.3,3.8,0.4,0.6,0.5,0.4,2.3,9.5,0,0,-1.1
128,Hilton Armstrong,2010,January,8,4.5,0.8,0.3,0.6,0.4,0.0,0.0,0.0,0.3,0.3,1.0,0.3,0.3,0.5,0.1,0.5,0.0,0.1,0.9,1.4,0,0,-3.0
128,Hilton Armstrong,2010,February,6,3.5,0.8,0.3,0.3,1.0,0.2,0.2,1.0,0.0,0.0,0.0,0.5,0.7,1.2,0.2,0.2,0.3,0.0,0.5,3.3,0,0,-0.5
128,Hilton Armstrong,2010,March,8,5.7,1.4,0.5,0.9,0.571,0.1,0.1,1.0,0.3,0.8,0.333,0.3,1.1,1.4,0.5,0.4,0.4,0.4,0.8,5.7,0,0,1.3
128,Hilton Armstrong,2010,April,3,9.9,1.3,0.7,1.7,0.4,0.0,0.0,0.0,0.0,1.3,0.0,0.3,1.7,2.0,0.0,0.0,0.0,0.7,1.0,5.7,0,0,-5.7
134,Carlos Arroyo,2010,October,4,23.2,7.0,3.0,6.0,0.5,0.3,0.5,0.5,0.8,1.0,0.75,0.3,2.8,3.0,2.3,1.0,0.8,0.0,1.5,15.2,0,0,9.5
134,Carlos Arroyo,2010,November,14,21.6,7.1,2.6,5.0,0.514,0.9,1.4,0.6,1.1,1.4,0.75,0.3,1.4,1.7,1.7,0.6,0.1,0.0,1.3,11.5,0,0,0.7
134,Carlos Arroyo,2010,December,15,23.0,6.2,2.5,5.5,0.446,0.7,1.8,0.407,0.5,0.6,0.889,0.3,1.5,1.7,2.6,0.8,0.3,0.0,1.7,12.4,0,0,5.6
134,Carlos Arroyo,2010,January,13,17.9,4.0,1.8,4.4,0.404,0.3,1.1,0.286,0.2,0.2,1.0,0.2,0.9,1.2,1.9,1.2,0.3,0.1,0.8,8.3,0,0,-1.8
