Number Index,Player,Year,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
12,Lou Amundson,2013,December,10,11.8,2.5,1.1,2.0,0.55,0.0,0.0,0.0,0.3,1.4,0.214,2.1,1.8,3.9,0.5,1.1,0.6,0.6,3.1,10.4,0,0,-3.9
12,Lou Amundson,2013,April,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0
13,Chris Andersen,2013,October,2,15.2,3.0,1.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,4.0,0.5,1.5,1.0,1.0,2.5,13.1,0,0,7.5
13,Chris Andersen,2013,November,14,17.7,6.9,2.6,3.9,0.655,0.0,0.0,0.0,1.7,2.4,0.706,1.6,3.1,4.6,0.4,0.9,0.3,1.1,2.4,16.2,0,0,4.2
13,Chris Andersen,2013,December,11,19.0,6.5,2.5,3.9,0.628,0.1,0.4,0.25,1.5,2.5,0.63,1.4,2.9,4.3,0.5,0.5,0.5,1.5,1.7,17.6,0,0,2.2
13,Chris Andersen,2013,January,11,19.6,6.7,2.6,3.5,0.744,0.0,0.2,0.0,1.5,1.9,0.762,1.7,3.1,4.8,0.4,0.8,0.5,0.7,2.5,16.1,0,0,1.7
13,Chris Andersen,2013,February,10,21.9,6.4,2.4,3.6,0.667,0.1,0.3,0.333,1.5,2.6,0.577,2.2,2.9,5.1,0.2,0.4,0.5,1.5,3.1,18.4,0,0,3.4
13,Chris Andersen,2013,March,18,20.7,7.6,2.7,4.1,0.658,0.1,0.1,0.5,2.2,2.8,0.784,2.2,4.6,6.7,0.1,0.7,0.5,1.9,2.1,22.4,1,0,0.1
13,Chris Andersen,2013,April,6,16.9,4.7,1.7,3.8,0.435,0.0,0.2,0.0,1.3,1.7,0.8,1.8,3.8,5.7,0.0,1.0,0.2,1.0,1.5,14.0,0,0,1.7
14,Alan Anderson,2013,October,1,23.4,9.0,4.0,11.0,0.364,1.0,6.0,0.167,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,14.6,0,0,-12.0
14,Alan Anderson,2013,November,16,22.8,7.8,2.7,6.6,0.41,1.4,3.4,0.4,1.1,1.4,0.773,0.8,2.0,2.8,1.1,0.5,0.8,0.1,1.9,15.0,0,0,-4.5
14,Alan Anderson,2013,December,14,28.2,8.9,3.2,7.4,0.433,1.3,3.5,0.367,1.1,1.4,0.8,0.4,2.2,2.6,1.1,0.6,1.1,0.1,1.6,16.7,0,0,-0.2
14,Alan Anderson,2013,January,13,24.8,8.2,2.5,7.2,0.355,1.5,4.4,0.333,1.7,2.0,0.846,0.5,1.7,2.2,1.3,1.1,0.6,0.4,2.7,14.7,0,0,0.9
14,Alan Anderson,2013,February,12,21.6,6.9,2.5,6.3,0.395,0.9,3.1,0.297,1.0,1.2,0.857,0.3,0.9,1.3,1.3,1.3,0.4,0.1,1.4,10.6,0,0,-0.3
14,Alan Anderson,2013,March,16,17.1,5.0,1.8,4.6,0.378,0.7,2.1,0.324,0.8,0.9,0.867,0.6,1.4,1.9,0.6,0.4,0.3,0.1,1.7,9.0,0,0,2.8
14,Alan Anderson,2013,April,6,22.2,6.0,1.8,3.7,0.5,0.3,1.7,0.2,2.0,3.5,0.571,0.3,2.3,2.7,0.8,1.5,0.3,0.0,1.8,10.0,0,0,-3.0
15,James Anderson,2013,October,1,35.4,8.0,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,0.0,0.0,6.0,6.0,1.0,3.0,2.0,0.0,3.0,19.7,0,0,2.0
15,James Anderson,2013,November,16,33.4,9.9,3.8,9.0,0.424,1.5,4.8,0.316,0.8,1.1,0.722,0.7,3.1,3.8,2.3,1.4,1.1,0.5,1.8,21.3,0,0,-4.3
15,James Anderson,2013,December,13,23.8,9.8,3.6,8.6,0.42,1.2,3.8,0.306,1.5,2.1,0.704,0.7,2.3,3.0,1.2,1.2,0.2,0.2,1.0,15.3,0,0,-5.3
15,James Anderson,2013,January,17,27.9,10.1,4.1,8.2,0.5,0.6,2.5,0.262,1.2,1.5,0.808,1.4,3.6,5.0,1.6,1.4,0.9,0.4,1.9,21.1,0,0,-5.0
15,James Anderson,2013,February,11,27.7,9.6,3.6,8.1,0.449,1.7,4.8,0.358,0.6,1.1,0.583,0.5,2.7,3.2,2.1,0.9,1.2,0.2,2.7,19.8,0,0,-13.6
15,James Anderson,2013,March,14,31.7,12.8,4.9,11.5,0.422,2.3,6.8,0.337,0.8,1.1,0.733,0.5,2.9,3.4,2.4,1.7,1.1,0.3,2.5,23.1,0,0,-8.0
15,James Anderson,2013,April,8,26.1,7.3,2.5,7.9,0.317,1.5,3.9,0.387,0.8,1.0,0.75,0.5,2.9,3.4,1.5,0.9,0.8,0.6,1.6,16.8,0,0,-7.6
16,Ryan Anderson,2013,November,6,30.5,19.0,6.8,13.8,0.494,3.5,6.8,0.512,1.8,1.8,1.0,1.8,3.5,5.3,0.5,1.0,0.3,0.3,2.0,27.2,1,0,2.7
16,Ryan Anderson,2013,December,14,39.0,20.3,7.1,17.4,0.407,3.1,8.0,0.384,3.1,3.2,0.956,3.4,3.6,7.0,0.9,0.9,0.6,0.4,2.1,31.8,3,0,1.4
16,Ryan Anderson,2013,January,2,32.7,19.0,7.5,14.0,0.536,1.5,5.5,0.273,2.5,3.0,0.833,3.5,2.5,6.0,1.0,0.5,0.0,0.0,2.5,27.2,0,0,-2.5
17,Giannis Antetokounmpo,2013,October,1,4.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0,-3.0
17,Giannis Antetokounmpo,2013,November,10,16.3,5.7,2.2,4.4,0.5,0.6,1.3,0.462,0.7,1.3,0.538,0.8,2.5,3.3,0.7,1.0,0.6,0.5,1.7,13.0,0,0,0.9
17,Giannis Antetokounmpo,2013,December,15,27.7,8.4,2.7,5.8,0.471,0.3,1.3,0.2,2.7,3.4,0.784,1.8,4.0,5.8,1.8,1.3,0.7,1.1,2.1,22.0,1,0,0.3
17,Giannis Antetokounmpo,2013,January,15,26.4,7.4,2.6,6.5,0.402,0.7,2.1,0.323,1.5,2.3,0.657,0.8,4.1,4.9,2.8,2.5,0.8,0.7,3.1,19.4,1,0,-9.9
17,Giannis Antetokounmpo,2013,February,11,26.1,6.9,2.1,5.5,0.383,0.5,1.4,0.4,2.2,3.4,0.649,1.2,3.0,4.2,1.9,1.7,1.0,1.0,2.1,19.1,0,0,-0.5
17,Giannis Antetokounmpo,2013,March,17,24.5,6.6,2.1,5.4,0.38,0.6,1.8,0.333,1.9,2.7,0.717,0.7,3.3,4.0,2.1,1.4,0.8,0.7,2.1,17.7,0,0,-0.8
17,Giannis Antetokounmpo,2013,April,8,26.6,5.1,1.6,4.8,0.342,0.6,1.1,0.556,1.3,2.3,0.556,0.8,3.3,4.0,2.1,1.6,1.0,0.9,2.1,17.1,0,0,-2.8
18,Carmelo Anthony,2013,October,2,39.8,20.5,7.5,20.0,0.375,1.0,4.5,0.222,4.5,5.5,0.818,1.0,7.0,8.0,3.5,3.5,3.5,1.0,1.0,45.4,1,0,-1.0
18,Carmelo Anthony,2013,November,13,40.3,27.5,9.7,22.5,0.43,1.2,3.8,0.306,6.9,8.4,0.826,3.3,6.9,10.2,2.3,2.5,0.7,0.5,3.5,44.4,7,0,-3.2
18,Carmelo Anthony,2013,December,12,38.3,25.9,9.2,19.1,0.48,1.9,4.3,0.451,5.7,6.3,0.895,1.9,5.4,7.3,3.3,1.7,1.0,0.9,2.4,43.7,4,0,1.8
18,Carmelo Anthony,2013,January,16,37.7,28.7,10.0,22.1,0.452,2.8,5.6,0.494,5.9,7.1,0.841,1.8,7.2,9.0,3.4,2.4,1.4,0.6,2.8,48.2,5,0,4.8
18,Carmelo Anthony,2013,February,13,40.0,31.5,11.2,24.4,0.461,3.2,7.7,0.41,5.8,7.2,0.817,2.4,5.6,8.0,2.8,2.8,0.8,0.6,3.1,46.8,4,0,-2.5
18,Carmelo Anthony,2013,March,16,38.0,27.6,9.6,20.8,0.462,2.4,6.3,0.386,5.9,6.8,0.872,0.6,5.9,6.6,3.5,2.9,1.4,0.8,3.0,44.3,0,0,3.7
18,Carmelo Anthony,2013,April,5,37.4,18.6,6.4,15.4,0.416,0.6,3.2,0.188,5.2,6.0,0.867,1.4,5.0,6.4,4.0,3.4,2.2,0.4,3.0,36.7,1,0,4.4
19,Joel Anthony,2013,November,6,5.0,0.3,0.2,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.2,0.0,0.7,0.7,3.2,0,0,-0.3
19,Joel Anthony,2013,December,4,0.9,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,0,0,1.3
19,Joel Anthony,2013,January,6,3.7,0.3,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.2,0.0,0.2,0.2,1.9,0,0,-0.7
19,Joel Anthony,2013,February,5,6.3,1.6,0.8,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6,1.8,0.0,0.0,0.2,0.6,0.2,6.2,0,0,-2.4
19,Joel Anthony,2013,March,6,2.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.0,0.0,0.2,0.3,1.7,0,0,0.8
19,Joel Anthony,2013,April,6,13.9,2.0,0.8,2.0,0.417,0.0,0.0,0.0,0.3,1.0,0.333,0.8,1.0,1.8,0.3,0.2,0.3,0.5,1.5,7.0,0,0,-4.3
20,Pero Antic,2013,October,1,7.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4,0,0,5.0
20,Pero Antic,2013,November,10,13.2,4.5,1.5,4.3,0.349,0.7,2.2,0.318,0.8,1.1,0.727,1.2,1.6,2.8,0.9,0.6,0.3,0.4,1.3,10.7,0,0,1.5
20,Pero Antic,2013,December,10,11.4,3.2,1.2,2.9,0.414,0.6,1.9,0.316,0.2,0.2,1.0,0.4,1.8,2.2,1.4,0.6,0.1,0.3,2.1,8.5,0,0,6.3
20,Pero Antic,2013,January,8,24.6,11.4,4.0,8.1,0.492,2.0,4.6,0.432,1.4,1.8,0.786,1.1,4.8,5.9,0.9,1.4,0.5,0.3,3.5,20.6,1,0,1.1
20,Pero Antic,2013,March,14,24.0,9.4,3.3,8.0,0.411,1.5,5.0,0.3,1.4,1.7,0.792,1.5,4.3,5.8,1.5,1.9,0.5,0.1,3.2,18.5,2,0,1.5
20,Pero Antic,2013,April,7,19.8,7.4,2.6,6.3,0.409,0.9,3.1,0.273,1.4,2.1,0.667,1.6,2.6,4.1,1.0,0.9,0.6,0.3,2.7,15.6,0,0,2.6
21,Trevor Ariza,2013,October,1,37.6,28.0,8.0,14.0,0.571,6.0,11.0,0.545,6.0,8.0,0.75,1.0,9.0,10.0,3.0,2.0,1.0,0.0,4.0,45.5,1,0,-9.0
21,Trevor Ariza,2013,November,11,35.4,14.1,5.3,12.0,0.439,2.2,5.8,0.375,1.4,2.3,0.6,1.5,3.8,5.3,2.2,2.1,2.2,0.2,2.2,28.7,1,0,0.2
21,Trevor Ariza,2013,December,11,34.4,15.7,5.4,11.4,0.472,2.8,6.0,0.47,2.2,2.5,0.857,1.3,4.9,6.2,3.2,1.8,1.9,0.5,1.9,33.2,2,0,5.3
21,Trevor Ariza,2013,January,17,34.9,12.1,4.2,10.3,0.406,1.8,5.5,0.319,1.9,2.5,0.786,1.1,5.2,6.3,3.0,1.5,1.7,0.2,2.4,28.2,2,0,0.8
21,Trevor Ariza,2013,February,13,38.8,15.3,5.3,11.0,0.483,2.8,5.8,0.493,1.8,2.1,0.889,1.5,6.2,7.6,2.2,1.5,1.8,0.5,2.6,33.2,4,0,6.7
21,Trevor Ariza,2013,March,16,35.4,16.1,5.6,11.6,0.481,2.6,5.8,0.441,2.4,3.0,0.813,1.4,4.4,5.8,2.3,2.1,1.2,0.1,2.4,28.4,1,0,-0.8
21,Trevor Ariza,2013,April,8,31.5,11.1,4.4,9.9,0.443,1.4,4.9,0.282,1.0,1.9,0.533,0.9,4.1,5.0,1.6,1.0,1.1,0.1,2.1,22.3,0,0,7.3
22,Hilton Armstrong,2013,December,7,4.0,0.9,0.3,0.4,0.667,0.0,0.0,0.0,0.3,1.1,0.25,1.0,1.3,2.3,0.1,0.3,0.1,0.3,0.4,4.8,0,0,0.3
22,Hilton Armstrong,2013,February,1,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.4,0,0,8.0
22,Hilton Armstrong,2013,April,7,8.8,2.7,1.0,2.1,0.467,0.0,0.0,0.0,0.7,1.1,0.625,1.7,2.4,4.1,0.6,0.6,0.3,0.3,1.1,9.7,1,0,0.9
23,Darrell Arthur,2013,October,1,18.4,6.0,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,11.9,0,0,-8.0
23,Darrell Arthur,2013,November,14,16.9,5.1,2.3,5.2,0.438,0.0,0.1,0.0,0.5,0.6,0.875,0.5,1.9,2.4,0.5,0.9,0.2,0.6,2.4,10.1,0,0,2.9
23,Darrell Arthur,2013,December,13,19.8,6.6,2.9,6.8,0.432,0.1,0.2,0.333,0.7,0.8,0.9,0.9,3.2,4.1,1.4,0.5,0.8,0.8,2.8,17.7,0,0,2.5
23,Darrell Arthur,2013,January,8,17.1,4.9,1.9,5.9,0.319,0.3,0.6,0.4,0.9,1.0,0.875,0.9,3.4,4.3,1.3,1.1,0.4,0.9,3.4,14.5,0,0,3.6
23,Darrell Arthur,2013,February,9,13.4,2.6,1.0,4.0,0.25,0.1,0.2,0.5,0.4,0.7,0.667,0.6,1.4,2.0,0.8,0.3,0.2,0.3,3.1,7.5,0,0,-3.0
23,Darrell Arthur,2013,March,17,17.1,8.3,3.1,6.6,0.46,0.9,2.1,0.417,1.3,1.5,0.88,0.9,1.9,2.8,0.9,1.2,0.9,0.7,2.6,16.7,0,0,-1.8
23,Darrell Arthur,2013,April,6,16.6,5.8,2.2,7.7,0.283,0.8,2.8,0.294,0.7,0.8,0.8,0.8,2.8,3.7,0.5,0.7,0.8,1.0,2.2,15.8,0,0,6.2
24,Omer Asik,2013,October,1,26.2,4.0,1.0,5.0,0.2,0.0,0.0,0.0,2.0,4.0,0.5,5.0,9.0,14.0,0.0,1.0,1.0,2.0,1.0,28.8,0,0,-1.0
24,Omer Asik,2013,November,15,17.9,4.6,1.5,2.9,0.523,0.0,0.0,0.0,1.5,2.3,0.657,1.4,5.0,6.4,0.5,1.3,0.2,0.3,2.1,13.3,0,0,1.2
24,Omer Asik,2013,December,1,15.3,2.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,0,0,5.0
24,Omer Asik,2013,February,8,15.5,4.0,1.8,3.1,0.56,0.0,0.0,0.0,0.5,0.8,0.667,2.0,3.9,5.9,0.8,1.0,0.3,0.5,1.3,13.4,0,0,0.1
24,Omer Asik,2013,March,14,20.1,5.5,2.0,3.9,0.509,0.0,0.0,0.0,1.5,2.6,0.583,2.0,4.1,6.1,0.6,1.0,0.1,1.0,2.0,15.9,2,0,1.9
24,Omer Asik,2013,April,9,28.0,10.7,3.8,6.3,0.596,0.0,0.0,0.0,3.1,5.0,0.622,3.2,11.3,14.6,0.4,1.9,0.8,1.3,2.2,33.2,4,0,0.9
25,D.J. Augustin,2013,October,1,13.3,5.0,2.0,7.0,0.286,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,0,0,4.0
25,D.J. Augustin,2013,November,9,7.6,1.8,0.6,1.9,0.294,0.1,0.9,0.125,0.6,0.6,1.0,0.0,0.4,0.4,0.9,0.9,0.1,0.0,0.7,3.1,0,0,-2.0
25,D.J. Augustin,2013,December,10,29.5,10.0,3.4,8.0,0.425,1.7,4.3,0.395,1.5,1.7,0.882,0.2,1.4,1.6,5.9,2.3,1.6,0.0,2.8,23.3,1,0,-4.8
25,D.J. Augustin,2013,January,15,32.2,16.1,5.3,12.5,0.428,2.6,5.9,0.443,2.9,3.3,0.878,0.3,1.9,2.3,6.0,1.7,0.9,0.1,2.5,29.1,1,0,2.7
25,D.J. Augustin,2013,February,13,29.3,12.5,3.7,10.8,0.343,1.8,4.9,0.375,3.2,3.5,0.933,0.1,2.1,2.2,4.5,2.4,0.8,0.0,2.0,22.0,0,0,0.3
25,D.J. Augustin,2013,March,16,30.3,16.8,5.4,11.8,0.457,1.9,4.6,0.405,4.2,4.8,0.882,0.3,1.7,1.9,4.2,1.2,0.3,0.1,1.9,25.4,0,0,2.6
25,D.J. Augustin,2013,April,7,30.4,19.4,6.1,14.1,0.434,3.1,7.4,0.423,4.0,4.9,0.824,0.4,2.0,2.4,4.0,2.4,1.0,0.0,2.6,28.9,0,0,5.4
26,Gustavo Ayon,2013,November,8,15.6,4.1,1.9,3.5,0.536,0.0,0.0,0.0,0.4,0.5,0.75,1.1,2.8,3.9,0.5,0.6,0.8,0.5,2.1,12.7,0,0,-3.1
26,Gustavo Ayon,2013,December,5,9.1,1.2,0.6,2.2,0.273,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2,4.2,0.8,0.4,0.4,0.0,1.0,8.2,0,0,-3.6
26,Gustavo Ayon,2013,January,6,20.9,5.5,2.7,4.0,0.667,0.0,0.0,0.0,0.2,1.0,0.167,2.2,4.2,6.3,2.0,2.2,1.5,0.5,2.2,19.9,0,0,5.7
26,Gustavo Ayon,2013,February,7,19.1,5.7,2.6,5.6,0.462,0.0,0.0,0.0,0.6,1.4,0.4,1.4,3.6,5.0,1.1,1.3,1.1,0.4,1.7,16.9,1,0,-2.4
27,Jeff Ayres,2013,October,1,11.4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,8.4,0,0,-1.0
27,Jeff Ayres,2013,November,15,12.5,2.6,1.1,2.6,0.436,0.0,0.0,0.0,0.3,0.6,0.556,0.7,2.1,2.9,0.8,0.9,0.3,0.1,1.8,7.7,0,0,3.7
27,Jeff Ayres,2013,December,13,12.4,2.4,0.8,2.0,0.423,0.0,0.0,0.0,0.7,0.8,0.9,1.3,2.8,4.2,0.6,0.5,0.2,0.4,1.8,9.6,0,0,1.0
27,Jeff Ayres,2013,January,14,16.2,4.7,2.1,3.0,0.69,0.0,0.0,0.0,0.6,0.8,0.727,1.5,2.8,4.3,1.3,0.9,0.0,0.2,2.5,11.5,0,0,3.3
27,Jeff Ayres,2013,February,11,12.5,2.4,1.0,1.6,0.611,0.0,0.0,0.0,0.4,0.5,0.667,0.9,1.8,2.7,0.7,1.0,0.3,0.3,2.0,7.4,0,0,-3.1
27,Jeff Ayres,2013,March,11,9.6,3.3,1.4,1.9,0.714,0.0,0.0,0.0,0.5,1.0,0.545,1.5,1.5,3.0,0.4,1.1,0.1,0.5,1.6,8.0,0,0,2.5
27,Jeff Ayres,2013,April,8,15.3,5.0,2.1,3.4,0.63,0.0,0.0,0.0,0.8,1.0,0.75,1.8,2.8,4.5,1.0,0.5,0.1,0.8,2.1,14.0,0,0,1.6
28,Chris Babb,2013,March,9,8.5,1.8,0.7,1.8,0.375,0.4,1.6,0.286,0.0,0.0,0.0,0.2,0.9,1.1,0.1,0.2,0.0,0.0,0.8,3.1,0,0,1.0
28,Chris Babb,2013,April,5,11.1,1.2,0.4,2.8,0.143,0.4,2.6,0.154,0.0,0.0,0.0,0.4,1.0,1.4,0.4,0.2,1.2,0.0,1.2,6.9,0,0,-5.2
29,Luke Babbitt,2013,February,10,18.3,6.1,2.3,5.3,0.434,1.5,3.6,0.417,0.0,0.0,0.0,0.8,2.5,3.3,0.9,0.6,0.2,0.7,2.5,13.5,0,0,2.9
29,Luke Babbitt,2013,March,10,14.6,4.8,1.6,4.9,0.327,1.0,3.2,0.313,0.6,0.8,0.75,0.5,2.0,2.5,0.7,0.3,0.2,0.2,1.2,9.8,0,0,3.8
29,Luke Babbitt,2013,April,7,20.7,8.7,3.0,7.4,0.404,1.6,3.9,0.407,1.1,1.4,0.8,0.7,3.6,4.3,1.9,0.9,0.4,0.3,2.1,17.9,0,0,0.4
30,Leandro Barbosa,2013,January,11,20.9,8.5,3.3,8.1,0.404,0.3,1.4,0.2,1.7,2.2,0.792,0.5,1.8,2.3,2.1,1.0,0.5,0.3,1.5,15.6,0,0,5.9
30,Leandro Barbosa,2013,February,7,16.4,6.7,2.3,4.7,0.485,0.4,1.3,0.333,1.7,2.1,0.8,0.0,1.3,1.3,1.0,1.0,0.1,0.1,1.7,9.6,0,0,-3.6
30,Leandro Barbosa,2013,March,2,11.8,4.5,2.0,4.5,0.444,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.5,0.5,0.0,1.0,8.8,0,0,6.5
31,J.J. Barea,2013,October,1,20.0,11.0,4.0,9.0,0.444,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,18.4,0,0,4.0
31,J.J. Barea,2013,November,17,18.3,7.6,3.2,8.2,0.396,0.8,2.8,0.277,0.4,0.6,0.7,0.2,1.9,2.1,3.5,1.4,0.4,0.0,1.1,15.0,0,0,0.2
31,J.J. Barea,2013,December,13,19.7,8.5,3.2,8.2,0.393,1.3,3.2,0.405,0.8,1.3,0.588,0.2,1.6,1.8,3.8,1.5,0.4,0.0,1.8,16.1,1,0,-0.5
31,J.J. Barea,2013,January,15,17.9,9.1,3.5,8.4,0.413,1.1,3.2,0.333,1.1,1.3,0.8,0.1,1.9,1.9,3.6,1.7,0.3,0.0,1.4,15.9,0,0,-3.0
31,J.J. Barea,2013,February,11,16.7,10.6,4.0,9.2,0.436,0.9,3.0,0.303,1.7,2.0,0.864,0.2,1.1,1.3,2.9,1.7,0.4,0.0,2.3,15.9,0,0,-1.5
31,J.J. Barea,2013,March,15,19.1,7.7,2.8,8.0,0.35,0.8,2.5,0.324,1.3,1.6,0.833,0.4,1.9,2.3,4.6,1.7,0.3,0.0,1.7,16.4,0,0,-1.5
31,J.J. Barea,2013,April,7,20.9,5.6,2.1,7.7,0.278,0.6,3.1,0.182,0.7,0.7,1.0,0.1,2.3,2.4,5.0,1.7,0.4,0.0,1.9,15.6,0,0,-2.0
32,Andrea Bargnani,2013,October,2,20.9,7.5,3.5,8.0,0.438,0.5,2.5,0.2,0.0,0.0,0.0,0.5,1.0,1.5,1.0,3.0,0.5,0.0,3.0,9.3,0,0,-10.0
32,Andrea Bargnani,2013,November,13,32.7,16.4,6.4,13.5,0.474,1.3,3.5,0.37,2.3,2.8,0.811,1.9,3.9,5.8,1.5,0.9,0.2,1.3,2.7,29.2,1,0,-4.4
32,Andrea Bargnani,2013,December,15,29.4,13.1,5.2,13.0,0.4,0.5,2.4,0.222,2.1,2.6,0.821,1.7,3.6,5.3,0.9,1.1,0.6,1.3,1.9,25.5,2,0,-2.2
32,Andrea Bargnani,2013,January,12,29.1,11.2,4.5,9.7,0.466,0.3,1.8,0.19,1.8,2.2,0.846,1.5,3.8,5.3,0.8,1.9,0.2,1.3,2.5,21.0,1,0,-1.1
33,Harrison Barnes,2013,November,13,32.4,13.3,5.4,10.8,0.5,1.0,1.9,0.52,1.5,2.2,0.69,0.5,3.1,3.5,1.9,1.4,0.8,0.2,2.0,21.8,0,0,-2.6
33,Harrison Barnes,2013,December,16,31.2,10.4,3.8,10.3,0.372,0.8,2.6,0.31,2.0,2.9,0.681,0.8,3.6,4.3,1.4,1.4,1.2,0.2,2.2,20.5,1,0,0.3
33,Harrison Barnes,2013,January,15,24.5,6.9,2.2,6.5,0.337,0.7,1.9,0.379,1.7,2.1,0.839,1.1,3.0,4.1,1.1,0.9,0.7,0.2,2.4,15.0,0,0,-3.2
33,Harrison Barnes,2013,February,11,26.3,10.3,3.5,8.5,0.415,1.2,2.6,0.448,2.0,2.6,0.759,1.1,3.1,4.2,1.3,1.0,0.7,0.4,2.2,19.5,0,0,4.1
33,Harrison Barnes,2013,March,14,25.8,6.0,2.1,7.0,0.296,0.5,2.7,0.184,1.4,1.8,0.76,0.9,2.7,3.6,1.6,0.6,0.6,0.3,1.6,14.6,0,0,-1.4
33,Harrison Barnes,2013,April,9,29.6,10.9,4.3,9.4,0.459,1.0,3.0,0.333,1.2,2.2,0.55,0.9,3.4,4.3,1.8,1.1,1.1,0.4,1.7,22.3,0,0,0.2
34,Matt Barnes,2013,October,2,23.2,6.0,1.5,5.0,0.3,0.5,2.0,0.25,2.5,2.5,1.0,1.5,3.0,4.5,2.5,2.0,1.0,0.0,3.5,16.2,0,0,-3.5
34,Matt Barnes,2013,November,6,19.0,5.8,1.7,4.7,0.357,0.5,2.0,0.25,2.0,2.5,0.8,0.8,3.3,4.2,1.3,1.0,1.0,0.2,2.7,15.3,0,0,0.8
34,Matt Barnes,2013,December,6,20.6,8.0,3.2,6.8,0.463,1.3,3.7,0.364,0.3,0.8,0.4,0.7,2.5,3.2,1.5,1.2,0.7,1.0,3.7,17.9,0,0,-2.0
34,Matt Barnes,2013,January,16,24.7,7.1,2.6,7.7,0.341,1.1,3.8,0.295,0.7,1.0,0.688,0.8,3.5,4.3,1.3,0.9,0.6,0.1,2.6,15.4,0,0,0.8
34,Matt Barnes,2013,February,11,31.8,11.2,4.2,8.5,0.489,1.8,4.5,0.4,1.0,1.5,0.688,1.5,2.8,4.3,2.5,1.5,0.9,0.4,3.5,22.4,0,0,9.6
34,Matt Barnes,2013,March,15,32.2,14.5,5.5,11.3,0.491,2.5,6.7,0.366,0.9,1.3,0.737,0.7,4.5,5.2,2.5,1.8,1.4,0.7,2.9,28.9,2,0,13.2
34,Matt Barnes,2013,April,7,31.9,11.0,4.0,8.9,0.452,1.4,4.7,0.303,1.6,2.0,0.786,1.3,5.1,6.4,2.4,1.6,0.6,0.7,2.4,24.6,0,0,7.3
35,Will Barton,2013,November,6,2.9,1.0,0.3,0.8,0.4,0.0,0.2,0.0,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.3,1.7,0,0,2.0
35,Will Barton,2013,December,2,11.7,3.0,1.5,5.0,0.3,0.0,1.5,0.0,0.0,0.0,0.0,0.5,2.0,2.5,3.0,1.5,1.0,0.0,1.5,12.0,0,0,-3.5
35,Will Barton,2013,January,8,4.4,2.8,1.0,2.3,0.444,0.5,1.0,0.5,0.3,0.3,1.0,0.4,0.6,1.0,0.3,0.1,0.1,0.0,0.1,4.6,0,0,-1.9
35,Will Barton,2013,February,4,17.0,8.3,3.3,6.5,0.5,0.3,1.3,0.2,1.5,1.5,1.0,1.0,2.3,3.3,1.3,0.8,0.5,0.3,1.8,15.5,1,0,10.5
35,Will Barton,2013,March,15,10.5,3.5,1.5,3.8,0.386,0.1,0.5,0.286,0.5,0.7,0.7,0.3,1.5,1.8,0.9,0.3,0.1,0.3,0.9,8.0,0,0,-0.9
