Date,Team,Acquired,Relinquised,Injury part,Descriptive Verb,##,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS,&&,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
2015/3/13,Timberwolves,,Kevin Garnett,knee/,sore/,##,February,7,16.0,6.3,3.0,6.0,0.5,0.0,0.1,0.0,0.3,0.6,0.5,0.7,5.1,5.9,1.1,0.9,1.1,1.1,2.1,21.0,0,0,-0.1,&&,March,3,21.4,9.0,4.3,6.7,0.65,0.0,0.0,0.0,0.3,0.7,0.5,0.3,4.7,5.0,1.3,0.3,0.3,0.7,2.7,19.7,0,0,5.0
2015/3/13,Timberwolves,,Nikola Pekovic,ankle/,sprained/,##,February,11,27.9,14.0,5.2,12.2,0.425,0.0,0.0,0.0,3.6,4.5,0.816,3.5,4.9,8.5,0.9,1.7,0.7,0.5,2.4,27.6,5,0,1.8,&&,March,4,18.1,7.3,3.0,8.0,0.375,0.0,0.0,0.0,1.3,1.8,0.714,2.8,3.3,6.0,0.3,0.8,0.8,0.3,1.5,17.1,1,0,-3.8
2015/3/17,Thunder,,Serge Ibaka,knee/,surgery/,##,February,12,33.1,14.4,6.0,11.2,0.537,0.7,2.1,0.32,1.8,2.1,0.84,2.3,6.3,8.7,0.4,1.2,0.6,3.3,3.1,36.0,3,0,8.8,&&,March,5,35.5,16.2,7.0,14.0,0.5,0.2,1.6,0.125,2.0,2.6,0.769,1.4,5.8,7.2,1.6,1.6,0.4,3.0,3.4,35.8,1,0,-6.6
2015/3/23,Knicks,,Alexey Shved,rib/,fracture/,##,February,4,15.7,9.3,2.5,6.8,0.37,0.8,2.3,0.333,3.5,3.8,0.933,0.8,2.5,3.3,2.5,0.8,0.8,0.0,0.8,18.4,0,0,2.0,&&,March,12,30.0,16.6,5.3,12.8,0.409,1.9,5.1,0.377,4.2,5.6,0.746,0.9,4.1,5.0,3.9,1.8,1.0,0.4,1.8,30.9,2,0,-3.6
2015/3/23,Knicks,,Travis Wear,back/,sore/,##,February,4,11.1,3.5,1.8,3.8,0.467,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,2.8,0.8,0.5,0.8,0.8,0.8,11.9,0,0,-3.0,&&,March,10,16.1,3.3,1.2,4.2,0.286,0.2,0.6,0.333,0.7,1.0,0.7,0.9,2.1,3.0,0.9,0.6,0.3,0.2,1.0,9.2,0,0,-5.0
2015/3/23,Timberwolves,,Gary Neal,ankle/,sprained/,##,February,8,20.9,8.4,3.0,8.3,0.364,1.4,3.5,0.393,1.0,1.0,1.0,0.1,1.6,1.8,1.6,1.3,0.4,0.0,1.6,12.8,0,0,1.5,&&,March,7,24.7,13.1,4.7,10.6,0.446,0.7,2.1,0.333,3.0,3.6,0.84,0.0,3.9,3.9,1.9,1.1,0.7,0.0,1.6,21.6,0,0,-6.6
2015/3/25,Nuggets,,Darrell Arthur,calf/,injury/,##,February,9,17.1,7.0,2.8,7.8,0.357,0.0,0.6,0.0,1.4,2.0,0.722,1.0,2.1,3.1,0.6,0.3,0.8,0.9,3.1,16.2,0,0,-3.7,&&,March,10,13.9,3.3,1.6,4.3,0.372,0.0,0.6,0.0,0.1,0.2,0.5,0.6,1.2,1.8,1.1,0.4,0.6,0.0,1.9,8.5,0,0,4.0
2015/3/27,Rockets,,Donatas Motiejunas,back/,sore/,##,February,10,27.6,12.3,5.2,10.3,0.505,0.6,1.9,0.316,1.3,2.6,0.5,2.2,3.7,5.9,1.3,1.9,0.7,0.6,3.1,23.3,2,0,-1.6,&&,March,13,31.8,13.8,5.5,11.8,0.468,1.3,2.9,0.447,1.5,2.6,0.559,1.3,3.8,5.2,2.8,1.5,1.2,0.5,2.5,27.7,0,0,-4.1
2015/3/29,Heat,,Shabazz Napier,hip/hernia/,injury/,##,February,11,19.5,4.8,1.7,4.5,0.388,0.8,2.4,0.346,0.5,0.5,1.0,0.3,2.3,2.5,3.8,1.5,0.7,0.1,1.2,14.5,0,0,-0.2,&&,March,5,14.6,5.0,1.6,4.2,0.381,0.8,2.4,0.333,1.0,1.2,0.833,0.0,0.6,0.6,2.2,0.8,0.4,0.0,1.6,9.4,0,0,0.6
2015/3/30,Timberwolves,,Gorgui Dieng,concussion/,,##,February,11,25.1,7.4,2.6,5.4,0.492,0.0,0.0,0.0,2.1,3.0,0.697,2.8,5.3,8.1,1.3,1.4,0.7,0.8,2.3,22.3,1,0,-1.1,&&,March,15,34.5,10.8,4.1,7.4,0.55,0.0,0.1,0.0,2.7,3.3,0.8,2.1,5.7,7.8,1.8,2.2,1.1,2.1,3.2,30.5,4,0,-7.1
2015/3/31,Rockets,,Patrick Beverley,wrist/ligament/,surgery/torn/,##,February,8,30.0,6.9,2.6,9.1,0.288,1.4,5.8,0.239,0.3,0.4,0.667,1.4,2.6,4.0,3.9,1.8,1.0,0.5,3.3,20.2,0,0,-2.9,&&,March,12,30.9,9.4,3.5,8.4,0.416,1.8,5.1,0.361,0.6,0.7,0.875,0.6,2.9,3.5,3.8,1.7,0.6,0.4,2.7,20.7,0,0,3.3
2015/4/2,Blazers,,Dorell Wright,hand/,fracture/,##,March,15,15.1,5.9,2.2,5.5,0.398,1.1,3.0,0.378,0.4,0.5,0.857,0.4,2.0,2.4,0.9,0.2,0.4,0.2,1.3,11.7,0,0,3.2,&&,April,1,17.3,6.0,1.0,4.0,0.25,0.0,3.0,0.0,4.0,5.0,0.8,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,15.9,0,0,-13.0
2015/4/3,76ers,,Isaiah Canaan,foot/,sprained/,##,March,17,25.5,12.7,4.2,11.4,0.368,2.7,7.4,0.365,1.6,1.9,0.848,0.1,2.3,2.4,2.9,1.5,0.7,0.1,2.3,21.0,0,0,-3.4,&&,April,1,22.1,18.0,7.0,12.0,0.583,4.0,9.0,0.444,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,0.0,2.0,34.6,0,0,4.0
2015/4/4,Hornets,,Al Jefferson,knee/,sore/,##,March,16,29.8,16.4,7.5,15.1,0.496,0.1,0.2,0.333,1.4,2.3,0.595,1.4,6.7,8.1,1.8,1.3,1.2,1.2,1.9,34.7,6,0,2.3,&&,April,2,18.9,7.5,3.0,9.0,0.333,0.0,0.0,0.0,1.5,3.0,0.5,0.5,4.5,5.0,1.5,1.0,0.5,2.0,2.0,22.3,0,0,1.5
2015/4/8,Hawks,,Thabo Sefolosha,fibula/leg/ligament/,fracture/damage/,##,March,5,16.1,7.0,2.6,6.6,0.394,0.8,1.8,0.444,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.8,0.8,0.0,1.2,14.9,0,0,-2.6,&&,April,2,21.2,7.0,2.5,6.5,0.385,1.0,2.0,0.5,1.0,1.0,1.0,1.0,3.5,4.5,2.0,1.0,1.0,0.0,1.0,17.4,0,0,15.0
2015/4/8,Hornets,,Lance Stephenson,toe/,sprained/,##,March,16,18.5,7.1,2.8,6.8,0.417,0.2,0.9,0.214,1.3,1.9,0.7,0.4,2.6,3.0,2.1,1.6,0.4,0.1,1.6,13.7,0,0,-1.7,&&,April,3,13.7,6.0,2.3,6.3,0.368,0.7,1.7,0.4,0.7,0.7,1.0,0.0,0.7,0.7,0.3,1.7,0.3,0.0,2.0,6.6,0,0,-2.3
2015/4/8,Kings,,Rudy Gay,concussion/,,##,March,15,35.6,23.8,8.7,18.1,0.478,1.6,4.1,0.387,4.9,5.8,0.839,1.7,4.1,5.8,2.9,2.6,1.1,0.8,2.2,38.1,0,0,-3.3,&&,April,1,38.0,33.0,9.0,17.0,0.529,2.0,3.0,0.667,13.0,15.0,0.867,3.0,4.0,7.0,5.0,5.0,1.0,2.0,0.0,52.9,0,0,10.0
2015/4/8,Lakers,,Jeremy Lin,knee/,sore/,##,March,14,27.2,14.4,4.5,10.3,0.438,1.0,2.4,0.424,4.4,5.1,0.859,0.6,3.1,3.6,5.4,2.4,1.6,0.6,2.3,31.0,0,0,-0.9,&&,April,4,23.7,8.5,2.3,9.3,0.243,0.5,1.8,0.286,3.5,4.5,0.778,0.5,2.3,2.8,2.5,1.8,0.3,0.5,2.0,16.1,0,0,-7.3
2015/4/10,76ers,,Luc Mbah a Moute,shoulder/,sore/strained/,##,March,14,28.4,10.4,3.8,10.4,0.366,1.3,3.6,0.36,1.5,2.6,0.568,1.2,3.6,4.9,2.4,1.0,1.1,0.3,1.4,23.1,1,0,-2.3,&&,April,3,24.0,5.0,1.3,8.3,0.16,0.7,3.3,0.2,1.7,2.7,0.625,1.3,2.0,3.3,0.3,1.3,0.3,0.3,1.7,10.2,0,0,-10.0
2015/4/10,76ers,,Nerlens Noel,ankle/,sprained/,##,March,17,33.1,14.3,5.7,11.4,0.5,0.0,0.0,0.0,2.9,4.5,0.645,3.5,7.7,11.2,1.8,2.2,2.4,2.1,3.4,41.5,9,0,-1.8,&&,April,4,27.3,8.8,3.8,8.3,0.455,0.0,0.0,0.0,1.3,2.5,0.5,3.3,4.0,7.3,2.0,1.0,1.3,1.3,1.3,27.0,1,0,-10.5
2015/4/10,Blazers,,Arron Afflalo,shoulder/,strained/,##,March,16,30.1,10.6,3.8,9.4,0.404,1.4,3.8,0.377,1.6,1.8,0.862,0.3,2.4,2.7,1.0,1.5,0.3,0.1,2.4,15.2,0,0,2.1,&&,April,6,31.9,9.7,3.7,9.3,0.393,1.3,3.2,0.421,1.0,1.0,1.0,0.3,2.5,2.8,1.3,0.7,0.3,0.0,2.5,15.4,0,0,3.7
2015/4/12,Suns,,Brandan Wright,foot/ankle/,sore/injury/,##,March,15,23.8,7.6,3.2,5.6,0.571,0.0,0.1,0.0,1.2,1.8,0.667,1.9,3.6,5.5,0.7,0.3,0.9,1.3,1.4,21.4,1,0,-1.5,&&,April,5,30.9,10.6,4.6,8.0,0.575,0.0,0.2,0.0,1.4,2.4,0.583,1.8,5.2,7.0,1.0,1.6,1.4,2.2,1.2,29.7,1,0,-7.2
2015/4/12,Suns,,Reggie Bullock,concussion/,,##,March,3,5.3,0.0,0.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,1.6,0,0,3.0,&&,April,3,12.8,0.7,0.0,2.0,0.0,0.0,1.0,0.0,0.7,1.3,0.5,0.3,1.7,2.0,0.3,0.3,0.3,0.0,0.3,4.2,0,0,-5.3
2015/4/12,Thunder,,Perry Jones III,ankle/,sprained/,##,March,6,7.6,1.3,0.7,3.0,0.222,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.3,0.3,0.7,0.2,0.7,5.2,0,0,-3.3,&&,April,3,7.4,3.3,1.3,2.7,0.5,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.3,5.3,0,0,-1.3
2015/4/13,76ers,,Jason Richardson,knee/,sore/,##,March,11,22.6,7.9,2.7,9.9,0.275,1.1,4.8,0.226,1.4,1.7,0.789,0.8,2.7,3.5,2.2,0.5,0.8,0.2,1.3,18.0,0,0,-4.0,&&,April,4,18.6,10.8,4.0,8.3,0.485,2.3,5.3,0.429,0.5,0.8,0.667,0.5,1.8,2.3,1.0,1.3,0.3,0.0,1.3,14.5,0,0,-5.3
2015/4/13,Jazz,,Gordon Hayward,Achilles/,injury/,##,March,13,34.1,20.3,6.5,14.6,0.442,1.4,4.7,0.295,6.0,7.5,0.804,0.9,4.5,5.5,4.2,2.5,1.7,0.5,0.9,37.2,0,0,5.8,&&,April,5,30.3,14.0,4.2,11.2,0.375,1.4,3.4,0.412,4.2,5.0,0.84,0.8,3.8,4.6,2.6,1.8,1.0,0.2,0.6,25.2,0,0,-2.2
2015/4/13,Kings,,Reggie Evans,thumb/,sprained/,##,March,12,12.1,2.8,0.8,1.9,0.435,0.0,0.0,0.0,1.1,1.6,0.684,1.4,3.6,5.0,0.5,0.8,0.6,0.0,1.2,10.4,0,0,3.6,&&,April,3,12.6,4.0,1.7,3.7,0.455,0.0,0.0,0.0,0.7,1.3,0.5,1.3,3.3,4.7,1.3,0.7,0.3,0.3,1.7,12.9,0,0,3.7
2015/4/13,Lakers,,Wesley Johnson,ankle/,sprained/,##,March,16,29.9,10.8,4.3,10.1,0.42,0.8,3.1,0.265,1.4,1.8,0.793,0.8,3.9,4.7,1.4,1.8,1.0,0.6,2.3,21.5,1,0,0.0,&&,April,7,32.6,11.4,4.6,11.4,0.4,1.7,4.1,0.414,0.6,0.9,0.667,1.9,4.6,6.4,1.6,0.9,0.1,0.3,2.6,21.9,1,0,-12.3
2015/4/13,Magic,,Evan Fournier,hip/,injury/,##,February,9,25.1,8.7,3.4,7.6,0.456,1.1,3.0,0.37,0.7,0.9,0.75,0.3,1.8,2.1,2.7,0.9,0.6,0.0,1.6,16.0,0,0,4.3,&&,April,2,23.1,14.5,4.5,8.5,0.529,2.5,5.5,0.455,3.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,18.8,0,0,2.0
2015/4/15,76ers,,Furkan Aldemir,foot/,plantar fasci/,##,March,13,14.0,2.9,1.2,2.1,0.593,0.0,0.2,0.0,0.5,1.3,0.353,2.0,2.2,4.2,0.8,0.3,0.5,0.5,2.5,11.8,1,0,-0.2,&&,April,6,22.6,3.7,1.5,3.5,0.429,0.0,0.3,0.0,0.7,1.0,0.667,2.3,3.3,5.7,1.5,0.7,0.2,0.3,4.0,13.6,0,0,-6.3
2015/4/17,Hawks,,Thabo Sefolosha,fibula/leg/ligament/,surgery/fracture/damage/,##,March,5,16.1,7.0,2.6,6.6,0.394,0.8,1.8,0.444,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.8,0.8,0.0,1.2,14.9,0,0,-2.6,&&,April,2,21.2,7.0,2.5,6.5,0.385,1.0,2.0,0.5,1.0,1.0,1.0,1.0,3.5,4.5,2.0,1.0,1.0,0.0,1.0,17.4,0,0,15.0
2015/4/22,Mavericks,,Rajon Rondo,back/,injury/,##,March,13,30.7,9.8,4.5,9.9,0.457,0.2,1.1,0.214,0.5,0.6,0.75,0.9,4.0,4.9,6.9,3.2,1.2,0.1,2.5,26.8,2,0,-3.2,&&,April,7,26.7,9.6,4.1,8.0,0.518,0.4,0.9,0.5,0.9,1.3,0.667,0.7,2.9,3.6,7.3,2.3,0.7,0.0,1.7,24.6,2,0,-3.7
2015/4/27,Blazers,,Chris Kaman,ankle/,sprained/,##,March,13,16.4,8.7,4.1,6.7,0.609,0.0,0.0,0.0,0.5,0.8,0.7,2.4,4.5,6.9,0.8,1.5,0.2,0.4,1.2,18.5,0,0,0.3,&&,April,7,14.6,7.1,3.3,5.4,0.605,0.0,0.0,0.0,0.6,0.7,0.8,1.9,3.1,5.0,0.7,1.0,0.4,0.1,1.0,14.9,1,0,2.4
2015/4/27,Cavaliers,,Kevin Love,shoulder/,separated/,##,March,13,32.1,14.7,5.2,11.4,0.453,2.2,5.4,0.4,2.2,2.9,0.763,1.7,7.2,8.8,2.2,1.7,0.5,0.6,1.5,30.2,7,0,9.0,&&,April,5,28.3,14.4,5.2,11.8,0.441,2.8,6.6,0.424,1.2,1.4,0.857,1.0,4.6,5.6,1.2,1.6,0.6,1.0,0.8,26.1,1,0,1.8
2015/4/28,Mavericks,,Richard Jefferson,back/,injury/,##,March,12,16.4,5.3,1.9,3.8,0.511,0.7,1.4,0.471,0.8,1.2,0.714,0.2,2.2,2.3,0.7,0.5,0.4,0.2,1.3,10.4,0,0,-1.2,&&,April,7,22.5,10.4,3.0,6.9,0.438,1.6,3.4,0.458,2.9,3.3,0.87,0.3,2.0,2.3,1.0,1.1,0.7,0.0,2.0,15.7,0,0,3.0
2015/4/29,Cavaliers,,Kevin Love,shoulder/,surgery/,##,March,13,32.1,14.7,5.2,11.4,0.453,2.2,5.4,0.4,2.2,2.9,0.763,1.7,7.2,8.8,2.2,1.7,0.5,0.6,1.5,30.2,7,0,9.0,&&,April,5,28.3,14.4,5.2,11.8,0.441,2.8,6.6,0.424,1.2,1.4,0.857,1.0,4.6,5.6,1.2,1.6,0.6,1.0,0.8,26.1,1,0,1.8
2015/10/6,Pelicans,,Alexis Ajinca,hamstring/,strained/,##,April,9,10.1,3.4,1.4,3.1,0.464,0.0,0.0,0.0,0.6,0.8,0.714,0.6,2.0,2.6,0.4,0.7,0.1,0.4,1.2,8.2,0,0,-3.4,&&,October,3,10.1,5.0,2.0,5.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,2.7,1.0,3.7,0.3,0.3,0.3,0.0,1.7,10.6,0,0,-0.3
2015/10/8,Pelicans,,Omer Asik,calf/,strained/,##,April,9,25.4,6.3,2.6,5.9,0.434,0.0,0.0,0.0,1.2,2.7,0.458,3.3,5.8,9.1,1.1,0.6,0.2,0.3,2.1,20.0,1,0,2.4,&&,October,1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.2,0,0,-12.0
2015/10/29,Pistons,,Jodie Meeks,foot/,fracture/,##,April,8,24.4,11.6,4.3,7.5,0.567,1.4,3.1,0.44,1.8,1.9,0.933,0.4,1.8,2.1,0.6,1.0,0.8,0.1,1.0,16.7,0,0,-3.4,&&,October,2,8.5,1.0,0.5,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.7,0,0,0.0
2015/10/30,Pistons,,Jodie Meeks,foot/,surgery/fracture/,##,April,8,24.4,11.6,4.3,7.5,0.567,1.4,3.1,0.44,1.8,1.9,0.933,0.4,1.8,2.1,0.6,1.0,0.8,0.1,1.0,16.7,0,0,-3.4,&&,October,2,8.5,1.0,0.5,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.7,0,0,0.0
2015/11/1,Rockets,,Terrence Jones,eye/facial/,injury/,##,October,2,23.3,9.5,4.0,10.0,0.4,0.0,1.5,0.0,1.5,2.5,0.6,2.5,2.5,5.0,0.5,1.0,0.5,1.0,2.0,19.8,0,0,-12.0,&&,November,11,26.0,10.5,3.9,8.9,0.439,0.9,2.1,0.435,1.8,3.2,0.571,1.8,3.5,5.4,1.2,1.1,0.4,1.0,2.1,21.8,0,0,-7.0
2015/11/11,Blazers,,Meyers Leonard,shoulder/,dislocate/,##,October,3,27.5,7.0,2.7,8.3,0.32,0.7,4.3,0.154,1.0,1.3,0.75,0.7,3.3,4.0,1.7,1.3,0.7,0.7,2.7,17.0,0,0,-0.3,&&,November,8,24.3,8.3,3.3,7.0,0.464,0.9,3.1,0.28,0.9,0.9,1.0,0.6,4.4,5.0,1.5,0.5,0.0,0.5,3.0,17.5,0,0,0.0
2015/11/12,Pacers,,Myles Turner,hip/thumb/,fracture/,##,October,2,20.3,9.0,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,1.5,1.0,1.0,2.5,18.3,0,0,-1.0,&&,November,6,14.4,5.2,2.2,4.0,0.542,0.0,0.0,0.0,0.8,1.0,0.833,0.5,2.0,2.5,0.2,0.5,0.2,0.8,1.8,10.9,0,0,-3.7
2015/11/16,Pacers,,Myles Turner,hip/thumb/ligament/,surgery/fracture/torn/,##,October,2,20.3,9.0,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,1.5,1.0,1.0,2.5,18.3,0,0,-1.0,&&,November,6,14.4,5.2,2.2,4.0,0.542,0.0,0.0,0.0,0.8,1.0,0.833,0.5,2.0,2.5,0.2,0.5,0.2,0.8,1.8,10.9,0,0,-3.7
2015/11/17,Nuggets,,Wilson Chandler,hip/,surgery/torn/,##,October,3,30.6,10.7,4.0,11.0,0.364,1.0,4.7,0.214,1.7,3.0,0.556,0.3,5.3,5.7,1.0,1.7,0.0,0.3,2.7,18.3,0,0,0.7,&&,November,13,30.7,19.9,7.9,16.2,0.49,1.4,3.8,0.367,2.7,3.2,0.833,2.0,6.2,8.2,1.7,1.5,0.8,0.2,1.8,33.9,3,0,0.5
2015/11/21,Raptors,,Jonas Valanciunas,hand/,fracture/,##,October,2,27.8,13.5,5.0,8.5,0.588,0.0,0.0,0.0,3.5,4.0,0.875,1.0,11.5,12.5,1.0,2.0,0.0,0.5,4.0,29.5,1,0,7.0,&&,November,12,27.2,12.6,4.9,8.9,0.551,0.0,0.0,0.0,2.8,3.7,0.75,3.3,5.4,8.8,0.3,1.5,0.3,0.8,2.4,25.3,4,0,5.2
2015/11/27,Pacers,,Myles Turner,hip/thumb/ligament/,surgery/fracture/torn/,##,October,2,20.3,9.0,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,1.5,1.0,1.0,2.5,18.3,0,0,-1.0,&&,November,6,14.4,5.2,2.2,4.0,0.542,0.0,0.0,0.0,0.8,1.0,0.833,0.5,2.0,2.5,0.2,0.5,0.2,0.8,1.8,10.9,0,0,-3.7
2015/11/30,Hornets,,Al Jefferson,calf/,strained/,##,October,2,25.8,13.5,6.5,14.5,0.448,0.0,0.0,0.0,0.5,1.5,0.333,3.0,5.0,8.0,0.5,0.5,1.0,1.0,1.0,29.4,1,0,-0.5,&&,November,15,26.3,13.7,6.1,12.1,0.508,0.0,0.0,0.0,1.5,2.3,0.629,1.1,5.1,6.1,1.9,0.7,0.7,1.1,2.5,28.7,3,0,0.4
2015/11/30,Nets,,Andrea Bargnani,hamstring/,sore/,##,October,3,17.8,9.0,3.3,6.3,0.526,0.3,0.7,0.5,2.0,2.3,0.857,0.7,2.3,3.0,0.0,1.0,0.3,0.3,2.0,13.6,0,0,-5.7,&&,November,14,12.1,5.3,2.4,6.1,0.384,0.1,0.5,0.143,0.5,0.5,1.0,0.6,0.8,1.4,0.1,0.6,0.0,0.2,1.6,7.2,0,0,-4.3
2015/12/3,Kings,,Willie Cauley-Stein,finger/,dislocate/,##,November,16,18.7,3.8,1.6,2.9,0.553,0.0,0.0,0.0,0.6,1.3,0.45,1.6,3.3,4.9,0.3,0.6,0.5,1.1,2.3,14.3,0,0,-0.3,&&,December,1,17.7,8.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,0.667,1.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,17.5,0,0,11.0
2015/12/3,Pistons,,Aron Baynes,nose/,surgery/fracture/,##,November,15,12.9,4.5,1.9,3.8,0.509,0.0,0.1,0.0,0.7,0.9,0.769,1.4,2.3,3.7,0.6,0.8,0.3,0.3,1.5,10.8,0,0,-3.3,&&,December,14,14.0,4.0,1.6,4.1,0.379,0.0,0.0,0.0,0.9,1.4,0.632,1.9,2.4,4.2,0.9,1.1,0.4,0.4,1.9,11.6,0,0,-1.0
2015/12/9,Nets,,Rondae Hollis-Jefferson,ankle/,surgery/fracture/,##,November,14,22.5,5.1,1.8,4.1,0.439,0.1,0.4,0.2,1.4,2.1,0.667,2.1,4.5,6.6,1.7,1.1,1.8,0.4,2.3,20.9,2,0,-1.7,&&,December,2,20.3,5.0,2.5,4.5,0.556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,3.5,12.7,0,0,-14.0
2015/12/16,Kings,,Eric Moreland,foot/,surgery/fracture/,##,November,3,5.5,0.7,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.7,1.0,0.0,0.0,0.0,1.0,0.0,4.9,0,0,3.7,&&,December,1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.4,0,0,4.0
2015/12/26,Suns,,Eric Bledsoe,knee/,sprained/,##,November,13,34.7,22.5,7.9,16.9,0.468,2.1,4.7,0.443,4.6,5.6,0.822,0.5,3.7,4.2,6.7,3.9,1.8,0.6,2.8,40.8,3,0,0.9,&&,December,15,33.6,18.1,6.5,15.0,0.436,1.3,3.9,0.328,3.7,4.8,0.778,0.7,3.4,4.1,6.0,3.5,2.3,0.5,2.3,37.0,0,0,-4.1
2015/12/27,Jazz,,Alec Burks,fibula/leg/,fracture/,##,November,13,29.0,15.6,5.2,12.5,0.417,1.2,3.2,0.381,3.9,4.6,0.85,0.7,2.8,3.5,2.5,2.2,0.8,0.2,2.8,24.3,0,0,-1.3,&&,December,12,25.7,12.9,4.1,10.6,0.386,1.0,2.7,0.375,3.8,5.8,0.652,0.5,2.8,3.3,2.0,1.4,0.3,0.2,2.3,20.0,0,0,-2.2
2015/12/29,Jazz,,Alec Burks,fibula/leg/,surgery/fracture/,##,November,13,29.0,15.6,5.2,12.5,0.417,1.2,3.2,0.381,3.9,4.6,0.85,0.7,2.8,3.5,2.5,2.2,0.8,0.2,2.8,24.3,0,0,-1.3,&&,December,12,25.7,12.9,4.1,10.6,0.386,1.0,2.7,0.375,3.8,5.8,0.652,0.5,2.8,3.3,2.0,1.4,0.3,0.2,2.3,20.0,0,0,-2.2
2015/12/29,Suns,,Eric Bledsoe,knee/,surgery/torn/,##,November,13,34.7,22.5,7.9,16.9,0.468,2.1,4.7,0.443,4.6,5.6,0.822,0.5,3.7,4.2,6.7,3.9,1.8,0.6,2.8,40.8,3,0,0.9,&&,December,15,33.6,18.1,6.5,15.0,0.436,1.3,3.9,0.328,3.7,4.8,0.778,0.7,3.4,4.1,6.0,3.5,2.3,0.5,2.3,37.0,0,0,-4.1
2015/12/30,Hornets,,Al Jefferson,knee/,torn/,##,November,15,26.3,13.7,6.1,12.1,0.508,0.0,0.0,0.0,1.5,2.3,0.629,1.1,5.1,6.1,1.9,0.7,0.7,1.1,2.5,28.7,3,0,0.4,&&,December,2,16.1,2.5,1.0,6.0,0.167,0.0,0.0,0.0,0.5,2.0,0.25,0.5,3.5,4.0,0.0,1.0,0.5,1.0,3.5,10.8,0,0,-8.0
2015/12/31,Hornets,,Al Jefferson,knee/,surgery/torn/,##,November,15,26.3,13.7,6.1,12.1,0.508,0.0,0.0,0.0,1.5,2.3,0.629,1.1,5.1,6.1,1.9,0.7,0.7,1.1,2.5,28.7,3,0,0.4,&&,December,2,16.1,2.5,1.0,6.0,0.167,0.0,0.0,0.0,0.5,2.0,0.25,0.5,3.5,4.0,0.0,1.0,0.5,1.0,3.5,10.8,0,0,-8.0
2016/1/3,Nets,,Jarrett Jack,knee/,torn/,##,December,15,33.0,12.1,4.0,10.6,0.377,0.8,3.4,0.235,3.3,3.7,0.909,0.3,4.0,4.3,7.6,3.1,1.6,0.2,2.2,31.1,3,0,-5.8,&&,January,1,22.8,2.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,2.0,18.7,0,0,8.0
2016/1/6,Raptors,,DeMarre Carroll,knee/,surgery/,##,December,6,24.9,8.0,3.0,9.3,0.321,1.2,3.8,0.304,0.8,1.8,0.455,0.8,4.3,5.2,0.5,0.5,1.3,0.2,2.2,19.0,0,0,-2.3,&&,January,2,24.6,12.0,4.5,9.5,0.474,3.0,6.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.5,1.0,0.0,1.0,18.1,0,0,4.0
