Date,Team,Acquired,Relinquised,Injury part,Descriptive Verb,##,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS,&&,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
2012/1/26,Bucks,,Andrew Bogut,ankle/,fracture/,##,December,3,34.3,15.0,6.7,15.3,0.435,0.0,0.0,0.0,1.7,2.7,0.625,2.3,8.7,11.0,2.3,1.7,1.3,1.3,3.7,38.0,1,0,4.3,&&,January,9,29.0,10.1,4.6,10.0,0.456,0.0,0.1,0.0,1.0,1.7,0.6,1.7,5.8,7.4,2.7,2.1,0.9,2.2,2.8,30.3,2,0,0.7
2012/1/30,Nets,,MarShon Brooks,toe/,fracture/,##,December,4,21.3,15.3,5.8,11.8,0.489,0.8,2.3,0.333,3.0,3.5,0.857,2.3,0.8,3.0,1.3,1.0,0.5,0.5,2.0,22.7,0,0,-6.5,&&,January,13,31.8,14.7,5.6,12.5,0.451,1.2,3.5,0.356,2.2,3.0,0.744,1.6,3.2,4.8,1.7,1.5,1.2,0.3,2.5,26.1,1,0,-5.2
2012/2/2,Bobcats,,Gerald Henderson,hamstring/,strained/,##,January,17,33.9,14.8,6.1,13.2,0.46,0.2,1.0,0.235,2.5,3.6,0.689,0.9,3.2,4.2,1.8,1.6,0.9,0.3,2.4,24.4,1,0,-10.4,&&,February,2,24.2,14.5,6.5,12.5,0.52,0.0,0.5,0.0,1.5,3.0,0.5,2.0,1.0,3.0,1.0,2.5,0.0,0.0,2.5,17.1,0,0,-14.5
2012/2/3,Blazers,,Greg Oden,knee/,surgery/,##,January,5,8.4,3.4,1.2,2.8,0.429,0.0,0.0,0.0,1.0,1.6,0.625,1.4,0.6,2.0,0.0,0.2,0.2,0.6,2.0,8.0,0,0,-2.6,&&,February,7,8.3,2.7,1.1,1.9,0.615,0.0,0.0,0.0,0.4,0.9,0.5,1.0,1.6,2.6,0.0,0.6,0.4,0.4,2.4,7.8,0,0,2.0
2012/2/7,Clippers,,Chauncey Billups,Achilles/tendon/,torn/,##,January,14,31.0,15.8,4.5,12.2,0.368,2.3,6.1,0.376,4.5,5.1,0.875,0.3,2.2,2.5,4.4,2.2,0.5,0.1,2.2,25.1,0,0,4.5,&&,February,4,26.5,11.5,3.0,8.3,0.364,2.8,6.5,0.423,2.8,3.0,0.917,0.0,2.5,2.5,3.3,1.3,0.3,0.0,1.3,18.9,0,0,2.8
2012/2/7,Knicks,,Carmelo Anthony,groin/,strained/,##,January,14,35.5,23.3,8.3,21.1,0.393,1.4,4.4,0.311,5.4,6.8,0.789,1.6,5.1,6.7,4.6,3.4,1.3,0.4,2.4,39.9,3,0,1.6,&&,February,8,31.5,16.5,6.1,15.4,0.398,0.6,2.3,0.278,3.6,4.4,0.829,1.3,2.8,4.0,3.4,2.1,0.8,0.5,2.4,28.0,0,0,-0.8
2012/2/7,Nuggets,,Danilo Gallinari,hip/ankle/,fracture/,##,January,17,34.5,18.6,5.7,12.2,0.469,1.5,4.6,0.333,5.6,6.4,0.881,0.6,4.7,5.4,2.6,1.6,1.3,0.7,2.0,33.2,2,0,5.6,&&,February,4,28.2,15.3,4.8,10.5,0.452,1.8,4.5,0.389,4.0,4.5,0.889,1.3,3.3,4.5,2.5,1.8,0.3,0.5,2.0,24.9,0,0,-0.5
2012/2/9,Nets,,Keith Bogans,ankle/ligament/,fracture/torn/,##,April,8,19.1,5.5,1.9,4.1,0.455,1.5,3.6,0.414,0.3,0.3,1.0,0.1,1.9,2.0,1.8,0.8,0.4,0.1,1.6,11.3,0,0,2.4,&&,February,5,18.7,4.2,1.6,4.2,0.381,0.6,2.4,0.25,0.4,1.0,0.4,1.0,1.2,2.2,0.6,0.6,0.4,0.0,3.0,8.3,0,0,-9.6
2012/2/14,Clippers,,Chauncey Billups,Achilles/tendon/,surgery/torn/,##,January,14,31.0,15.8,4.5,12.2,0.368,2.3,6.1,0.376,4.5,5.1,0.875,0.3,2.2,2.5,4.4,2.2,0.5,0.1,2.2,25.1,0,0,4.5,&&,February,4,26.5,11.5,3.0,8.3,0.364,2.8,6.5,0.423,2.8,3.0,0.917,0.0,2.5,2.5,3.3,1.3,0.3,0.0,1.3,18.9,0,0,2.8
2012/2/17,Mavericks,,Delonte West,finger/,surgery/broken/,##,January,17,22.5,8.8,3.4,7.2,0.467,0.6,1.5,0.44,1.5,1.7,0.862,0.2,2.1,2.3,3.2,1.6,1.2,0.1,1.5,18.8,0,0,2.4,&&,February,8,23.4,7.9,3.3,8.3,0.394,0.4,1.9,0.2,1.0,1.0,1.0,0.6,2.5,3.1,3.8,2.0,2.0,0.6,1.6,23.1,0,0,-4.1
2012/2/20,Blazers,,Greg Oden,knee/,surgery/fracture/,##,January,5,8.4,3.4,1.2,2.8,0.429,0.0,0.0,0.0,1.0,1.6,0.625,1.4,0.6,2.0,0.0,0.2,0.2,0.6,2.0,8.0,0,0,-2.6,&&,February,7,8.3,2.7,1.1,1.9,0.615,0.0,0.0,0.0,0.4,0.9,0.5,1.0,1.6,2.6,0.0,0.6,0.4,0.4,2.4,7.8,0,0,2.0
2012/2/22,Nets,,Shawne Williams,foot/,surgery/,##,January,14,18.4,5.1,1.9,5.6,0.346,1.0,3.5,0.286,0.3,0.5,0.571,0.6,1.6,2.2,0.9,0.6,0.4,0.4,1.6,10.9,0,0,-0.7,&&,February,7,28.8,5.3,1.9,7.7,0.241,1.0,4.1,0.241,0.6,0.6,1.0,1.0,2.7,3.7,0.4,0.4,0.7,0.7,2.1,14.2,0,0,-3.9
2012/3/9,Timberwolves,,Ricky Rubio,knee/,torn/,##,February,15,34.5,10.0,3.2,9.5,0.336,0.9,2.5,0.342,2.7,3.5,0.788,0.3,3.5,3.7,7.7,3.3,2.4,0.2,2.3,30.5,2,0,-3.9,&&,March,5,32.8,9.2,2.6,8.4,0.31,0.4,1.6,0.25,3.6,4.6,0.783,1.6,1.6,3.2,6.8,2.6,1.6,0.2,2.8,26.0,1,0,1.6
2012/3/19,Hawks,,Jannero Pargo,appendectomy/,,##,February,9,12.1,6.2,2.4,5.3,0.458,1.2,2.9,0.423,0.1,0.2,0.5,0.6,1.2,1.8,1.9,1.4,0.6,0.1,0.8,11.7,0,0,2.4,&&,March,9,15.2,7.6,2.9,6.8,0.426,1.7,3.4,0.484,0.1,0.1,1.0,0.2,1.1,1.3,1.1,1.2,0.2,0.0,1.3,10.3,0,0,-2.6
2012/3/21,Blazers,,Elliot Williams,shoulder/,surgery/,##,February,12,7.3,4.8,1.9,3.6,0.535,0.5,1.3,0.4,0.5,1.1,0.462,0.4,0.7,1.1,0.2,0.3,0.3,0.1,0.8,7.3,0,0,0.2,&&,March,4,7.7,3.3,1.5,3.5,0.429,0.3,1.5,0.167,0.0,0.5,0.0,0.3,0.3,0.5,0.8,0.3,0.5,0.0,1.8,6.2,0,0,-1.8
2012/3/21,Timberwolves,,Ricky Rubio,knee/,surgery/torn/,##,February,15,34.5,10.0,3.2,9.5,0.336,0.9,2.5,0.342,2.7,3.5,0.788,0.3,3.5,3.7,7.7,3.3,2.4,0.2,2.3,30.5,2,0,-3.9,&&,March,5,32.8,9.2,2.6,8.4,0.31,0.4,1.6,0.25,3.6,4.6,0.783,1.6,1.6,3.2,6.8,2.6,1.6,0.2,2.8,26.0,1,0,1.6
2012/3/27,Raptors,,Jerryd Bayless,muscle/,torn/,##,February,9,23.5,9.8,3.2,9.4,0.341,1.6,4.1,0.378,1.8,2.0,0.889,0.3,1.4,1.8,3.0,1.8,0.6,0.3,2.4,17.3,0,0,-1.9,&&,March,13,24.5,13.6,4.3,8.8,0.491,1.5,3.2,0.476,3.5,4.0,0.865,0.3,2.4,2.7,5.0,1.7,1.2,0.1,2.8,26.3,1,0,-2.2
2012/3/29,Nuggets,,Rudy Fernandez,back/,surgery/,##,February,10,24.4,9.9,3.7,8.5,0.435,1.2,4.2,0.286,1.3,1.9,0.684,0.3,1.5,1.8,1.5,1.2,0.9,0.1,1.3,16.1,0,0,-0.6,&&,March,4,15.1,4.5,1.8,5.0,0.35,1.0,2.8,0.364,0.0,0.0,0.0,0.3,1.3,1.5,2.5,0.8,0.3,0.0,0.5,10.1,0,0,-5.5
2012/3/30,Suns,,Grant Hill,knee/,surgery/torn/,##,February,13,29.4,9.9,3.8,8.7,0.434,0.6,1.8,0.348,1.8,2.2,0.793,0.5,2.8,3.4,3.1,1.3,0.8,0.6,1.6,21.4,0,0,6.0,&&,March,14,32.3,12.9,5.4,10.4,0.521,0.1,0.4,0.2,2.0,2.9,0.683,0.7,3.1,3.8,2.9,1.1,1.1,0.5,1.9,25.5,0,0,4.4
2012/4/6,Magic,,Hedo Turkoglu,facial/,surgery/fracture/,##,March,15,32.1,9.0,3.3,8.5,0.391,1.2,4.1,0.295,1.1,1.5,0.773,0.3,3.4,3.7,4.7,2.5,0.9,0.4,2.7,21.8,0,0,4.1,&&,April,4,30.1,13.0,5.0,8.8,0.571,2.3,4.8,0.474,0.8,1.0,0.75,0.0,3.3,3.3,2.0,2.3,1.3,0.0,2.0,21.4,0,0,-7.8
2012/4/12,Blazers,,LaMarcus Aldridge,hip/,surgery/torn/,##,March,16,36.1,19.7,8.1,15.2,0.531,0.0,0.2,0.0,3.6,4.4,0.803,2.3,5.4,7.7,2.3,2.1,0.8,0.7,2.8,34.5,4,0,-5.2,&&,April,6,37.7,23.8,9.7,18.8,0.513,0.2,0.2,1.0,4.3,4.8,0.897,3.2,4.3,7.5,2.2,1.8,0.8,1.5,2.5,41.3,1,0,3.2
2012/4/16,Wizards,,Roger Mason Jr.,finger/,surgery/broken/,##,March,16,17.2,7.7,2.8,6.5,0.433,1.7,4.3,0.391,0.4,0.5,0.75,0.1,1.7,1.8,1.2,0.7,0.4,0.1,1.1,12.3,0,0,1.7,&&,April,9,22.8,9.7,3.3,8.4,0.395,2.0,4.8,0.419,1.0,1.4,0.692,0.4,2.0,2.4,1.6,1.3,0.3,0.3,1.0,15.6,0,0,-2.2
2012/4/18,Warriors,,Nate Robinson,hamstring/,injury/,##,March,16,25.8,10.4,3.8,9.4,0.397,1.1,3.3,0.34,1.8,2.1,0.848,0.2,2.0,2.2,4.7,1.2,1.6,0.0,2.7,23.5,1,0,0.1,&&,April,10,25.3,16.0,6.2,12.6,0.492,2.3,5.0,0.46,1.3,1.6,0.813,0.4,1.4,1.8,6.1,1.9,0.9,0.0,2.8,28.1,0,0,1.4
2012/4/20,Magic,,Dwight Howard,back/hernia/,surgery/herniated disc/,##,March,16,38.0,23.1,9.1,14.3,0.638,0.0,0.0,0.0,4.8,10.1,0.475,3.6,9.4,13.1,1.4,3.1,1.7,1.8,2.6,48.2,13,0,1.8,&&,April,2,41.9,14.0,4.0,11.0,0.364,0.0,0.0,0.0,6.0,10.5,0.571,6.0,9.0,15.0,3.5,3.5,1.0,2.5,4.0,44.3,1,0,3.0
2012/4/22,Rockets,,Kyle Lowry,hernia/,,##,March,4,34.8,16.3,4.3,11.8,0.362,2.0,5.0,0.4,5.8,6.8,0.852,1.0,4.5,5.5,4.5,3.5,0.8,0.3,4.3,29.1,0,0,-5.5,&&,April,9,18.1,7.4,2.0,6.0,0.333,0.9,3.1,0.286,2.6,3.0,0.852,0.0,1.4,1.4,4.1,0.8,0.4,0.2,2.3,16.6,0,0,-2.9
2012/4/26,Heat,,Chris Bosh,muscle/leg/,,##,March,13,35.8,18.1,6.8,13.7,0.494,0.1,0.2,0.333,4.5,5.3,0.841,1.5,4.7,6.2,1.7,2.5,0.9,0.6,2.1,30.2,0,0,5.4,&&,April,10,34.5,16.3,6.4,14.1,0.454,0.2,0.6,0.333,3.3,4.1,0.805,2.0,6.8,8.8,1.4,1.5,0.9,1.0,1.5,33.2,2,0,6.4
2012/4/26,Warriors,,David Lee,muscle/,surgery/torn/,##,March,18,37.2,20.6,8.0,15.7,0.509,0.0,0.1,0.0,4.6,5.4,0.845,2.5,6.9,9.4,3.1,2.3,1.0,0.3,3.2,37.9,7,0,-2.5,&&,April,8,37.6,23.0,9.3,19.6,0.471,0.0,0.1,0.0,4.5,5.9,0.766,2.9,6.3,9.1,3.6,3.3,0.9,0.4,2.6,39.9,3,0,-3.6
2012/4/28,Bulls,,Derrick Rose,knee/,torn/,##,March,7,36.1,24.3,8.4,20.3,0.415,1.7,5.3,0.324,5.7,7.3,0.784,0.9,3.3,4.1,9.4,3.1,1.0,0.7,1.1,45.4,2,0,6.9,&&,April,5,32.7,15.2,5.2,16.2,0.321,1.2,4.0,0.3,3.6,4.8,0.75,0.4,2.2,2.6,7.2,4.0,1.0,0.6,1.2,29.9,0,0,1.6
2012/4/28,Knicks,,Iman Shumpert,knee/,torn/,##,March,17,24.8,8.8,3.2,7.4,0.437,0.9,2.5,0.381,1.4,2.1,0.686,0.8,2.1,2.8,2.2,1.2,1.5,0.1,2.6,18.8,0,0,5.2,&&,April,13,32.1,8.6,3.2,7.5,0.423,0.8,2.5,0.313,1.5,1.8,0.87,0.8,2.4,3.2,2.8,1.5,1.3,0.0,3.0,19.0,0,0,1.7
2012/4/29,Clippers,,Caron Butler,hand/,fracture/,##,March,19,28.1,9.3,3.7,10.4,0.359,0.7,2.4,0.311,1.1,1.3,0.875,1.2,2.3,3.5,1.2,0.6,0.6,0.1,2.1,16.7,0,0,2.8,&&,April,14,25.2,11.3,4.5,10.3,0.438,1.6,4.1,0.397,0.6,0.7,0.9,0.2,2.9,3.1,0.8,1.4,0.6,0.1,1.4,17.2,0,0,5.5
2012/4/30,Nuggets,,Wilson Chandler,hip/,surgery/torn/,##,March,7,29.6,10.7,4.4,11.0,0.403,0.4,1.7,0.25,1.4,1.7,0.833,0.9,5.0,5.9,2.4,2.6,0.9,0.9,2.6,24.0,1,0,-2.1,&&,April,1,7.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-4.0
2012/10/1,76ers,,Andrew Bynum,knee/,,##,April,12,32.5,20.3,7.8,16.2,0.479,0.0,0.1,0.0,4.8,6.5,0.744,3.2,7.4,10.6,1.1,2.3,0.4,1.6,2.0,38.4,4,0,-4.0,&&,October,1,7.6,3.0,1.0,5.0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,14.6,0,0,8.0
2012/10/30,Bulls,,Derrick Rose,knee/,surgery/torn/,##,April,5,32.7,15.2,5.2,16.2,0.321,1.2,4.0,0.3,3.6,4.8,0.75,0.4,2.2,2.6,7.2,4.0,1.0,0.6,1.2,29.9,0,0,1.6,&&,October,2,34.0,15.0,5.5,19.0,0.289,1.5,6.0,0.25,2.5,3.0,0.833,1.5,2.0,3.5,3.5,4.5,0.0,0.0,2.0,20.0,0,0,-5.0
2012/11/3,Nuggets,,Wilson Chandler,hip/,surgery/torn/,##,October,1,20.6,5.0,2.0,8.0,0.25,0.0,1.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,7.6,0,0,-7.0,&&,November,3,16.3,7.0,2.7,8.0,0.333,0.7,2.3,0.286,1.0,2.0,0.5,2.0,3.7,5.7,0.0,1.3,0.0,0.3,2.0,13.5,0,0,-0.7
2012/11/3,Warriors,,Brandon Rush,knee/,torn/,##,October,1,23.5,14.0,6.0,9.0,0.667,0.0,2.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,2.0,3.0,0.0,0.0,5.0,15.2,0,0,3.0,&&,November,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0
2012/11/6,Bobcats,,Gerald Henderson,foot/,sprained/,##,April,16,33.0,16.3,6.0,12.9,0.464,0.1,0.8,0.167,4.1,4.9,0.835,1.3,2.9,4.2,2.4,1.9,0.9,0.5,2.1,27.4,0,0,-10.3,&&,November,2,28.0,12.5,4.0,11.5,0.348,1.0,2.5,0.4,3.5,4.0,0.875,1.0,1.0,2.0,2.5,1.5,3.0,1.0,2.5,29.2,0,0,-3.0
2012/11/7,Lakers,,Earl Clark,groin/,strained/,##,April,12,20.4,5.1,2.0,5.2,0.387,0.0,0.0,0.0,1.1,1.4,0.765,0.9,3.1,4.0,0.8,0.3,0.4,1.2,2.3,15.4,1,0,-5.4,&&,November,4,2.3,0.8,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.3,1.0,2.1,0,0,-2.0
2012/11/11,Timberwolves,,Chase Budinger,knee/,torn/,##,April,14,27.3,12.6,4.6,10.4,0.445,2.3,5.8,0.395,1.0,1.6,0.636,0.4,3.4,3.8,1.8,0.9,0.6,0.1,1.5,20.8,0,0,-1.3,&&,November,6,23.4,11.8,4.0,8.3,0.48,1.2,3.8,0.304,2.7,3.3,0.8,0.7,2.8,3.5,1.5,2.0,1.0,0.5,1.5,20.8,0,0,4.8
2012/11/13,Timberwolves,,Chase Budinger,knee/,surgery/torn/,##,April,14,27.3,12.6,4.6,10.4,0.445,2.3,5.8,0.395,1.0,1.6,0.636,0.4,3.4,3.8,1.8,0.9,0.6,0.1,1.5,20.8,0,0,-1.3,&&,November,6,23.4,11.8,4.0,8.3,0.48,1.2,3.8,0.304,2.7,3.3,0.8,0.7,2.8,3.5,1.5,2.0,1.0,0.5,1.5,20.8,0,0,4.8
2012/11/15,Raptors,,Landry Fields,elbow/,surgery/nerve/,##,October,1,24.1,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,5.9,0,0,6.0,&&,November,4,20.7,3.0,1.3,4.5,0.278,0.0,0.5,0.0,0.5,0.8,0.667,0.8,2.8,3.5,1.8,1.0,0.5,0.0,1.3,10.3,0,0,-5.0
2012/11/16,Spurs,,Kawhi Leonard,knee/quadricep/,tendinitis/,##,October,1,34.3,19.0,6.0,13.0,0.462,3.0,6.0,0.5,4.0,4.0,1.0,1.0,6.0,7.0,1.0,2.0,5.0,0.0,5.0,41.9,0,0,12.0,&&,November,8,28.2,9.5,3.6,7.3,0.5,0.8,2.5,0.3,1.5,1.6,0.923,1.4,3.9,5.3,1.4,1.9,1.6,0.3,2.0,21.6,0,0,3.5
2012/11/19,Cavaliers,,Kyrie Irving,finger/,fracture/,##,October,1,34.6,29.0,11.0,20.0,0.55,3.0,6.0,0.5,4.0,5.0,0.8,0.0,6.0,6.0,3.0,4.0,0.0,1.0,4.0,39.7,0,0,23.0,&&,November,9,35.2,22.2,7.9,17.4,0.452,1.7,4.4,0.375,4.8,5.8,0.827,0.6,2.9,3.4,5.9,4.1,1.2,0.2,2.8,35.4,1,0,-3.0
2012/11/19,Spurs,,Stephen Jackson,finger/,fracture/,##,October,1,24.8,7.0,2.0,6.0,0.333,0.0,3.0,0.0,3.0,6.0,0.5,1.0,4.0,5.0,1.0,0.0,1.0,0.0,5.0,17.5,0,0,-4.0,&&,November,9,23.0,7.8,2.7,7.1,0.375,1.1,3.6,0.313,1.3,1.8,0.75,0.9,3.3,4.2,1.6,1.4,1.0,0.2,1.7,17.4,1,0,1.8
2012/11/19,Timberwolves,,Brandon Roy,knee/,surgery/,##,April,6,20.3,6.0,2.2,6.5,0.333,0.3,1.2,0.286,1.3,1.7,0.8,1.2,2.0,3.2,3.2,0.7,0.2,0.0,1.8,14.4,0,0,1.8,&&,November,5,24.4,5.8,2.2,7.0,0.314,0.0,1.8,0.0,1.4,2.0,0.7,0.6,2.2,2.8,4.6,1.4,0.6,0.0,1.0,16.5,0,0,1.2
2012/12/2,Bulls,,Richard Hamilton,foot/,plantar fasci/torn/,##,November,13,27.1,13.4,5.2,11.5,0.453,0.5,1.2,0.4,2.5,2.6,0.941,0.4,2.0,2.4,2.4,2.2,0.8,0.1,1.8,20.1,0,0,1.5,&&,December,3,18.5,11.7,5.0,10.7,0.469,0.7,1.7,0.4,1.0,1.3,0.75,0.7,0.7,1.3,1.3,0.7,0.7,0.0,1.7,16.6,0,0,-3.7
2012/12/19,Celtics,,Chris Wilcox,thumb/,sprained/,##,November,15,12.9,4.5,1.7,2.5,0.703,0.0,0.0,0.0,1.1,1.4,0.762,0.8,1.3,2.1,0.3,0.6,0.3,0.3,2.1,8.5,0,0,0.8,&&,December,8,14.1,5.1,2.4,3.3,0.731,0.0,0.0,0.0,0.4,0.5,0.75,1.0,1.6,2.6,0.1,0.8,0.3,0.6,2.4,10.3,0,0,-2.3
2012/12/20,Magic,,Glen Davis,shoulder/,strained/,##,November,15,31.6,14.8,6.3,14.9,0.422,0.0,0.1,0.0,2.3,3.2,0.708,2.3,5.9,8.1,2.0,1.6,0.9,0.3,2.7,29.6,6,0,-3.7,&&,December,10,35.0,17.8,7.2,14.7,0.49,0.0,0.0,0.0,3.4,4.3,0.791,1.0,6.5,7.5,1.6,2.6,1.3,1.2,3.1,34.1,3,0,4.4
2012/12/20,Timberwolves,,Josh Howard,knee/,torn/,##,November,7,16.9,5.9,2.4,6.4,0.378,0.3,1.0,0.286,0.7,0.9,0.833,1.0,2.0,3.0,0.6,0.7,0.7,0.4,1.9,13.0,0,0,-3.4,&&,December,4,22.1,8.3,3.5,8.0,0.438,0.8,2.3,0.333,0.5,1.5,0.333,0.5,3.3,3.8,0.0,1.3,1.3,0.0,1.3,15.3,1,0,1.8
2012/12/21,Raptors,,Jonas Valanciunas,finger/,fracture/,##,November,16,24.1,9.0,3.6,6.8,0.528,0.0,0.0,0.0,1.9,2.4,0.769,1.9,3.6,5.5,1.4,1.5,0.3,1.2,2.9,20.5,2,0,-3.6,&&,December,11,19.8,5.7,2.2,3.8,0.571,0.0,0.0,0.0,1.4,2.3,0.6,1.6,2.8,4.5,0.7,1.2,0.5,1.1,2.7,15.6,0,0,-6.0
2012/12/23,Bobcats,,Byron Mullens,ankle/,sprained/,##,November,15,33.0,12.9,4.8,12.8,0.375,1.5,5.2,0.282,1.9,2.4,0.778,1.6,6.6,8.2,1.2,1.3,1.1,0.8,2.6,28.8,2,0,-3.3,&&,December,12,28.6,10.0,3.9,10.8,0.364,1.3,3.7,0.341,0.9,1.6,0.579,1.8,5.5,7.3,1.8,1.8,0.6,0.9,1.6,24.2,3,0,-13.7
2012/12/23,Jazz,,Mo Williams,thumb/,sprained/,##,November,12,32.8,13.1,5.2,12.4,0.416,1.2,3.8,0.304,1.6,1.7,0.95,0.7,1.4,2.1,6.5,2.5,0.9,0.4,2.1,26.8,1,0,-5.3,&&,December,11,30.1,12.0,4.5,9.5,0.476,1.5,3.2,0.457,1.5,1.6,0.889,0.5,1.5,2.0,6.9,3.0,0.8,0.0,2.3,24.2,2,0,-1.5
2013/1/14,Spurs,,Manu Ginobili,hamstring/,strained/,##,December,15,24.5,12.6,3.9,8.7,0.454,1.7,4.3,0.406,3.0,3.6,0.833,0.5,3.7,4.2,5.2,2.3,1.7,0.2,1.9,28.8,0,0,6.3,&&,January,11,22.4,13.4,4.4,9.5,0.462,1.5,3.8,0.381,3.2,3.8,0.833,0.6,3.1,3.7,3.9,2.0,1.7,0.2,2.0,27.4,0,0,3.3
2013/1/15,Timberwolves,,Kevin Love,hand/finger/,surgery/fracture/,##,December,10,35.0,17.5,5.7,16.3,0.35,1.3,5.0,0.26,4.8,6.9,0.696,3.2,10.1,13.3,2.7,2.5,0.4,0.4,1.6,37.4,6,0,1.3,&&,January,2,26.9,12.5,4.0,13.5,0.296,0.0,3.0,0.0,4.5,5.0,0.9,4.5,9.0,13.5,2.5,1.0,0.5,1.0,1.0,36.0,2,0,-8.0
2013/1/23,Lakers,,Jordan Hill,hip/,surgery/fracture/damage/torn/,##,December,10,17.3,7.0,3.2,6.1,0.525,0.0,0.0,0.0,0.6,0.7,0.857,3.4,3.8,7.2,0.5,0.9,0.3,1.1,2.5,19.7,0,0,-1.8,&&,January,3,17.7,12.0,4.3,7.7,0.565,0.0,0.0,0.0,3.3,5.0,0.667,2.7,4.0,6.7,0.3,0.0,0.0,0.3,1.0,21.5,0,0,-2.7
2013/1/28,Nets,,Tornike Shengelia,concussion/,,##,December,5,4.0,0.4,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.4,0.8,0.0,0.0,1.0,1.4,0,0,-1.0,&&,January,4,3.4,2.0,0.5,0.8,0.667,0.0,0.3,0.0,1.0,1.0,1.0,0.8,0.0,0.8,0.3,0.5,0.3,0.0,0.0,3.5,0,0,0.0
2013/1/30,Magic,,Glen Davis,foot/,fracture/,##,December,10,35.0,17.8,7.2,14.7,0.49,0.0,0.0,0.0,3.4,4.3,0.791,1.0,6.5,7.5,1.6,2.6,1.3,1.2,3.1,34.1,3,0,4.4,&&,January,9,26.7,12.4,5.3,12.0,0.444,0.0,0.0,0.0,1.8,2.9,0.615,1.2,4.2,5.4,2.7,1.6,0.7,0.4,1.9,24.8,1,0,-1.6
2013/2/5,76ers,,Thaddeus Young,hamstring/,strained/,##,January,14,36.0,14.4,6.6,13.6,0.482,0.1,0.3,0.25,1.1,2.2,0.516,2.1,5.2,7.4,1.9,0.8,1.2,0.9,2.5,31.7,3,0,-2.6,&&,February,5,33.2,11.4,5.4,11.6,0.466,0.0,0.2,0.0,0.6,1.8,0.333,3.4,6.4,9.8,0.8,0.4,1.8,0.4,2.6,30.6,2,0,-0.2
2013/2/6,Lakers,,Pau Gasol,foot/,plantar fasci/torn/,##,January,11,30.0,12.8,4.8,9.8,0.491,0.0,0.7,0.0,3.2,5.0,0.636,1.6,4.7,6.4,3.1,2.2,0.4,1.1,2.5,27.3,1,0,-3.4,&&,February,3,37.3,20.0,8.0,16.3,0.49,0.3,0.3,1.0,3.7,4.3,0.846,1.7,7.0,8.7,2.3,1.7,0.7,1.7,1.0,39.2,2,0,4.3
2013/2/12,Celtics,,Leandro Barbosa,knee/,torn/,##,January,11,9.6,4.5,1.9,3.6,0.525,0.4,0.6,0.571,0.4,0.5,0.667,0.3,0.5,0.8,0.9,0.5,0.3,0.1,1.4,7.4,0,0,0.6,&&,February,6,20.8,8.0,3.2,7.7,0.413,0.7,2.2,0.308,1.0,1.3,0.75,0.5,2.2,2.7,2.7,0.7,0.8,0.0,2.0,17.0,0,0,6.2
2013/2/24,Cavaliers,,Omri Casspi,appendectomy/,,##,January,8,9.1,2.6,1.1,3.4,0.333,0.1,1.4,0.091,0.3,0.3,1.0,0.5,1.6,2.1,0.5,0.3,0.3,0.1,0.6,6.8,0,0,-1.8,&&,February,2,3.5,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5
2013/3/7,Bobcats,,Ramon Sessions,knee/,sprained/,##,February,12,28.5,14.1,4.1,10.0,0.408,0.7,1.6,0.421,5.3,6.5,0.808,0.3,2.3,2.6,3.8,1.9,0.7,0.2,1.5,23.4,0,0,-6.7,&&,March,4,20.7,10.5,3.8,8.5,0.441,0.3,1.8,0.143,2.8,3.3,0.846,0.3,0.5,0.8,2.0,1.8,0.8,0.0,0.8,14.9,0,0,-11.3
