2015/2/19,Knicks,,Carmelo Anthony,knee/tendon/,surgery/
2015/2/21,Timberwolves,,Shabazz Muhammad,ligament/finger/,rupture/
2015/2/22,Thunder,,Kevin Durant,foot/,surgery/
2015/2/23,Timberwolves,,Shabazz Muhammad,ligament/finger/,surgery/rupture/
2015/2/24,Bulls,,Derrick Rose,knee/,torn/
2015/2/24,Thunder,,Steve Novak,appendectomy/,
2015/2/25,Lakers,,Nick Young,kneecap/knee/,fracture/
2015/2/25,Lakers,,Ronnie Price,hip/elbow/,surgery/
2015/2/27,Knicks,,Jose Calderon,Achilles/,sore/strained/
2015/2/27,Bulls,,Derrick Rose,knee/,surgery/torn/
2015/3/3,Kings,,Darren Collison,hip/,surgery/strained/
2015/3/6,Blazers,,Wesley Matthews,Achilles/tendon/,torn/
2015/3/12,Nets,,Sergey Karasev,knee/,surgery/dislocate/torn/
2015/3/13,Timberwolves,,Kevin Garnett,knee/,sore/
2015/3/13,Timberwolves,,Nikola Pekovic,ankle/,sprained/
2015/3/17,Thunder,,Serge Ibaka,knee/,surgery/
2015/3/23,Knicks,,Alexey Shved,rib/,fracture/
2015/3/23,Knicks,,Travis Wear,back/,sore/
2015/3/23,Timberwolves,,Gary Neal,ankle/,sprained/
2015/3/25,Nuggets,,Darrell Arthur,calf/,injury/
2015/3/27,Rockets,,Donatas Motiejunas,back/,sore/
2015/3/29,Heat,,Shabazz Napier,hip/hernia/,injury/
2015/3/30,Timberwolves,,Gorgui Dieng,concussion/,
2015/3/31,Rockets,,Patrick Beverley,wrist/ligament/,surgery/torn/
2015/3/31,Thunder,,Kevin Durant,foot/,surgery/
2015/4/1,Heat,,Shabazz Napier,hernia/,surgery/
2015/4/1,Pistons,,Spencer Dinwiddie,ankle/,sprained/
2015/4/2,Blazers,,Dorell Wright,hand/,fracture/
2015/4/2,Suns,,Alex Len,nose/,fracture/
2015/4/3,76ers,,Isaiah Canaan,foot/,sprained/
2015/4/4,Hornets,,Al Jefferson,knee/,sore/
2015/4/7,Suns,,Alex Len,nose/,fracture/
2015/4/8,Hawks,,Thabo Sefolosha,fibula/leg/ligament/,fracture/damage/
2015/4/8,Hornets,,Lance Stephenson,toe/,sprained/
2015/4/8,Kings,,Rudy Gay,concussion/,
2015/4/8,Lakers,,Jeremy Lin,knee/,sore/
2015/4/8,Timberwolves,,Nikola Pekovic,Achilles/,surgery/
2015/4/8,Nuggets,,Darrell Arthur,calf/,strained/
2015/4/9,Rockets,,Donatas Motiejunas,back/,surgery/
2015/4/10,76ers,,Luc Mbah a Moute,shoulder/,sore/strained/
2015/4/10,76ers,,Nerlens Noel,ankle/,sprained/
2015/4/10,Blazers,,Arron Afflalo,shoulder/,strained/
2015/4/12,Suns,,Brandan Wright,foot/ankle/,sore/injury/
2015/4/12,Suns,,Reggie Bullock,concussion/,
2015/4/12,Thunder,,Perry Jones III,ankle/,sprained/
2015/4/13,76ers,,Jason Richardson,knee/,sore/
2015/4/13,Jazz,,Gordon Hayward,Achilles/,injury/
2015/4/13,Kings,,Reggie Evans,thumb/,sprained/
2015/4/13,Lakers,,Wesley Johnson,ankle/,sprained/
2015/4/13,Magic,,Evan Fournier,hip/,injury/
2015/4/13,Timberwolves,,Ricky Rubio,ankle/,surgery/
2015/4/15,76ers,,Furkan Aldemir,foot/,plantar fasci/
2015/4/17,Hawks,,Thabo Sefolosha,fibula/leg/ligament/,surgery/fracture/damage/
2015/4/18,Suns,,Brandon Knight,ankle/,surgery/
2015/4/22,Hornets,,Cody Zeller,shoulder/tendon/,surgery/torn/
2015/4/22,Mavericks,,Rajon Rondo,back/,injury/
2015/4/27,Blazers,,Chris Kaman,ankle/,sprained/
2015/4/27,Cavaliers,,Kevin Love,shoulder/,separated/
2015/4/28,Mavericks,,Richard Jefferson,back/,injury/
2015/4/29,Cavaliers,,Kevin Love,shoulder/,surgery/
2015/5/1,Mavericks,,Chandler Parsons,knee/,surgery/damage/
2015/5/3,Warriors,,Ognjen Kuzmic,ankle/,injury/
2015/5/6,Pelicans,,Quincy Pondexter,knee/,surgery/
2015/5/8,Bulls,,Joakim Noah,shin/,
2015/5/18,Blazers,,LaMarcus Aldridge,thumb/ligament/,surgery/torn/
2015/5/23,Hawks,,Kyle Korver,ankle/,sprained/
2015/5/23,Raptors,,Terrence Ross,ankle/,surgery/
2015/5/27,Hawks,,Kyle Korver,ankle/ligament/,surgery/damage/
2015/5/28,Hawks,,Shelvin Mack,shoulder/,separated/
2015/6/2,Kings,,Carl Landry,wrist/ligament/,surgery/torn/
2015/6/4,Hawks,,Shelvin Mack,shoulder/,surgery/separated/
2015/6/5,Cavaliers,,Kyrie Irving,kneecap/knee/,fracture/
2015/6/6,Cavaliers,,Kyrie Irving,kneecap/knee/,surgery/fracture/
2015/6/16,Bulls,,Taj Gibson,ankle/,surgery/
2015/6/30,Hawks,,Kyle Korver,elbow/,surgery/
2015/7/2,Cavaliers,,Timofey Mozgov,knee/,surgery/
2015/7/9,Heat,,Tyler Johnson,jaw/,fracture/
2015/7/11,76ers,,Joel Embiid,foot/,surgery/
2015/7/15,Nets,,Thomas Robinson,knee/,surgery/torn/
2015/7/21,Wizards,,Jared Dudley,back/,surgery/
2015/8/6,Jazz,,Dante Exum,knee/,torn/
2015/8/19,76ers,,Joel Embiid,foot/,surgery/
2015/8/20,Warriors,,Kevon Looney,hip/,surgery/torn/
2015/9/2,,,Glen Davis,ankle/ligament/,surgery/torn/
2015/9/2,Grizzlies,,Jarell Martin,foot/,surgery/fracture/
2015/9/3,,,Landry Fields,hip/,surgery/torn/
2015/9/3,Jazz,,Dante Exum,knee/,surgery/torn/
2015/9/22,Pistons,,Darrun Hilliard,nose/,surgery/fracture/
2015/9/29,Cavaliers,,Iman Shumpert,wrist/,surgery/injury/
2015/9/30,Bulls,,Derrick Rose,orbital/,surgery/fracture/
2015/10/1,Warriors,,Steve Kerr,head/back/,surgery/
2015/10/6,Hornets,,Michael Kidd-Gilchrist,shoulder/,surgery/torn/
2015/10/6,Pelicans,,Alexis Ajinca,hamstring/,strained/
2015/10/8,Pelicans,,Omer Asik,calf/,strained/
2015/10/15,Nets,,Willie Reed,thumb/ligament/,surgery/torn/
2015/10/20,Pelicans,,Tyreke Evans,knee/,surgery/
2015/10/26,Wizards,,Martell Webster,hip/,injury/
2015/10/28,76ers,,Kendall Marshall,knee/,injury/
2015/10/29,Pistons,,Jodie Meeks,foot/,fracture/
2015/10/30,Pistons,,Jodie Meeks,foot/,surgery/fracture/
2015/11/1,Rockets,,Terrence Jones,eye/facial/,injury/
2015/11/11,Blazers,,Meyers Leonard,shoulder/,dislocate/
2015/11/12,Pacers,,Myles Turner,hip/thumb/,fracture/
2015/11/16,Pacers,,Myles Turner,hip/thumb/ligament/,surgery/fracture/torn/
2015/11/17,Nuggets,,Wilson Chandler,hip/,surgery/torn/
2015/11/20,Wizards,,Martell Webster,hip/,surgery/
2015/11/21,Raptors,,Jonas Valanciunas,hand/,fracture/
2015/11/27,Pacers,,Myles Turner,hip/thumb/ligament/,surgery/fracture/torn/
2015/11/30,Hornets,,Al Jefferson,calf/,strained/
2015/11/30,Nets,,Andrea Bargnani,hamstring/,sore/
2015/12/2,Jazz,,Rudy Gobert,knee/,sprained/
2015/12/3,Kings,,Willie Cauley-Stein,finger/,dislocate/
2015/12/3,Pistons,,Aron Baynes,nose/,surgery/fracture/
2015/12/9,Nets,,Rondae Hollis-Jefferson,ankle/,surgery/fracture/
2015/12/15,Bucks,,Greivis Vasquez,ankle/,surgery/
2015/12/16,Grizzlies,,Brandan Wright,knee/,surgery/
2015/12/16,Kings,,Eric Moreland,foot/,surgery/fracture/
2015/12/20,Bucks,,Jason Kidd,hip/,surgery/
2015/12/26,Suns,,Eric Bledsoe,knee/,sprained/
2015/12/26,Grizzlies,,Jordan Adams,knee/,sore/
2015/12/27,Jazz,,Alec Burks,fibula/leg/,fracture/
2015/12/29,Jazz,,Alec Burks,fibula/leg/,surgery/fracture/
2015/12/29,Suns,,Eric Bledsoe,knee/,surgery/torn/
2015/12/30,Hornets,,Al Jefferson,knee/,torn/
2015/12/31,Hornets,,Al Jefferson,knee/,surgery/torn/
2016/1/3,Nets,,Jarrett Jack,knee/,torn/
2016/1/6,Raptors,,DeMarre Carroll,knee/,surgery/
2016/1/11,Pelicans,,Quincy Pondexter,knee/,surgery/damage/
2016/1/12,Magic,,Joe Harris,foot/,surgery/
2016/1/13,Nets,,Jarrett Jack,knee/ligament/,surgery/torn/
2016/1/15,Bulls,,Joakim Noah,shoulder/,separated/
2016/1/15,Suns,,Ronnie Price,toe/,surgery/
2016/1/19,Bulls,,Joakim Noah,shoulder/,surgery/
2016/1/20,Pelicans,,Eric Gordon,finger/,surgery/fracture/
2016/1/22,Celtics,,Jordan Mickey,ankle/,injury/
2016/1/26,Clippers,,Blake Griffin,hand/,injury/fracture/
2016/1/27,Bulls,,Nikola Mirotic,appendix/,surgery/
2016/1/28,Pelicans,,Tyreke Evans,knee/,injury/
2016/1/31,Suns,,T.J. Warren,foot/,fracture/
2016/2/3,Heat,,Tyler Johnson,shoulder/,surgery/
2016/2/4,Spurs,,Manu Ginobili,testicle/,surgery/injury/
2016/2/8,Grizzlies,,Marc Gasol,foot/,fracture/
2016/2/8,Warriors,,Festus Ezeli,knee/,surgery/
2016/2/11,Hornets,,Michael Kidd-Gilchrist,shoulder/,torn/
2016/2/11,Pelicans,,Tyreke Evans,knee/,surgery/
2016/2/16,Hawks,,Tiago Splitter,hip/,surgery/
2016/2/23,Grizzlies,,Marc Gasol,foot/,surgery/fracture/
2016/2/24,Heat,,Beno Udrih,foot/,surgery/torn/
2016/2/25,Pelicans,,Bryce Dejean-Jones,wrist/,surgery/fracture/
2016/2/28,Bucks,,Steve Novak,knee/,sprained/
2016/3/5,Lakers,,Anthony Brown,foot/,stress reaction/
2016/3/7,Bucks,,Michael Carter-Williams,hip/,torn/
2016/3/7,Pelicans,,Eric Gordon,finger/,fracture/
2016/3/8,Knicks,,Lance Thomas,knee/,sprained/
2016/3/8,Pelicans,,Eric Gordon,finger/,surgery/fracture/
2016/3/9,Bucks,,Michael Carter-Williams,hip/,surgery/torn/
2016/3/9,Grizzlies,,Mario Chalmers,Achilles/tendon/,rupture/
2016/3/10,Bucks,,Michael Carter-Williams,hip/,surgery/torn/
2016/3/10,Bucks,,O.J. Mayo,ankle/,fracture/
2016/3/12,Rockets,,Sam Dekker,back/,sore/
2016/3/16,Blazers,,Meyers Leonard,shoulder/,dislocate/
2016/3/17,Mavericks,,Jeremy Evans,shoulder/,surgery/torn/
2016/3/18,Mavericks,,Chandler Parsons,knee/,sore/
2016/3/19,Pelicans,,Anthony Davis,shoulder/knee/,injury/torn/
2016/3/20,Pelicans,,Ryan Anderson,hernia/groin/,injury/
2016/3/22,76ers,,Jahlil Okafor,knee/,surgery/torn/
2016/3/23,Bucks,,Steve Novak,knee/,sprained/
2016/3/24,Pelicans,,Anthony Davis,knee/,surgery/
2016/3/25,Mavericks,,Chandler Parsons,knee/,surgery/
2016/3/25,Warriors,,Kevon Looney,hip/,injury/
2016/3/27,76ers,,Richaun Holmes,Achilles/tendon/,strained/
2016/3/27,Kings,,Marco Belinelli,foot/,sore/
2016/3/29,Pelicans,,Alonzo Gee,quadricep/,torn/
2016/3/29,Pelicans,,Jrue Holiday,orbital/,fracture/
2016/3/30,Knicks,,Jose Calderon,quadricep/,bruise/
2016/3/30,Knicks,,Kristaps Porzingis,shoulder/,sore/strained/
2016/3/31,Bulls,,Taj Gibson,rib/,fracture/bruise/
2016/4/1,Bucks,,Jerryd Bayless,knee/,hyperextended/
2016/4/1,Suns,,Brandon Knight,hernia/,
2016/4/2,Nuggets,,Darrell Arthur,knee/,sore/
2016/4/8,76ers,,Carl Landry,back/,sore/strained/
2016/4/8,76ers,,Isaiah Canaan,shoulder/,torn/
2016/4/8,Grizzlies,,Jordan Adams,knee/,surgery/
2016/4/8,Suns,,Brandon Knight,hernia/,surgery/
2016/4/9,Blazers,,Meyers Leonard,shoulder/,surgery/
2016/4/9,Suns,,Brandon Knight,hernia/,surgery/
2016/4/11,Bulls,,E'Twaun Moore,hamstring/,injury/
2016/4/11,Nets,,Thomas Robinson,knee/,sore/
2016/4/11,Pelicans,,Alexis Ajinca,shoulder/,injury/
2016/4/11,Pelicans,,Jrue Holiday,orbital/,surgery/fracture/
2016/4/11,Pelicans,,Jrue Holiday,orbital/,surgery/fracture/
2016/4/11,Suns,,Tyson Chandler,concussion/,
2016/4/13,76ers,,Nik Stauskas,knee/,injury/
2016/4/13,Jazz,,Alec Burks,knee/,sore/
2016/4/13,Jazz,,Derrick Favors,knee/,sore/
2016/4/13,Mavericks,,Devin Harris,thumb/,sprained/
2016/4/13,Nuggets,,Joffrey Lauvergne,back/,injury/
2016/4/22,Grizzlies,,Jarell Martin,foot/,sore/
2016/4/24,Mavericks,,Deron Williams,hernia/,
2016/4/25,Clippers,,Chris Paul,hand/,fracture/
2016/4/25,Mavericks,,David Lee,foot/heel/,plantar fasci/
2016/4/25,Mavericks,,Salah Mejri,hip/,strained/
2016/4/26,Clippers,,Blake Griffin,quadricep/,injury/
2016/4/26,Clippers,,Chris Paul,hand/,surgery/fracture/
2016/4/28,Hornets,,Spencer Hawes,knee/,sprained/
2016/5/1,Hornets,,Tyler Hansbrough,back/,spasm/
2016/5/7,Heat,,Hassan Whiteside,knee/,sprained/
2016/5/9,Hornets,,Kemba Walker,knee/,surgery/torn/
2016/5/10,Mavericks,,Devin Harris,thumb/toe/,surgery/
2016/5/17,Celtics,,Kelly Olynyk,shoulder/,surgery/
2016/6/8,Jazz,,Alec Burks,ankle/knee/,surgery/
2016/6/15,Warriors,,Andrew Bogut,knee/,injury/
2016/6/29,Hornets,,Frank Kaminsky,air pocket/lung/,surgery/
2016/6/30,Mavericks,,Salah Mejri,knee/,surgery/
2016/7/6,Magic,,C.J. Watson,hand/,fracture/
2016/7/8,Magic,,C.J. Watson,hand/,surgery/fracture/
2016/7/19,Magic,,Jodie Meeks,foot/,surgery/
2016/7/25,Thunder,,Cameron Payne,foot/,surgery/fracture/
2016/8/2,Raptors,,Delon Wright,shoulder/,surgery/torn/
2016/8/31,Blazers,,Noah Vonleh,thigh/,surgery/
2016/9/8,Heat,,Josh Richardson,knee/,torn/
2016/9/21,Bucks,,Khris Middleton,hamstring/,torn/
2016/9/22,Hawks,,Paul Millsap,knee/,swelling/
2016/9/26,Timberwolves,,Nikola Pekovic,ankle/,sore/
2016/9/29,Bucks,,Khris Middleton,hamstring/,surgery/torn/
2016/10/1,76ers,,Ben Simmons,foot/,fracture/
2016/10/4,76ers,,Ben Simmons,foot/,surgery/fracture/
2016/10/4,Timberwolves,,Nikola Pekovic,foot/,sore/
2016/10/5,Nuggets,,Gary Harris,muscle/groin/,torn/
2016/10/6,Hornets,,Cody Zeller,knee/,bruise/
2016/10/7,Jazz,,Gordon Hayward,finger/,fracture/
2016/10/8,Clippers,,Brice Johnson,back/hernia/,herniated disc/
2016/10/11,Hawks,,Tiago Splitter,hamstring/,strained/
2016/10/15,Knicks,,Chasson Randle,orbital/,fracture/
2016/10/15,Wizards,,Ian Mahinmi,knee/,surgery/torn/
2016/10/21,76ers,,Nerlens Noel,knee/,surgery/
2016/10/21,Spurs,,Danny Green,quadricep/,strained/
2016/10/22,Rockets,,Patrick Beverley,knee/,injury/
2016/10/23,Raptors,,Jared Sullinger,foot/,surgery/fracture/
2016/10/23,Rockets,,Patrick Beverley,knee/,surgery/
2016/10/24,76ers,,Jerryd Bayless,wrist/,sore/
2016/10/24,Blazers,,Festus Ezeli,knee/,sore/
2016/10/24,Pelicans,,Quincy Pondexter,knee/,surgery/
2016/10/24,Pelicans,,Tyreke Evans,knee/,surgery/
2016/11/1,Bulls,,Michael Carter-Williams,knee/,bruise/
2016/11/1,Jazz,,Alec Burks,ankle/,surgery/
2016/11/5,Pelicans,,Lance Stephenson,muscle/groin/,surgery/torn/
2016/11/16,Grizzlies,,Brandan Wright,ankle/,surgery/
2016/11/17,Mavericks,,J.J. Barea,calf/muscle/leg/,strained/torn/
2016/11/24,Pelicans,,Dante Cunningham,fibula/leg/,fracture/
2016/11/27,76ers,,Jerryd Bayless,wrist/,sore/
2016/12/15,76ers,,Jerryd Bayless,wrist/ligament/,surgery/torn/
2016/12/16,Cavaliers,,Chris Andersen,knee/,torn/
2016/12/19,Clippers,,Blake Griffin,knee/,surgery/
2016/12/19,Rockets,,Clint Capela,fibula/leg/,fracture/
2017/1/1,Heat,,Justise Winslow,shoulder/,torn/
2017/1/3,Pelicans,,Quincy Pondexter,knee/,surgery/
2017/1/5,Heat,,Justise Winslow,shoulder/,surgery/torn/
2017/1/16,Knicks,,Lance Thomas,orbital/,fracture/
2017/1/17,Clippers,,Chris Paul,thumb/ligament/,surgery/torn/
2017/1/18,Kings,,Rudy Gay,Achilles/tendon/,torn/
2017/1/19,Kings,,Rudy Gay,Achilles/tendon/,surgery/torn/
2017/1/20,Spurs,,Pau Gasol,finger/,surgery/fracture/
2017/1/24,Magic,,Jodie Meeks,thumb/,surgery/dislocate/
2017/1/26,Thunder,,Enes Kanter,arm/hand/,fracture/
2017/1/27,Thunder,,Enes Kanter,arm/hand/,surgery/fracture/
2017/1/30,76ers,,Joel Embiid,knee/,bruise/
2017/2/3,Hornets,,Ramon Sessions,knee/,torn/
2017/2/3,Timberwolves,,Zach LaVine,knee/,torn/
2017/2/4,76ers,,Joel Embiid,knee/,sore/
2017/2/6,76ers,,Joel Embiid,knee/,bruise/
2017/2/7,Blazers,,Evan Turner,hand/,fracture/
2017/2/8,,,Dragan Bender,ankle/,surgery/
2017/2/8,Blazers,,Evan Turner,hand/,surgery/fracture/
2017/2/8,Bucks,,Jabari Parker,knee/,torn/
2017/2/8,Hornets,,Ramon Sessions,knee/,surgery/torn/
2017/2/9,Blazers,,Evan Turner,hand/,surgery/fracture/
2017/2/11,76ers,,Joel Embiid,knee/,bruise/
2017/2/15,Bucks,,Jabari Parker,knee/,surgery/torn/
2017/2/23,Pelicans,,Omri Casspi,thumb/,fracture/
2017/2/27,Knicks,,Joakim Noah,knee/,surgery/
2017/2/27,Raptors,,Kyle Lowry,wrist/,surgery/
2017/3/1,Knicks,,Maurice Ndour,ankle/,sprained/
2017/3/1,Warriors,,Kevin Durant,knee/,sprained/
2017/3/4,Blazers,,Festus Ezeli,knee/,surgery/
2017/3/8,Cavaliers,,Andrew Bogut,tibia/leg/,fracture/
2017/3/9,Hornets,,Johnny O'Bryant III,ankle/,sprained/
2017/3/13,Grizzlies,,Chandler Parsons,knee/,torn/
2017/3/15,Bulls,,Dwyane Wade,elbow/,fracture/
2017/3/15,Suns,,Eric Bledsoe,knee/,injury/
2017/3/15,Timberwolves,,Nemanja Bjelica,foot/ankle/,injury/
2017/3/17,Nets,,Joe Harris,shoulder/,sprained/
2017/3/18,Heat,,Dion Waiters,ankle/,sprained/
2017/3/21,Timberwolves,,Nemanja Bjelica,foot/,surgery/
2017/3/23,Knicks,,Lance Thomas,hip/,sore/
2017/3/23,Pacers,,Glenn Robinson III,calf/,strained/
2017/3/24,76ers,,Jahlil Okafor,knee/,sore/
2017/3/24,76ers,,Joel Embiid,knee/,surgery/torn/
2017/3/26,Suns,,Leandro Barbosa,hamstring/,sore/
2017/3/28,76ers,,Sergio Rodriguez,hamstring/,strained/
2017/3/29,76ers,,Robert Covington,knee/,swelling/
2017/3/30,76ers,,Robert Covington,knee/,torn/
2017/3/31,Blazers,,Jusuf Nurkic,fibula/leg/,fracture/
2017/3/31,Lakers,,Ivica Zubac,ankle/,sprained/
2017/3/31,Mavericks,,Seth Curry,shoulder/,sore/
2017/4/2,76ers,,Sergio Rodriguez,knee/,strained/
2017/4/3,Rockets,,Sam Dekker,hand/,fracture/
2017/4/4,76ers,,Sergio Rodriguez,hamstring/,strained/
2017/4/5,Heat,,Luke Babbitt,hip/,strained/
2017/4/5,Knicks,,Derrick Rose,knee/,surgery/torn/
2017/4/6,Nuggets,,Jameer Nelson,calf/,strained/
2017/4/6,Pelicans,,DeMarcus Cousins,Achilles/,tendinitis/
2017/4/6,Knicks,,Kristaps Porzingis,back/,sore/
2017/4/8,Hornets,,Marco Belinelli,finger/,strained/
2017/4/8,Pacers,,Al Jefferson,ankle/,sprained/
2017/4/8,Pelicans,,Anthony Davis,knee/,sore/
2017/4/8,Pelicans,,E'Twaun Moore,ankle/,sprained/
2017/4/9,Nets,,Quincy Acy,ankle/,sore/
2017/4/10,Hornets,,Kemba Walker,knee/,sore/
2017/4/10,Nuggets,,Emmanuel Mudiay,ankle/,sore/sprained/
2017/4/10,Warriors,,Kevon Looney,hip/,strained/
2017/4/10,Heat,,Josh McRoberts,foot/,fracture/
2017/4/11,Nuggets,,Kenneth Faried,back/,injury/
2017/4/12,76ers,,Dario Saric,heel/,sore/
2017/4/12,Nuggets,,Gary Harris,knee/,sore/
2017/4/12,Pistons,,Beno Udrih,knee/,injury/
2017/4/13,Grizzlies,,Tony Allen,calf/,strained/
2017/4/22,Clippers,,Blake Griffin,toe/,injury/
2017/4/24,Blazers,,Jusuf Nurkic,fibula/leg/,fracture/
2017/4/27,Knicks,,Joakim Noah,shoulder/rotator/,surgery/torn/
2017/4/27,Nuggets,,Jamal Murray,muscle/,surgery/
2017/5/1,Clippers,,Blake Griffin,toe/,surgery/
2017/5/3,Lakers,,Luol Deng,muscle/,surgery/
2017/5/4,Spurs,,Tony Parker,leg/tendon/quadricep/,rupture/
2017/5/8,Rockets,,Nene,muscle/,torn/
2017/5/13,Cavaliers,,Edy Tavares,hand/,fracture/
2017/5/17,Bulls,,Denzel Valentine,ankle/,surgery/
2017/5/17,Hornets,,Kemba Walker,knee/,surgery/
2017/5/17,Warriors,,Zaza Pachulia,heel/,bruise/
2017/5/20,Celtics,,Isaiah Thomas,hip/,injury/
2017/5/21,Spurs,,David Lee,knee/tendon/,torn/
2017/5/22,Spurs,,Kawhi Leonard,ankle/,sprained/
2017/5/23,Celtics,,Amir Johnson,shoulder/,sprained/
2017/6/28,Suns,,Jared Dudley,ligament/,surgery/
2017/7/4,Timberwolves,,Justin Patton,foot/,surgery/fracture/
2017/7/25,Suns,,Brandon Knight,knee/,torn/
2017/7/30,Clippers,,Danilo Gallinari,hand/,fracture/
2017/8/8,Grizzlies,,Ben McLemore,foot/,surgery/fracture/
2017/8/10,Thunder,,Patrick Patterson,knee/,surgery/
2017/8/28,Pelicans,,Solomon Hill,hamstring/,surgery/torn/
2017/9/1,Pelicans,,Frank Jackson,foot/,fracture/
2017/9/6,Bulls,,Cameron Payne,foot/,surgery/fracture/
2017/9/22,Wizards,,Markieff Morris,hernia/,surgery/
2017/9/25,Suns,,Alan Williams,knee/,surgery/torn/
2017/9/30,Spurs,,Kawhi Leonard,quadricep/,sore/
2017/10/5,Hornets,,Nicolas Batum,ligament/elbow/,torn/
2017/10/7,Bulls,,Kris Dunn,finger/,dislocate/
2017/10/7,Jazz,,Dante Exum,shoulder/,separated/
2017/10/7,Mavericks,,Seth Curry,tibia/leg/,stress reaction/
2017/10/8,76ers,,Richaun Holmes,wrist/,fracture/
2017/10/9,Pelicans,,Rajon Rondo,hernia/,surgery/
2017/10/9,Wizards,,Sheldon Mac,Achilles/tendon/,torn/
2017/10/10,Wizards,,Sheldon Mac,Achilles/tendon/,surgery/torn/
2017/10/12,Heat,,Rodney McGruder,leg/,surgery/fracture/
2017/10/12,Suns,,Davon Reed,knee/,surgery/torn/
2017/10/14,Pacers,,Glenn Robinson III,ankle/,surgery/
2017/10/16,Jazz,,Dante Exum,shoulder/,surgery/separated/
2017/10/17,Bulls,,Nikola Mirotic,face/,fracture/
2017/10/17,Celtics,,Gordon Hayward,tibia/ankle/leg/,dislocate/fracture/
2017/10/18,Bucks,,Jabari Parker,knee/,surgery/torn/
2017/10/18,Celtics,,Gordon Hayward,tibia/ankle/leg/,surgery/dislocate/fracture/
2017/10/18,Nets,,Jeremy Lin,knee/tendon/,rupture/
2017/10/22,Clippers,,Milos Teodosic,foot/,plantar fasci/
2017/10/24,Hawks,,DeAndre' Bembry,wrist/,surgery/fracture/
2017/11/2,Cavaliers,,Tristan Thompson,calf/,strained/
2017/11/3,Lakers,,Larry Nance Jr.,thumb/hand/,surgery/fracture/
2017/11/14,Heat,,Okaro White,foot/,fracture/
2017/11/16,Raptors,,Delon Wright,shoulder/,dislocate/
2017/11/17,Nets,,D'Angelo Russell,knee/,surgery/
2017/11/21,Bucks,,Mirza Teletovic,knee/,surgery/torn/
2017/11/22,Clippers,,Patrick Beverley,knee/,surgery/
2017/11/27,Nuggets,,Paul Millsap,wrist/,surgery/
2017/11/28,Clippers,,Blake Griffin,knee/,sprained/
2017/11/30,Magic,,Terrence Ross,leg/knee/,fracture/sprained/
2017/12/1,Cavaliers,,Iman Shumpert,knee/,surgery/
2017/12/1,Mavericks,,Nerlens Noel,thumb/,surgery/
2017/12/6,Suns,,Devin Booker,groin/,strained/
2017/12/7,Hornets,,Cody Zeller,knee/,torn/
2017/12/7,Pelicans,,Alexis Ajinca,knee/,surgery/
2017/12/14,Bucks,,Mirza Teletovic,lung/,blood clot/
2017/12/15,Cavaliers,,John Holland,shoulder/,subluxation/
2017/12/17,76ers,,Furkan Korkmaz,foot/,injury/
2017/12/23,Magic,,Nikola Vucevic,hand/,fracture/
2018/1/12,Heat,,Dion Waiters,ankle/,surgery/
2018/1/13,Jazz,,Thabo Sefolosha,knee/,surgery/
2018/1/18,Bulls,,Kris Dunn,concussion/,
2018/1/19,Warriors,,Jordan Bell,ankle/,injury/
2018/1/26,Pelicans,,DeMarcus Cousins,Achilles/tendon/,torn/
2018/1/27,Nuggets,,Tyler Lydon,knee/,surgery/
2018/1/27,Pelicans,,DeMarcus Cousins,Achilles/tendon/,surgery/torn/
2018/1/27,Thunder,,Andre Roberson,knee/tendon/,torn/
2018/1/28,Thunder,,Andre Roberson,knee/tendon/,surgery/torn/
2018/1/30,Cavaliers,,Kevin Love,hand/,fracture/
2018/1/31,Pelicans,,DeMarcus Cousins,Achilles/tendon/,surgery/torn/
2018/1/31,Suns,,Isaiah Canaan,ankle/,fracture/
2018/2/2,Bucks,,Malcolm Brogdon,leg/tendon/quadricep/,torn/
2018/2/5,Pacers,,Darren Collison,knee/,surgery/
2018/2/6,Knicks,,Kristaps Porzingis,knee/,torn/
2018/2/7,Knicks,,Ron Baker,shoulder/,surgery/
2018/2/8,Mavericks,,Seth Curry,leg/,surgery/fracture/
2018/2/13,Knicks,,Kristaps Porzingis,knee/,surgery/torn/
2018/2/16,Lakers,,Channing Frye,appendectomy/,
2018/2/17,Lakers,,Channing Frye,appendectomy/,
2018/2/25,Timberwolves,,Jimmy Butler,knee/,surgery/injury/
2018/2/28,Lakers,,Josh Hart,hand/,fracture/
2018/3/2,Clippers,,Danilo Gallinari,hand/,fracture/
2018/3/2,Lakers,,Josh Hart,hand/,surgery/fracture/
2018/3/5,Hawks,,Malcolm Delaney,ankle/,sprained/
2018/3/5,Hornets,,Michael Carter-Williams,shoulder/,sprained/
2018/3/8,Magic,,Evan Fournier,knee/,sprained/
2018/3/9,Celtics,,Jaylen Brown,concussion/,
2018/3/9,Hornets,,Michael Carter-Williams,shoulder/,surgery/
2018/3/9,Thunder,,Terrance Ferguson,concussion/,
2018/3/10,Cavaliers,,Cedi Osman,hip/,strained/
2018/3/11,Mavericks,,Wesley Matthews,fibula/,fracture/
2018/3/12,Celtics,,Daniel Theis,knee/,torn/
2018/3/12,Celtics,,Marcus Smart,thumb/,sprained/
2018/3/12,Hawks,,Jaylen Morris,ankle/,sprained/
2018/3/12,Hawks,,Kent Bazemore,knee/,bruise/
2018/3/12,Jazz,,Raul Neto,wrist/,fracture/
